tarih,sehir,leg1,leg2,leg3,leg4,leg5,leg6,t6_div,t6_devir,t5_div,t5_devir,t4_div,t4_devir,t3_div,t3_devir
13/07/2021,ANKARA,186301,186307,186308,186302,186306,186300,8755.87,,811.1,,309.44,,97.67,
13/07/2021,KOCAELI,186304,186296,186303,186299,186295,186310,4273.86,,461.5,,230.58,,80.7,
14/07/2021,ELAZIG,186313,186325,186321,186323,186314,186324,26259.11,,445.55,,91.62,,37.72,
14/07/2021,ISTANBUL,186311,186326,186322,186316,186327,186317,4829.9,,2100.5,,,,,
14/07/2021,ISTANBUL,186316,186327,186317,186312,186318,186320,19095.41,,631.97,,97.14,,20.77,
15/07/2021,ANKARA,186337,186329,186336,186340,186342,186338,33015.4,,4798.54,,,,,
15/07/2021,ANKARA,186340,186342,186338,186339,186328,186334,24845.76,,4712.72,,34.55,,18.03,
15/07/2021,KOCAELI,186332,186331,186330,186335,186341,186343,386.66,,115.16,,39.27,,18.51,
16/07/2021,BURSA,186349,186356,186360,186357,186361,186348,964.26,,222.55,,47.2,,20.17,
16/07/2021,BURSA,186361,186348,186358,186359,186362,186347,13063.21,,1852.27,,495.82,,136.4,
16/07/2021,ISTANBUL,186352,186345,186354,186350,186346,186351,1493.94,,52.78,,36.84,,1.45,
16/07/2021,ISTANBUL,186346,186351,186355,186353,186363,186344,971.26,,322.57,,124.18,,27.98,
17/07/2021,ANKARA,186364,186373,186370,186369,186371,186368,909.65,,222.81,,,,,
17/07/2021,ANKARA,186369,186371,186368,186372,186365,186374,1393.8,,317.27,,315.72,,28.5,
17/07/2021,IZMIR,186366,186376,186375,186379,186381,186380,312.24,,151.82,,,,,
17/07/2021,IZMIR,186379,186381,186380,186377,186367,186378,6194.32,,276.39,,105.38,,29.57,
18/07/2021,ISTANBUL,186394,186382,186388,186383,186393,186389,1049.41,,69.36,,,,,
18/07/2021,ISTANBUL,186383,186393,186389,186397,186391,186399,6509.2,,1278.54,,452.64,,336.51,
18/07/2021,IZMIR,186387,186386,186396,186385,186400,186398,253.01,,104.22,,,,,
18/07/2021,IZMIR,186385,186400,186398,186392,186390,186384,255.74,,74.95,,14.92,,5.81,
19/07/2021,BURSA,186416,186407,186405,186409,186406,186415,3335.98,,173.5,,56.47,,6.3,
19/07/2021,ELAZIG,186413,186401,186410,186403,186412,186411,5708.73,,479.63,,118.5,,31.55,
20/07/2021,ANKARA,186417,186418,186424,186421,186422,186423,34556.21,,4248.11,,2969.59,,972.13,
21/07/2021,ELAZIG,186440,186444,186436,186438,186425,186442,753.15,,135.95,,40.5,,14.38,
21/07/2021,ISTANBUL,186448,186451,186453,186447,186449,186452,704.87,,165.42,,84.76,,59.58,
22/07/2021,ANKARA,186427,186430,186434,186431,186428,186435,268.54,,48.8,,5.68,,2.15,
22/07/2021,KOCAELI,186439,186441,186443,186437,186433,186445,474.5,,95.43,,50.64,,4.23,
23/07/2021,BURSA,186455,186465,186458,186454,186462,186460,462.03,,202.13,,,,,
23/07/2021,BURSA,186454,186462,186460,186461,186459,186463,1823.74,,221.76,,53.63,,17.23,
23/07/2021,ISTANBUL,186469,186470,186464,186471,186456,186472,192.57,,25.05,,,,,
23/07/2021,ISTANBUL,186471,186456,186472,186467,186468,186457,1243.19,,295.3,,96.95,,58.32,
24/07/2021,ANKARA,186474,186485,186479,186484,186480,186483,4332.84,,140.36,,,,,
24/07/2021,ANKARA,186484,186480,186483,186481,186486,186473,434.8,,88.69,,33.11,,11.67,
24/07/2021,IZMIR,186489,186478,186482,186477,186476,186488,84.68,,28.58,,,,,
24/07/2021,IZMIR,186477,186476,186488,186487,186490,186475,3517.98,,932.13,,706.43,,224.46,
25/07/2021,ISTANBUL,186506,186504,186500,186492,186503,186505,1396.79,,163.74,,,,,
25/07/2021,ISTANBUL,186492,186503,186505,186501,186502,186491,2439.98,,307.4,,151.08,,28.43,
25/07/2021,IZMIR,186495,186508,186494,186496,186497,186499,2342.47,,281.29,,131.82,,33.1,
25/07/2021,IZMIR,186497,186499,186493,186507,186498,186509,850.07,,283.43,,52.62,,14.17,
26/07/2021,BURSA,186519,186520,186522,186521,186524,186523,6724.91,,1434.84,,293.64,,105.42,
26/07/2021,ELAZIG,186518,186511,186515,186514,186516,186510,40010.35,,3916.96,,636.67,,210.05,
27/07/2021,ANKARA,186530,186528,186533,186531,186527,186536,482.86,,100.7,,52.02,,15.2,
27/07/2021,KOCAELI,186540,186537,186538,186535,186525,186539,122698.3,,25557.82,,2183.22,,430.93,
28/07/2021,ELAZIG,186547,186548,186549,186546,186545,186550,42.95,,16.02,,8.19,,8.05,
28/07/2021,ISTANBUL,186551,186554,186543,186555,186544,186552,214.06,,80.2,,27.17,,21.57,
29/07/2021,ANKARA,186570,186569,186572,186565,186571,186566,68196.6,,1871.03,,877.63,,435.91,
29/07/2021,KOCAELI,186563,186558,186564,186562,186556,186559,4214.4,,1726.73,,,,,
29/07/2021,KOCAELI,186562,186556,186559,186561,186560,186557,263.88,,62.91,,12.31,,9.15,
30/07/2021,BURSA,186576,186592,186587,186590,186589,186586,904.12,,490.61,,59.36,,32.38,
30/07/2021,BURSA,186589,186586,186578,186588,186577,186591,1428.98,,66.56,,42.69,,11.46,
30/07/2021,ISTANBUL,186579,186575,186581,186584,186582,186580,1876.91,,304.45,,,,,
30/07/2021,ISTANBUL,186584,186582,186580,186583,186574,186585,67.49,,19.65,,3.54,,2.63,
31/07/2021,ANKARA,186601,186611,186606,186602,186608,186610,46.5,,9.83,,,,,
31/07/2021,ANKARA,186602,186608,186610,186605,186609,186607,972.2,,393.36,,193.9,,35.46,
31/07/2021,IZMIR,186604,186614,186617,186613,186603,186616,3676.53,,1289.84,,582.53,,360.66,
01/08/2021,ISTANBUL,186630,186619,186626,186618,186622,186623,701.95,,247.44,,,,,
01/08/2021,ISTANBUL,186618,186622,186623,186629,186625,186628,1157.12,,365.93,,25.1,,17.83,
01/08/2021,IZMIR,186620,186632,186621,186631,186635,186633,73.83,,12.52,,,,,
01/08/2021,IZMIR,186631,186635,186633,186634,186627,186624,1250.56,,356.96,,82.13,,62.21,
02/08/2021,BURSA,186638,186647,186639,186646,186651,186645,1070.43,,139.66,,,,,
02/08/2021,BURSA,186646,186651,186645,186650,186648,186649,20091.9,,1128.45,,123.42,,146.25,
02/08/2021,ELAZIG,186642,186641,186636,186644,186640,186643,6791.12,,417.02,,102.23,,55.28,
03/08/2021,ANKARA,186659,186657,186652,186658,186656,186654,1080.0,,296.67,,118.63,,19.62,
03/08/2021,KOCAELI,186655,186661,186664,186662,186663,186665,427.6,,93.45,,47.16,,3.0,
04/08/2021,ELAZIG,186676,186670,186671,186681,186669,186678,344.67,,38.67,,33.19,,7.52,
04/08/2021,ISTANBUL,186680,186667,186679,186675,186682,186674,254.64,,52.25,,,,,
04/08/2021,ISTANBUL,186675,186682,186674,186677,186666,186672,1593.37,,177.92,,56.62,,19.25,
05/08/2021,ANKARA,186684,186690,186697,186692,186689,186685,8273.23,,680.01,,116.22,,49.03,
05/08/2021,ANKARA,186689,186685,186696,186693,186695,186683,943.34,,113.02,,44.19,,6.9,
05/08/2021,KOCAELI,186691,186698,186686,186694,186688,186699,215212.47,,25114.1,,2429.7,,357.5,
06/08/2021,BURSA,186718,186710,186701,186716,186715,186714,7967.42,,520.44,,,,,
06/08/2021,BURSA,186716,186715,186714,186713,186700,186717,51438.45,,5311.63,,808.06,,142.83,
06/08/2021,ISTANBUL,186704,186709,186706,186705,186712,186702,8815.41,,2013.5,,573.99,,254.36,
06/08/2021,ISTANBUL,186712,186702,186711,186708,186703,186707,332.57,,86.54,,19.11,,5.08,
07/08/2021,ANKARA,186719,186724,186728,186729,186720,186731,893.56,,162.3,,,,,
07/08/2021,ANKARA,186729,186720,186731,186726,186727,186725,5773.77,,1112.79,,189.1,,55.47,
07/08/2021,IZMIR,186723,186735,186732,186722,186737,186733,2419.5,,424.32,,,,,
07/08/2021,IZMIR,186722,186737,186733,186734,186721,186736,1570.55,,243.52,,37.35,,15.21,
08/08/2021,ISTANBUL,186744,186745,186746,186743,186742,186747,6877.38,,770.7,,168.83,,32.15,
08/08/2021,IZMIR,186751,186752,186753,186739,186749,186750,332060.03,,49986.68,,19130.5,,1787.81,
09/08/2021,BURSA,186760,186755,186759,186761,186765,186763,7320.04,,3003.22,,,,,
09/08/2021,BURSA,186761,186765,186763,186762,186764,186754,20630.84,,5251.02,,900.98,,248.3,
09/08/2021,ELAZIG,186756,186770,186768,186769,186757,186767,22816.47,,1934.75,,872.34,,152.72,
10/08/2021,ANKARA,186780,186775,186776,186786,186772,186782,795.81,,139.71,,,,,
10/08/2021,ANKARA,186786,186772,186782,186781,186771,186785,394.98,,76.24,,25.86,,26.02,
10/08/2021,KOCAELI,186778,186774,186773,186784,186779,186783,1121.3,,127.42,,40.49,,31.98,
11/08/2021,ELAZIG,186794,186796,186790,186793,186797,186795,1773.58,,258.71,,57.34,,41.85,
11/08/2021,ISTANBUL,186802,186792,186798,186801,186788,186800,357.19,,85.88,,,,,
11/08/2021,ISTANBUL,186801,186788,186800,186799,186803,186789,210.7,,70.05,,31.14,,17.9,
12/08/2021,ANKARA,186809,186814,186810,186813,186812,186816,3346.69,,913.94,,128.95,,9.22,
12/08/2021,KOCAELI,186817,186818,186804,186807,186805,186819,1302.99,,117.17,,36.65,,11.27,
13/08/2021,BURSA,186842,186827,186844,186838,186828,186834,495.81,,80.36,,49.03,,22.17,
13/08/2021,BURSA,186828,186834,186841,186843,186829,186840,55.06,,9.71,,2.81,,2.91,
13/08/2021,ISTANBUL,186831,186839,186830,186835,186836,186837,1312.88,,69.33,,37.61,,21.41,
14/08/2021,ANKARA,186861,186860,186863,186854,186862,186858,2269.59,,229.12,,,,,
14/08/2021,ANKARA,186854,186862,186858,186859,186864,186853,5172.96,,828.82,,48.01,,26.58,
14/08/2021,IZMIR,186868,186856,186867,186855,186870,186869,31801.78,,8239.81,,,,,
14/08/2021,IZMIR,186855,186870,186869,186865,186857,186866,7078.9,,355.31,,4.67,,4.17,
15/08/2021,ISTANBUL,186883,186884,186886,186888,186878,186882,340.51,,45.89,,,,,
15/08/2021,ISTANBUL,186888,186878,186882,186885,186887,186879,175.88,,27.02,,7.38,,4.2,
15/08/2021,IZMIR,186889,186894,186893,186892,186881,186891,1757.4,,324.62,,112.8,,12.63,
16/08/2021,BURSA,186895,186901,186900,186906,186904,186903,692.59,,134.15,,,,,
16/08/2021,BURSA,186906,186904,186903,186902,186896,186911,1198.19,,192.44,,119.06,,24.46,
16/08/2021,ELAZIG,186910,186909,186897,186907,186899,186908,30061.0,,9741.72,,3370.74,,673.43,
17/08/2021,ANKARA,186921,186919,186917,186924,186920,186928,11760.74,,1432.66,,284.49,,97.61,
17/08/2021,KOCAELI,186927,186922,186913,186916,186915,186914,21358.92,,2451.66,,742.33,,58.36,
18/08/2021,ELAZIG,186933,186931,186935,186934,186929,186936,237397.6,,16836.95,,4562.17,,214.81,
18/08/2021,ISTANBUL,186938,186942,186941,186939,186940,186943,2034.51,,521.82,,135.41,,18.22,
19/08/2021,ANKARA,186948,186949,186951,186950,186947,186952,4382.16,,715.08,,193.72,,61.42,
19/08/2021,KOCAELI,186946,186958,186959,186956,186945,186957,8678.04,,1397.61,,114.01,,24.63,
20/08/2021,BURSA,186963,186971,186974,186962,186972,186973,2343.78,,615.4,,,,,
20/08/2021,BURSA,186962,186972,186973,186970,186977,186976,5903.38,,1258.03,,226.8,,101.47,
20/08/2021,ISTANBUL,186966,186964,186968,186961,186967,186965,1359.63,,705.87,,,,,
20/08/2021,ISTANBUL,186961,186967,186965,186969,186960,186975,421.0,,96.63,,56.55,,3.72,
21/08/2021,ANKARA,186988,186979,186983,186987,186985,186984,93.16,,19.67,,,,,
21/08/2021,ANKARA,186987,186985,186984,186986,186978,186989,296.87,,87.14,,21.53,,18.33,
21/08/2021,IZMIR,186982,186993,186990,186991,186981,186994,113882.8,,11081.61,,,,,
21/08/2021,IZMIR,186991,186981,186994,186995,186992,186980,11381.68,,2099.29,,299.92,,35.05,
22/08/2021,ISTANBUL,187006,187015,187008,187010,187014,187016,243.89,,72.0,,,,,
22/08/2021,ISTANBUL,187010,187014,187016,187009,187007,187012,1173.08,,105.34,,57.7,,36.01,
22/08/2021,IZMIR,187017,187005,187011,187018,187013,187020,631.88,,119.3,,,,,
22/08/2021,IZMIR,187018,187013,187020,187004,187019,187021,35620.48,,2854.49,,545.59,,329.26,
23/08/2021,BURSA,187030,187045,187043,187042,187040,187035,667.1,,283.66,,,,,
23/08/2021,BURSA,187042,187040,187035,187044,187031,187046,14226.09,,2556.49,,213.2,,68.73,
23/08/2021,ELAZIG,187039,187034,187037,187038,187041,187033,63526.44,,10251.88,,929.85,,94.21,
24/08/2021,ANKARA,187047,187058,187061,187050,187060,187049,166.44,,53.11,,33.4,,9.06,
24/08/2021,ANKARA,187060,187049,187052,187051,187048,187062,1540.18,,167.46,,76.07,,9.25,
24/08/2021,KOCAELI,187064,187059,187054,187055,187065,187063,215.92,,88.01,,55.71,,31.02,
25/08/2021,ELAZIG,187080,187081,187078,187079,187066,187077,1179.01,,160.53,,77.51,,30.97,
25/08/2021,ISTANBUL,187072,187075,187071,187070,187068,187073,69.81,,23.17,,,,,
25/08/2021,ISTANBUL,187070,187068,187073,187074,187069,187076,636.96,,112.14,,54.68,,41.41,
26/08/2021,ANKARA,187085,187087,187092,187091,187084,187089,175.93,,64.85,,,,,
26/08/2021,ANKARA,187091,187084,187089,187086,187088,187090,640.61,,196.89,,23.19,,9.23,
26/08/2021,KOCAELI,187098,187082,187099,187095,187083,187097,5027.77,,373.54,,86.11,,20.37,
27/08/2021,BURSA,187115,187102,187108,187113,187105,187116,12003.96,,2128.92,,294.18,,165.92,
27/08/2021,ISTANBUL,187110,187106,187107,187111,187101,187104,41150.99,,2938.0,,,,,
27/08/2021,ISTANBUL,187111,187101,187104,187109,187114,187100,2993.04,,428.96,,29.55,,2.7,
28/08/2021,ANKARA,187134,187143,187139,187140,187141,187144,1332.79,,649.86,,,,,
28/08/2021,ANKARA,187140,187141,187144,187142,187135,187146,37544.19,,1491.62,,186.58,,60.46,
28/08/2021,IZMIR,187149,187137,187147,187136,187151,187145,1040.48,,283.86,,25.65,,4.52,
28/08/2021,IZMIR,187151,187145,187148,187150,187138,187152,119.13,,26.74,,22.11,,10.43,
29/08/2021,ISTANBUL,187163,187154,187159,187153,187162,187157,195.72,,32.87,,,,,
29/08/2021,ISTANBUL,187153,187162,187157,187161,187158,187160,664.82,,98.36,,38.74,,43.56,
29/08/2021,IZMIR,187155,187164,187156,187168,187167,187165,1972.03,,508.77,,,,,
29/08/2021,IZMIR,187168,187167,187165,187170,187166,187169,6755.94,,746.02,,52.89,,19.26,
30/08/2021,BURSA,187180,187176,187182,187183,187171,187185,4887.82,,483.56,,,,,
30/08/2021,BURSA,187183,187171,187185,187186,187187,187172,9114.59,,1210.94,,108.53,,21.5,
30/08/2021,ELAZIG,187177,187174,187179,187181,187184,187173,6902.85,,1880.52,,327.93,,203.66,
31/08/2021,ANKARA,187191,187188,187197,187195,187189,187196,9069.82,,1267.23,,,,,
31/08/2021,ANKARA,187195,187189,187196,187190,187193,187198,34511.63,,2555.28,,554.93,,171.37,
31/08/2021,KOCAELI,187201,187200,187204,187194,187199,187205,39693.63,,4346.54,,305.28,,126.83,
01/09/2021,DIYARBAKIR,187208,187222,187220,187221,187218,187207,3292.35,,800.64,,,,,
01/09/2021,DIYARBAKIR,187221,187218,187207,187217,187219,187206,3028.38,,320.92,,127.2,,40.27,
01/09/2021,ISTANBUL,187212,187215,187209,187213,187210,187211,2332.86,,184.79,,52.56,,23.15,
02/09/2021,ANKARA,187224,187234,187232,187230,187225,187229,1082.99,,69.3,,27.86,,10.5,
02/09/2021,ANKARA,187225,187229,187233,187235,187231,187223,1941.08,,821.11,,86.78,,26.03,
02/09/2021,IZMIR,187226,187238,187241,187239,187228,187242,61051.7,,3734.03,,1210.35,,786.72,
02/09/2021,IZMIR,187228,187242,187237,187236,187227,187240,1469.06,,123.02,,30.85,,14.88,
03/09/2021,BURSA,187253,187251,187249,187250,187256,187259,1204.21,,211.78,,163.1,,22.07,
03/09/2021,IZMIR,187245,187248,187254,187258,187246,187252,633.12,,142.45,,41.43,,8.72,
04/09/2021,ANKARA,187262,187266,187264,187263,187267,187268,199.95,,30.0,,,,,
04/09/2021,ANKARA,187263,187267,187268,187270,187269,187265,1461.48,,574.26,,647.46,,143.3,
04/09/2021,ISTANBUL,187272,187273,187275,187274,187276,187271,446.54,,71.03,,25.86,,6.5,
05/09/2021,ADANA,187279,187296,187280,187293,187294,187291,355.15,,200.15,,,,,
05/09/2021,ADANA,187293,187294,187291,187290,187295,187292,10105.81,,1956.32,,156.84,,80.47,
05/09/2021,ISTANBUL,187288,187284,187282,187289,187285,187287,281.24,,102.35,,,,,
05/09/2021,ISTANBUL,187289,187285,187287,187283,187286,187281,1162.04,,62.8,,43.75,,7.22,
06/09/2021,BURSA,187299,187314,187310,187298,187315,187313,576.99,,103.91,,30.73,,,
06/09/2021,BURSA,187315,187313,187311,187312,187297,187309,170508.48,,15357.39,,4094.36,,601.45,
06/09/2021,ELAZIG,187301,187306,187304,187303,187308,187302,81.06,,,,,,,
06/09/2021,ELAZIG,187303,187308,187302,187305,187300,187307,4761.23,,952.06,,487.51,,139.18,
07/09/2021,ANKARA,187320,187323,187318,187316,187321,187319,128.35,,39.61,,,,,
07/09/2021,ANKARA,187316,187321,187319,187322,187317,187324,116.31,,25.29,,5.14,,4.81,
07/09/2021,KOCAELI,187325,187330,187329,187331,187327,187332,632.42,,265.68,,104.1,,28.5,
08/09/2021,DIYARBAKIR,187343,187341,187337,187335,187344,187342,6220.45,,817.17,,414.0,,60.81,
08/09/2021,ISTANBUL,187334,187347,187339,187346,187333,187348,2559.27,,602.56,,,,,
08/09/2021,ISTANBUL,187346,187333,187348,187340,187345,187349,359.21,,77.72,,30.78,,3.31,
09/09/2021,ANKARA,187352,187355,187356,187353,187357,187361,6254.01,,1220.88,,201.69,,26.12,
09/09/2021,IZMIR,187351,187365,187364,187366,187350,187363,1169.34,,350.2,,140.98,,6.42,
10/09/2021,BURSA,187368,187379,187381,187382,187367,187371,738.04,,188.6,,,,,
10/09/2021,BURSA,187382,187367,187371,187384,187380,187383,1864.94,,305.53,,163.23,,26.33,
10/09/2021,ISTANBUL,187370,187373,187372,187377,187369,187375,451.35,,29.16,,,,,
10/09/2021,ISTANBUL,187377,187369,187375,187374,187376,187378,121.03,,59.24,,16.08,,10.95,
11/09/2021,ANKARA,187393,187388,187395,187391,187389,187392,7806.35,,690.72,,146.4,,84.13,
11/09/2021,IZMIR,187386,187396,187400,187399,187387,187398,2123.36,,,,,,,
11/09/2021,IZMIR,187399,187387,187398,187397,187385,187401,3219.78,,199.54,,89.89,,29.9,
12/09/2021,ADANA,187408,187427,187424,187407,187426,187425,691.74,,165.99,,80.82,,21.67,
12/09/2021,ADANA,187426,187425,187421,187422,187406,187423,8641.04,,1387.24,,405.48,,217.76,
12/09/2021,ELAZIG,187419,187417,187420,187418,187428,187416,4060.08,,432.9,,187.84,,26.6,
12/09/2021,ISTANBUL,187405,187411,187413,187404,187412,187414,70.16,,16.19,,,,,
12/09/2021,ISTANBUL,187404,187412,187414,187409,187415,187410,4169.39,,508.02,,198.81,,104.3,
13/09/2021,BURSA,187431,187443,187441,187433,187440,187444,5668.39,,3786.5,,1354.03,,358.82,
13/09/2021,BURSA,187440,187444,187442,187439,187432,187445,7886.56,,381.2,,135.98,,38.77,
13/09/2021,ELAZIG,187438,187437,187436,187430,187434,187435,11079.98,,1277.01,,311.12,,112.55,
14/09/2021,ANKARA,187454,187455,187450,187452,187449,187453,1777.91,,221.32,,,,,
14/09/2021,ANKARA,187452,187449,187453,187451,187456,187448,1578.29,,239.05,,56.38,,20.63,
14/09/2021,KOCAELI,187447,187459,187458,187463,187462,187460,18224.34,,653.96,,,,,
14/09/2021,KOCAELI,187463,187462,187460,187457,187446,187461,3195.98,,91.18,,14.09,,6.85,
15/09/2021,DIYARBAKIR,187464,187479,187477,187465,187480,187478,,475161.61,34288.13,,,,,
15/09/2021,DIYARBAKIR,187465,187480,187478,187482,187466,187481,78845.66,,4020.05,,963.54,,137.92,
15/09/2021,ISTANBUL,187472,187467,187476,187470,187473,187469,146.31,,47.33,,20.1,,13.87,
15/09/2021,ISTANBUL,187473,187469,187475,187474,187471,187468,893.27,,117.06,,46.91,,32.76,
16/09/2021,ANKARA,187491,187489,187494,187492,187490,187486,804.31,,99.08,,30.09,,8.56,
16/09/2021,IZMIR,187485,187499,187496,187483,187498,187493,27273.02,,3836.22,,802.91,,43.25,
17/09/2021,BURSA,187500,187505,187516,187513,187507,187511,4496.4,,1006.78,,,,,
17/09/2021,BURSA,187513,187507,187511,187506,187501,187515,2695.34,,515.71,,57.49,,46.47,
17/09/2021,ISTANBUL,187514,187509,187510,187512,187502,187508,14245.12,,2403.34,,850.77,,90.5,
18/09/2021,ANKARA,187521,187525,187526,187532,187522,187534,207.93,,121.27,,,,,
18/09/2021,ANKARA,187532,187522,187534,187528,187530,187535,1071.89,,216.21,,94.56,,12.55,
18/09/2021,IZMIR,187523,187533,187527,187536,187524,187537,2282.32,,407.43,,,,,
18/09/2021,IZMIR,187536,187524,187537,187529,187538,187531,1700.42,,371.63,,81.68,,56.37,
19/09/2021,ADANA,187546,187562,187563,187565,187566,187547,1860.04,,357.07,,,,,
19/09/2021,ADANA,187565,187566,187547,187567,187564,187568,48959.2,,4434.41,,1770.49,,154.72,
19/09/2021,ELAZIG,187551,187552,187553,187550,187554,187557,8067.02,,1122.32,,223.15,,117.93,
19/09/2021,ISTANBUL,187549,187560,187559,187556,187555,187561,7129.51,,276.78,,148.62,,51.82,
20/09/2021,BURSA,187571,187584,187575,187570,187586,187579,540.6,,148.03,,102.96,,94.72,
20/09/2021,BURSA,187586,187579,187569,187577,187585,187576,118332.47,,5600.05,,1376.85,,414.9,
20/09/2021,ELAZIG,187583,187580,187573,187582,187572,187581,3004.34,,242.88,,68.55,,27.16,
21/09/2021,ANKARA,187588,187600,187589,187593,187590,187597,65.08,,17.14,,,,,
21/09/2021,ANKARA,187593,187590,187597,187598,187587,187594,893.57,,164.02,,105.59,,77.21,
21/09/2021,KOCAELI,187592,187602,187595,187601,187599,187603,1639.69,,420.37,,71.94,,27.26,
22/09/2021,DIYARBAKIR,187618,187607,187619,187608,187621,187616,2451.9,,688.48,,,,,
22/09/2021,DIYARBAKIR,187608,187621,187616,187620,187606,187617,255359.64,,2893.09,,879.99,,297.3,
22/09/2021,ISTANBUL,187612,187605,187609,187610,187615,187614,1476.73,,150.98,,,,,
22/09/2021,ISTANBUL,187610,187615,187614,187611,187604,187613,938.52,,199.06,,13.44,,9.23,
23/09/2021,ANKARA,187632,187630,187627,187633,187628,187624,161.96,,44.46,,,,,
23/09/2021,ANKARA,187633,187628,187624,187629,187631,187623,90.82,,15.44,,2.84,,2.28,
23/09/2021,IZMIR,187626,187640,187634,187635,187625,187636,1257.72,,272.18,,,,,
23/09/2021,IZMIR,187635,187625,187636,187637,187638,187639,17044.68,,2108.4,,300.24,,106.15,
24/09/2021,BURSA,187651,187655,187652,187654,187653,187650,1189.04,,202.26,,48.91,,18.48,
24/09/2021,ISTANBUL,187648,187645,187642,187644,187643,187656,46903.44,,2533.48,,1141.32,,400.38,
25/09/2021,ANKARA,187658,187668,187670,187671,187667,187666,1441.5,,227.69,,,,,
25/09/2021,ANKARA,187671,187667,187666,187665,187664,187657,492.71,,117.48,,48.78,,58.17,
25/09/2021,IZMIR,187676,187659,187672,187675,187662,187660,5714.9,,1325.35,,123.89,,16.1,
25/09/2021,IZMIR,187662,187660,187673,187663,187661,187674,1136.6,,108.88,,147.7,,46.78,
26/09/2021,ADANA,187678,187698,187694,187696,187699,187695,176.14,,120.16,,,,,
26/09/2021,ADANA,187696,187699,187695,187677,187693,187697,245.48,,69.52,,19.63,,9.93,
26/09/2021,ELAZIG,187692,187691,187680,187689,187683,187686,2290.15,,492.64,,266.52,,148.16,
26/09/2021,ISTANBUL,187688,187679,187682,187685,187690,187684,1061.76,,99.97,,64.14,,,
27/09/2021,BURSA,187709,187723,187722,187721,187720,187716,68674.72,,42104.75,,,,,
27/09/2021,BURSA,187721,187720,187716,187719,187708,187718,4192.2,,240.08,,53.28,,5.71,
27/09/2021,ELAZIG,187714,187713,187712,187715,187710,187717,965.35,,259.35,,44.49,,14.56,
28/09/2021,ANKARA,187733,187732,187730,187728,187729,187736,22130.67,,3704.78,,953.59,,36.08,
28/09/2021,KOCAELI,187724,187740,187725,187731,187737,187741,2114.7,,432.29,,134.76,,34.11,
28/09/2021,KOCAELI,187737,187741,187735,187738,187726,187739,828.58,,218.55,,97.44,,7.37,
29/09/2021,DIYARBAKIR,187755,187757,187752,187758,187747,187753,1974.68,,276.34,,122.72,,17.66,
29/09/2021,ISTANBUL,187744,187743,187748,187751,187745,187749,97522.85,,2768.05,,,,,
29/09/2021,ISTANBUL,187751,187745,187749,187746,187756,187742,30564.52,,6188.86,,999.38,,61.3,
30/09/2021,ANKARA,187770,187771,187772,187765,187762,187764,340.1,,107.51,,85.68,,18.53,
30/09/2021,IZMIR,187775,187761,187767,187774,187776,187769,363.82,,65.23,,,,,
30/09/2021,IZMIR,187774,187776,187769,187760,187763,187773,501.58,,64.23,,24.55,,29.57,
01/10/2021,BURSA,187782,187791,187788,187786,187792,187796,2473.38,,318.62,,174.88,,59.48,
01/10/2021,BURSA,187792,187796,187781,187790,187795,187780,6041.86,,901.26,,237.26,,57.38,
01/10/2021,ISTANBUL,187778,187794,187783,187784,187777,187789,847.22,,34.83,,16.33,,7.31,
01/10/2021,ISTANBUL,187777,187789,187793,187787,187785,187779,92.98,,33.99,,9.96,,5.62,
02/10/2021,ANKARA,187802,187807,187805,187803,187809,187806,164.55,,39.8,,36.33,,32.1,
02/10/2021,IZMIR,187799,187813,187800,187797,187812,187811,3184.41,,1360.86,,168.51,,84.87,
02/10/2021,IZMIR,187812,187811,187810,187814,187798,187801,309.49,,75.42,,19.83,,6.15,
03/10/2021,ADANA,187835,187816,187836,187839,187837,187815,2081.8,,137.36,,36.45,,16.43,
03/10/2021,ADANA,187837,187815,187831,187838,187817,187833,689.36,,217.52,,47.13,,71.05,
03/10/2021,ELAZIG,187821,187822,187824,187820,187823,187827,4649.26,,833.92,,291.3,,14.3,
03/10/2021,ISTANBUL,187834,187825,187829,187819,187832,187818,642.3,,130.72,,61.08,,18.23,
04/10/2021,BURSA,187854,187840,187853,187856,187852,187849,6422.12,,1417.8,,,,,
04/10/2021,BURSA,187856,187852,187849,187850,187841,187855,6061.6,,558.86,,73.81,,5.13,
04/10/2021,KOCAELI,187843,187846,187847,187842,187844,187851,981.17,,64.35,,19.0,,6.53,
05/10/2021,ADANA,187859,187874,187861,187868,187872,187873,578.65,,165.14,,19.65,,10.21,
05/10/2021,ADANA,187872,187873,187870,187871,187860,187869,2186.75,,261.74,,168.36,,107.53,
05/10/2021,DIYARBAKIR,187867,187866,187862,187857,187863,187865,33624.57,,2716.32,,613.69,,69.8,
06/10/2021,ELAZIG,187877,187880,187879,187875,187878,187876,33174.98,,2865.93,,1127.01,,241.98,
06/10/2021,ISTANBUL,187883,187881,187884,187887,187882,187886,2157.59,,321.68,,220.45,,24.28,
07/10/2021,ANKARA,187890,187896,187895,187894,187899,187893,4875.6,,708.72,,,,,
07/10/2021,ANKARA,187894,187899,187893,187898,187889,187897,234.53,,60.03,,15.42,,4.55,
07/10/2021,IZMIR,187900,187902,187905,187901,187892,187904,1084.11,,126.59,,58.31,,40.26,
