tarih,sehir,urun,seq,tip,race_kodlar,kombo,tl,beraberlik
2025-03-22,ADANA,3,1,odendi,215942/215941/215945,1/1/12,16.05,0
2025-03-22,ADANA,6,1,odendi,215943/215933/215942/215941/215945/215940,7/1/1/1/12/2,841.41,0
2025-03-22,ADANA,5,1,odendi,215933/215942/215941/215945/215940,1/1/1/12/2,194.36,0
2025-03-22,ADANA,6,2,odendi,215941/215945/215940/215946/215932/215944,"1/12/2/2,3/2,4,6,10/3",277.08,1
2025-03-22,ADANA,5,2,odendi,215945/215940/215946/215932/215944,"12/2/2,3/2,4,6,10/3",72.41,1
2025-03-22,ADANA,4,1,odendi,215940/215946/215932/215944,"2/2,3/2,4,6,10/3",52.43,1
2025-03-22,ADANA,3,2,odendi,215946/215932/215944,"2,3/2,4,6,10/3",8.55,1
2025-03-22,ISTANBUL,6,1,odendi,215937/215936/215934/215935/215939/215938,2/3/3/3/6/5,2097.9,0
2025-03-22,ISTANBUL,5,1,odendi,215936/215934/215935/215939/215938,3/3/3/6/5,1701.33,0
2025-03-22,ISTANBUL,4,1,odendi,215934/215935/215939/215938,3/3/6/5,155.18,0
2025-03-22,ISTANBUL,3,1,odendi,215935/215939/215938,3/6/5,76.65,0
2025-03-23,ADANA,4,1,odendi,215947/215957/215956/215960,1/6/5/9,3244.5,0
2025-03-23,ADANA,3,1,odendi,215957/215956/215960,6/5/9,919.65,0
2025-03-23,ADANA,6,1,odendi,215956/215960/215959/215954/215948/215958,5/9/10/2/4/3,2570.55,0
2025-03-23,ADANA,5,1,odendi,215960/215959/215954/215948/215958,9/10/2/4/3,443.92,0
2025-03-23,ADANA,4,2,odendi,215959/215954/215948/215958,10/2/4/3,65.37,0
2025-03-23,ADANA,3,2,odendi,215954/215948/215958,2/4/3,9.45,0
2025-03-23,IZMIR,3,1,odendi,215953/215955/215952,"1,2/1/7",58.12,1
2025-03-23,IZMIR,6,1,odendi,215955/215952/215961/215951/215949/215950,1/7/6/4/2/5,4803.36,0
2025-03-23,IZMIR,5,1,odendi,215952/215961/215951/215949/215950,7/6/4/2/5,1289.43,0
2025-03-23,IZMIR,4,1,odendi,215961/215951/215949/215950,6/4/2/5,290.31,0
2025-03-23,IZMIR,3,2,odendi,215951/215949/215950,4/2/5,152.4,0
2025-03-24,BURSA,3,1,odendi,215966/215975/215969,3/8/3,131.47,0
2025-03-24,BURSA,6,1,odendi,215975/215969/215968/215976/215971/215973,"8/3/1,4,6/3/4/5",236057.49,1
2025-03-24,BURSA,5,1,odendi,215969/215968/215976/215971/215973,"3/1,4,6/3/4/5",54727.2,1
2025-03-24,BURSA,4,1,odendi,215968/215976/215971/215973,"1,4,6/3/4/5",14343.81,1
2025-03-24,BURSA,3,2,odendi,215976/215971/215973,3/4/5,3227.4,0
2025-03-24,SANLIURFA,4,1,odendi,215962/215967/215965/215972,6/7/5/4,1750.37,0
2025-03-24,SANLIURFA,3,1,odendi,215967/215965/215972,7/5/4,247.5,0
2025-03-24,SANLIURFA,6,1,odendi,215965/215972/215964/215974/215963/215970,"5/4/9/2,12/1/10",26033.97,1
2025-03-24,SANLIURFA,5,1,odendi,215972/215964/215974/215963/215970,"4/9/2,12/1/10",6215.51,1
2025-03-24,SANLIURFA,4,2,odendi,215964/215974/215963/215970,"9/2,12/1/10",2343.0,1
2025-03-24,SANLIURFA,3,2,odendi,215974/215963/215970,"2,12/1/10",248.77,1
2025-03-25,ADANA,4,1,odendi,215992/215991/215987/215989,4/3/7/5,140.75,0
2025-03-25,ADANA,3,1,odendi,215991/215987/215989,3/7/5,29.62,0
2025-03-25,ADANA,6,1,odendi,215987/215989/215985/215990/215986/215988,7/5/1/2/6/1,2338.83,0
2025-03-25,ADANA,5,1,odendi,215989/215985/215990/215986/215988,5/1/2/6/1,548.66,0
2025-03-25,ADANA,4,2,odendi,215985/215990/215986/215988,1/2/6/1,155.93,0
2025-03-25,ADANA,3,2,odendi,215990/215986/215988,2/6/1,61.12,0
2025-03-25,ANTALYA,3,1,odendi,215982/215993/215977,4/5/7,58.5,0
2025-03-25,ANTALYA,6,1,odendi,215978/215980/215982/215993/215977/215981,"1/2,3/4/5/7/11",6410.13,1
2025-03-25,ANTALYA,5,1,odendi,215980/215982/215993/215977/215981,"2,3/4/5/7/11",611.17,1
2025-03-25,ANTALYA,6,2,odendi,215993/215977/215981/215984/215979/215983,"5/7/11/6/9/1,9",4263.9,1
2025-03-25,ANTALYA,5,2,odendi,215977/215981/215984/215979/215983,"7/11/6/9/1,9",1280.13,1
2025-03-25,ANTALYA,4,1,odendi,215981/215984/215979/215983,"11/6/9/1,9",501.43,1
2025-03-25,ANTALYA,3,2,odendi,215984/215979/215983,"6/9/1,9",58.65,1
2025-03-26,ISTANBUL,3,1,odendi,215996/216006/216010,6/6/9,28.12,0
2025-03-26,ISTANBUL,6,1,odendi,215998/216005/215996/216006/216010/216008,"1,6/9/6/6/9/7",1299.66,1
2025-03-26,ISTANBUL,5,1,odendi,216005/215996/216006/216010/216008,9/6/6/9/7,711.67,0
2025-03-26,ISTANBUL,6,2,odendi,216006/216010/216008/216007/215997/216009,6/9/7/6/3/1,534.15,0
2025-03-26,ISTANBUL,5,2,odendi,216010/216008/216007/215997/216009,9/7/6/3/1,213.78,0
2025-03-26,ISTANBUL,4,1,odendi,216008/216007/215997/216009,7/6/3/1,73.31,0
2025-03-26,ISTANBUL,3,2,odendi,216007/215997/216009,6/3/1,12.45,0
2025-03-26,SANLIURFA,4,1,odendi,216002/216001/216000/215994,"2,10/3/4/11",508.68,1
2025-03-26,SANLIURFA,3,1,odendi,216001/216000/215994,3/4/11,57.0,0
2025-03-26,SANLIURFA,6,1,odendi,216000/215994/215999/216003/215995/216004,"4/11/2/12/4/7,8",2199449.07,1
2025-03-26,SANLIURFA,5,1,odendi,215994/215999/216003/215995/216004,"11/2/12/4/7,8",283514.28,1
2025-03-26,SANLIURFA,4,2,odendi,215999/216003/215995/216004,"2/12/4/7,8",83698.43,1
2025-03-26,SANLIURFA,3,2,odendi,216003/215995/216004,"12/4/7,8",13007.32,1
2025-03-27,ANTALYA,4,1,odendi,216018/216021/216024/216014,5/8/2/7,431.37,0
2025-03-27,ANTALYA,3,1,odendi,216021/216024/216014,8/2/7,111.22,0
2025-03-27,ANTALYA,6,1,odendi,216024/216014/216022/216025/216016/216015,2/7/8/3/6/5,7877.67,0
2025-03-27,ANTALYA,5,1,odendi,216014/216022/216025/216016/216015,7/8/3/6/5,1482.18,0
2025-03-27,ANTALYA,4,2,odendi,216022/216025/216016/216015,8/3/6/5,797.56,0
2025-03-27,ANTALYA,3,2,odendi,216025/216016/216015,3/6/5,47.62,0
2025-03-27,IZMIR,3,1,odendi,216017/216028/216023,3/2/3,132.9,0
2025-03-27,IZMIR,6,1,odendi,216013/216027/216017/216028/216023/216020,"1,4,7/1/3/2/3/1",5706.84,1
2025-03-27,IZMIR,5,1,odendi,216027/216017/216028/216023/216020,1/3/2/3/1,3020.62,0
2025-03-27,IZMIR,6,2,odendi,216028/216023/216020/216019/216012/216026,2/3/1/2/5/12,1446604.89,0
2025-03-27,IZMIR,5,2,odendi,216023/216020/216019/216012/216026,3/1/2/5/12,162497.21,0
2025-03-27,IZMIR,4,1,odendi,216020/216019/216012/216026,1/2/5/12,14307.0,0
2025-03-27,IZMIR,3,2,odendi,216019/216012/216026,2/5/12,3335.92,0
2025-03-28,BURSA,3,1,odendi,216029/216039/216030,3/5/1,171.37,0
2025-03-28,BURSA,6,1,odendi,216039/216030/216042/216041/216040/216043,"5/1/1,7/1/2/8,11",140.7,1
2025-03-28,BURSA,5,1,odendi,216030/216042/216041/216040/216043,"1/1,7/1/2/8,11",45.15,1
2025-03-28,BURSA,4,1,odendi,216042/216041/216040/216043,"1,7/1/2/8,11",12.37,1
2025-03-28,BURSA,3,2,odendi,216041/216040/216043,"1/2/8,11",9.45,1
2025-03-28,IZMIR,4,1,odendi,216033/216032/216035/216036,6/1/1/1,489.43,0
2025-03-28,IZMIR,3,1,odendi,216032/216035/216036,1/1/1,102.52,0
2025-03-28,IZMIR,6,1,odendi,216035/216036/216034/216037/216031/216038,"1/1/1,2,4/5/2/3",1497.39,1
2025-03-28,IZMIR,5,1,odendi,216036/216034/216037/216031/216038,"1/1,2,4/5/2/3",271.35,1
2025-03-28,IZMIR,4,2,odendi,216034/216037/216031/216038,"1,2,4/5/2/3",102.31,1
2025-03-28,IZMIR,3,2,odendi,216037/216031/216038,5/2/3,72.45,0
2025-03-29,ADANA,6,1,odendi,216056/216047/216055/216062/216061/216049,"5/2/2/6/5/6,10",3525.27,1
2025-03-29,ADANA,5,1,odendi,216047/216055/216062/216061/216049,"2/2/6/5/6,10",545.06,1
2025-03-29,ADANA,4,1,odendi,216055/216062/216061/216049,"2/6/5/6,10",565.12,1
2025-03-29,ADANA,3,1,odendi,216062/216061/216049,"6/5/6,10",198.45,1
2025-03-29,ADANA,6,2,odendi,216061/216049/216060/216064/216048/216058,"5/6,10/4/5/10/2",11570.31,1
2025-03-29,ADANA,5,2,odendi,216049/216060/216064/216048/216058,"6,10/4/5/10/2",3339.78,1
2025-03-29,ADANA,4,2,odendi,216060/216064/216048/216058,4/5/10/2,1412.12,0
2025-03-29,ADANA,3,2,odendi,216064/216048/216058,5/10/2,295.87,0
2025-03-29,ISTANBUL,6,1,odendi,216063/216045/216050/216053/216052/216044,"11/8/5/2/2/6,10",62158.89,1
2025-03-29,ISTANBUL,5,1,odendi,216045/216050/216053/216052/216044,"8/5/2/2/6,10",4624.2,1
2025-03-29,ISTANBUL,4,1,odendi,216050/216053/216052/216044,"5/2/2/6,10",847.18,1
2025-03-29,ISTANBUL,3,1,odendi,216053/216052/216044,"2/2/6,10",275.77,1
2025-03-29,ISTANBUL,6,2,odendi,216052/216044/216059/216051/216054/216046,"2/6,10/2/3/4/6",37927.65,1
2025-03-29,ISTANBUL,5,2,odendi,216044/216059/216051/216054/216046,"6,10/2/3/4/6",1893.03,1
2025-03-29,ISTANBUL,4,2,odendi,216059/216051/216054/216046,2/3/4/6,929.5,0
2025-03-29,ISTANBUL,3,2,odendi,216051/216054/216046,3/4/6,69.9,0
2025-03-30,IZMIR,3,1,odendi,216072/216069/216066,"2/2,3/3",136.27,1
2025-03-30,IZMIR,6,1,odendi,216067/216071/216072/216069/216066/216068,"5/3/2/2,3/3/4",36331.02,1
2025-03-30,IZMIR,5,1,odendi,216071/216072/216069/216066/216068,"3/2/2,3/3/4",1273.57,1
2025-03-30,IZMIR,6,2,odendi,216069/216066/216068/216070/216073/216074,"2,3/3/4/4/1/8",23571.09,1
2025-03-30,IZMIR,5,2,odendi,216066/216068/216070/216073/216074,3/4/4/1/8,10921.91,0
2025-03-30,IZMIR,4,1,odendi,216068/216070/216073/216074,4/4/1/8,3972.68,0
2025-03-30,IZMIR,3,2,odendi,216070/216073/216074,4/1/8,1033.8,0
2025-03-31,BURSA,3,1,odendi,216086/216075/216090,"7/7,12/2",914.25,1
2025-03-31,BURSA,6,1,odendi,216075/216090/216089/216088/216076/216091,"7,12/2/4/2/1/11",63934.44,1
2025-03-31,BURSA,5,1,odendi,216090/216089/216088/216076/216091,2/4/2/1/11,3010.98,0
2025-03-31,BURSA,4,1,odendi,216089/216088/216076/216091,4/2/1/11,690.93,0
2025-03-31,BURSA,3,2,odendi,216088/216076/216091,2/1/11,280.12,0
2025-03-31,SANLIURFA,3,1,odendi,216080/216106/216104,8/2/1,782.32,0
2025-03-31,SANLIURFA,6,1,odendi,216079/216101/216080/216106/216104/216105,3/1/8/2/1/11,53489.72,0
2025-03-31,SANLIURFA,5,1,odendi,216101/216080/216106/216104/216105,1/8/2/1/11,11965.16,0
2025-03-31,SANLIURFA,6,2,odendi,216106/216104/216105/216103/216081/216102,2/1/11/1/5/13,3835.17,0
2025-03-31,SANLIURFA,5,2,odendi,216104/216105/216103/216081/216102,1/11/1/5/13,779.7,0
2025-03-31,SANLIURFA,4,1,odendi,216105/216103/216081/216102,11/1/5/13,278.93,0
2025-03-31,SANLIURFA,3,2,odendi,216103/216081/216102,1/5/13,46.8,0
2025-04-01,ADANA,3,1,odendi,216099/216097/216098,4/12/14,471.22,0
2025-04-01,ADANA,6,1,odendi,216092/216093/216099/216097/216098/216096,5/2/4/12/14/6,16499.61,0
2025-04-01,ADANA,5,1,odendi,216093/216099/216097/216098/216096,2/4/12/14/6,7588.95,0
2025-04-01,ADANA,6,2,odendi,216097/216098/216096/216094/216100/216095,12/14/6/1/4/11,68989.26,0
2025-04-01,ADANA,5,2,odendi,216098/216096/216094/216100/216095,14/6/1/4/11,20011.27,0
2025-04-01,ADANA,4,1,odendi,216096/216094/216100/216095,6/1/4/11,2613.93,0
2025-04-01,ADANA,3,2,odendi,216094/216100/216095,1/4/11,437.47,0
2025-04-01,ANTALYA,3,1,odendi,216083/216084/216078,2/8/2,600.82,0
2025-04-01,ANTALYA,6,1,odendi,216084/216078/216087/216085/216082/216077,8/2/4/5/3/2,12328.26,0
2025-04-01,ANTALYA,5,1,odendi,216078/216087/216085/216082/216077,2/4/5/3/2,1721.73,0
2025-04-01,ANTALYA,4,1,odendi,216087/216085/216082/216077,4/5/3/2,146.56,0
2025-04-01,ANTALYA,3,2,odendi,216085/216082/216077,5/3/2,25.27,0
2025-04-02,ELAZIG,3,1,odendi,216119/216112/216110,"3,4/7,10/2",20.32,1
2025-04-02,ELAZIG,6,1,odendi,216112/216110/216115/216113/216118/216117,"7,10/2/5/2/3,5/1",51254.3,1
2025-04-02,ELAZIG,5,1,odendi,216110/216115/216113/216118/216117,"2/5/2/3,5/1",59126.96,1
2025-04-02,ELAZIG,4,1,odendi,216115/216113/216118/216117,"5/2/3,5/1",19332.81,1
2025-04-02,ELAZIG,3,2,odendi,216113/216118/216117,"2/3,5/1",2248.95,1
2025-04-02,ISTANBUL,3,1,odendi,216121/216111/216120,7/9/3,684.15,0
2025-04-02,ISTANBUL,6,1,odendi,216108/216114/216121/216111/216120/216116,1/4/7/9/3/4,101290.77,0
2025-04-02,ISTANBUL,5,1,odendi,216114/216121/216111/216120/216116,4/7/9/3/4,52932.15,0
2025-04-02,ISTANBUL,6,2,odendi,216111/216120/216116/216109/216107/216122,9/3/4/3/4/3,98187.57,0
2025-04-02,ISTANBUL,5,2,odendi,216120/216116/216109/216107/216122,3/4/3/4/3,6871.5,0
2025-04-02,ISTANBUL,4,1,odendi,216116/216109/216107/216122,4/3/4/3,2133.87,0
2025-04-02,ISTANBUL,3,2,odendi,216109/216107/216122,3/4/3,266.4,0
2025-04-03,ANTALYA,6,1,odendi,216126/216127/216125/216129/216128/216134,8/6/4/4/5/7,3902.79,0
2025-04-03,ANTALYA,5,1,odendi,216127/216125/216129/216128/216134,6/4/4/5/7,462.37,0
2025-04-03,ANTALYA,4,1,odendi,216125/216129/216128/216134,4/4/5/7,96.06,0
2025-04-03,ANTALYA,3,1,odendi,216129/216128/216134,4/5/7,15.97,0
2025-04-03,IZMIR,3,1,odendi,216130/216136/216124,2/7/2,75.45,0
2025-04-03,IZMIR,6,1,odendi,216131/216137/216130/216136/216124/216132,2/3/2/7/2/6,4044.63,0
2025-04-03,IZMIR,5,1,odendi,216137/216130/216136/216124/216132,3/2/7/2/6,1806.07,0
2025-04-03,IZMIR,6,2,odendi,216136/216124/216132/216133/216135/216123,7/2/6/6/1/10,20111.97,0
2025-04-03,IZMIR,5,2,odendi,216124/216132/216133/216135/216123,2/6/6/1/10,3667.2,0
2025-04-03,IZMIR,4,1,odendi,216132/216133/216135/216123,6/6/1/10,1088.68,0
2025-04-03,IZMIR,3,2,odendi,216133/216135/216123,6/1/10,126.6,0
2025-04-04,ANTALYA,3,1,odendi,216139/216144/216146,3/2/6,20.62,0
2025-04-04,ANTALYA,6,1,odendi,216144/216146/216143/216147/216145/216138,"2/6/3,8/1/1/4",490.95,1
2025-04-04,ANTALYA,5,1,odendi,216146/216143/216147/216145/216138,"6/3,8/1/1/4",225.18,1
2025-04-04,ANTALYA,4,1,odendi,216143/216147/216145/216138,"3,8/1/1/4",42.0,1
2025-04-04,ANTALYA,3,2,odendi,216147/216145/216138,1/1/4,13.42,0
2025-04-04,IZMIR,3,1,odendi,216152/216142/216151,"6,10/3,6/1,8",22.42,1
2025-04-04,IZMIR,6,1,odendi,216141/216153/216152/216142/216151/216149,"9,11/4/6,10/3,6/1,8/1",202.08,1
2025-04-04,IZMIR,5,1,odendi,216153/216152/216142/216151/216149,"4/6,10/3,6/1,8/1",82.91,1
2025-04-04,IZMIR,6,2,odendi,216142/216151/216149/216148/216140/216150,"3,6/1,8/1/1,6/3/6",4679.67,1
2025-04-04,IZMIR,5,2,odendi,216151/216149/216148/216140/216150,"1,8/1/1,6/3/6",3814.91,1
2025-04-04,IZMIR,4,1,odendi,216149/216148/216140/216150,"1/1,6/3/6",1537.93,1
2025-04-04,IZMIR,3,2,odendi,216148/216140/216150,"1,6/3/6",603.97,1
2025-04-05,ADANA,3,1,odendi,216166/216163/216164,"1/3,9/4",33.22,1
2025-04-05,ADANA,6,1,odendi,216154/216166/216163/216164/216165/216162,"1/1/3,9/4/5/2,5",2178.87,1
2025-04-05,ADANA,6,2,odendi,216163/216164/216165/216162/216155/216167,"3,9/4/5/2,5/5/13",4766.73,1
2025-04-05,ADANA,5,1,odendi,216164/216165/216162/216155/216167,"4/5/2,5/5/13",1843.98,1
2025-04-05,ADANA,4,1,odendi,216165/216162/216155/216167,"5/2,5/5/13",893.12,1
2025-04-05,ADANA,3,2,odendi,216162/216155/216167,"2,5/5/13",138.15,1
2025-04-05,ISTANBUL,6,1,odendi,216160/216158/216157/216156/216159/216161,6/5/1/3/2/7,2665.41,0
2025-04-05,ISTANBUL,5,1,odendi,216158/216157/216156/216159/216161,5/1/3/2/7,626.85,0
2025-04-05,ISTANBUL,4,1,odendi,216157/216156/216159/216161,1/3/2/7,96.25,0
2025-04-05,ISTANBUL,3,1,odendi,216156/216159/216161,3/2/7,49.12,0
2025-04-06,ADANA,6,1,odendi,216169/216181/216174/216168/216179/216176,"1,3,5,6,7/1/1/1/8/1",226.56,1
2025-04-06,ADANA,5,1,odendi,216181/216174/216168/216179/216176,1/1/1/8/1,173.62,0
2025-04-06,ADANA,4,1,odendi,216174/216168/216179/216176,1/1/8/1,89.43,0
2025-04-06,ADANA,3,1,odendi,216168/216179/216176,1/8/1,86.62,0
2025-04-06,ADANA,6,2,odendi,216179/216176/216177/216180/216178/216183,8/1/9/6/8/10,11541.63,0
2025-04-06,ADANA,5,2,odendi,216176/216177/216180/216178/216183,1/9/6/8/10,2123.43,0
2025-04-06,ADANA,4,2,odendi,216177/216180/216178/216183,9/6/8/10,1105.12,0
2025-04-06,ADANA,3,2,odendi,216180/216178/216183,6/8/10,847.8,0
2025-04-06,IZMIR,3,1,odendi,216175/216171/216184,"1/6/5,11",364.35,1
2025-04-06,IZMIR,6,1,odendi,216171/216184/216172/216170/216182/216173,"6/5,11/4/4/5/7",160627.83,1
2025-04-06,IZMIR,5,1,odendi,216184/216172/216170/216182/216173,"5,11/4/4/5/7",10913.73,1
2025-04-06,IZMIR,4,1,odendi,216172/216170/216182/216173,4/4/5/7,4817.0,0
2025-04-06,IZMIR,3,2,odendi,216170/216182/216173,4/5/7,680.25,0
2025-04-07,BURSA,3,1,odendi,216205/216207/216206,"4/2/4,7,9",54.75,1
2025-04-07,BURSA,6,1,odendi,216207/216206/216208/216196/216204/216203,"2/4,7,9/8/2,10/5/13,18",2111.91,1
2025-04-07,BURSA,5,1,odendi,216206/216208/216196/216204/216203,"4,7,9/8/2,10/5/13,18",897.78,1
2025-04-07,BURSA,4,1,odendi,216208/216196/216204/216203,"8/2,10/5/13,18",326.5,1
2025-04-07,BURSA,3,2,odendi,216196/216204/216203,"2,10/5/13,18",76.72,1
2025-04-07,SANLIURFA,3,1,odendi,216199/216209/216198,"8/4/1,2,11",499.05,1
2025-04-07,SANLIURFA,6,1,odendi,216209/216198/216197/216201/216200/216202,"4/1,2,11/1/6/7/2",19212.87,1
2025-04-07,SANLIURFA,5,1,odendi,216198/216197/216201/216200/216202,"1,2,11/1/6/7/2",5550.67,1
2025-04-07,SANLIURFA,4,1,odendi,216197/216201/216200/216202,1/6/7/2,2973.06,0
2025-04-07,SANLIURFA,3,2,odendi,216201/216200/216202,6/7/2,974.17,0
2025-04-08,ADANA,3,1,odendi,216221/216226/216222,2/1/8,742.8,0
2025-04-08,ADANA,6,1,odendi,216213/216220/216221/216226/216222/216225,"1,2/1/2/1/8/7",7793.61,1
2025-04-08,ADANA,5,1,odendi,216220/216221/216226/216222/216225,1/2/1/8/7,3108.52,0
2025-04-08,ADANA,6,2,odendi,216226/216222/216225/216223/216212/216224,1/8/7/3/3/1,21927.96,0
2025-04-08,ADANA,5,2,odendi,216222/216225/216223/216212/216224,8/7/3/3/1,4706.17,0
2025-04-08,ADANA,4,1,odendi,216225/216223/216212/216224,7/3/3/1,286.18,0
2025-04-08,ADANA,3,2,odendi,216223/216212/216224,3/3/1,173.02,0
2025-04-08,ANTALYA,3,1,odendi,216218/216219/216216,2/7/1,54.3,0
2025-04-08,ANTALYA,6,1,odendi,216211/216218/216219/216216/216214/216215,8/2/7/1/4/3,5174.04,0
2025-04-08,ANTALYA,6,2,odendi,216219/216216/216214/216215/216210/216217,7/1/4/3/4/2,9117.72,0
2025-04-08,ANTALYA,5,1,odendi,216216/216214/216215/216210/216217,1/4/3/4/2,1547.73,0
2025-04-08,ANTALYA,4,1,odendi,216214/216215/216210/216217,4/3/4/2,504.0,0
2025-04-08,ANTALYA,3,2,odendi,216215/216210/216217,3/4/2,68.92,0
2025-04-09,ELAZIG,3,1,odendi,216230/216229/216235,"2,3/5/8",123.22,1
2025-04-09,ELAZIG,6,1,odendi,216229/216235/216233/216231/216232/216234,5/8/6/3/4/3,43924.42,0
2025-04-09,ELAZIG,5,1,odendi,216235/216233/216231/216232/216234,8/6/3/4/3,7301.73,0
2025-04-09,ELAZIG,4,1,odendi,216233/216231/216232/216234,6/3/4/3,3208.0,0
2025-04-09,ELAZIG,3,2,odendi,216231/216232/216234,3/4/3,361.87,0
2025-04-09,ISTANBUL,3,1,odendi,216228/216240/216239,2/2/3,74.02,0
2025-04-09,ISTANBUL,6,1,odendi,216240/216239/216236/216238/216237/216227,2/3/2/5/2/3,9607.26,0
2025-04-09,ISTANBUL,5,1,odendi,216239/216236/216238/216237/216227,3/2/5/2/3,523.27,0
2025-04-09,ISTANBUL,4,1,odendi,216236/216238/216237/216227,2/5/2/3,277.18,0
2025-04-09,ISTANBUL,3,2,odendi,216238/216237/216227,5/2/3,51.6,0
2025-04-10,ANTALYA,3,1,odendi,216254/216250/216243,"2,3/8/7",350.4,1
2025-04-10,ANTALYA,6,1,odendi,216252/216254/216250/216243/216251/216247,"3/2,3/8/7/9/6",692205.96,1
2025-04-10,ANTALYA,6,2,odendi,216250/216243/216251/216247/216248/216244,8/7/9/6/4/7,194426.19,0
2025-04-10,ANTALYA,5,1,odendi,216243/216251/216247/216248/216244,7/9/6/4/7,9660.45,0
2025-04-10,ANTALYA,4,1,odendi,216251/216247/216248/216244,9/6/4/7,3812.62,0
2025-04-10,ANTALYA,3,2,odendi,216247/216248/216244,6/4/7,170.92,0
2025-04-10,IZMIR,3,1,odendi,216253/216245/216257,1/2/7,901.27,0
2025-04-10,IZMIR,6,1,odendi,216241/216255/216253/216245/216257/216246,6/7/1/2/7/6,104791.26,0
2025-04-10,IZMIR,5,1,odendi,216255/216253/216245/216257/216246,7/1/2/7/6,47800.2,0
2025-04-10,IZMIR,6,2,odendi,216245/216257/216246/216256/216242/216249,2/7/6/8/8/5,248085.84,0
2025-04-10,IZMIR,5,2,odendi,216257/216246/216256/216242/216249,7/6/8/8/5,74219.73,0
2025-04-10,IZMIR,4,1,odendi,216246/216256/216242/216249,6/8/8/5,938.93,0
2025-04-10,IZMIR,3,2,odendi,216256/216242/216249,8/8/5,145.27,0
2025-04-11,BURSA,3,1,odendi,216273/216268/216261,"4/1,7/7",67.05,1
2025-04-11,BURSA,6,1,odendi,216265/216259/216273/216268/216261/216266,"5/1/4/1,7/7/4",3439.08,1
2025-04-11,BURSA,5,1,odendi,216259/216273/216268/216261/216266,"1/4/1,7/7/4",252.11,1
2025-04-11,BURSA,6,2,odendi,216268/216261/216266/216270/216269/216260,"1,7/7/4/5/6/2",3571.71,1
2025-04-11,BURSA,5,2,odendi,216261/216266/216270/216269/216260,7/4/5/6/2,952.05,0
2025-04-11,BURSA,4,1,odendi,216266/216270/216269/216260,4/5/6/2,248.68,0
2025-04-11,BURSA,3,2,odendi,216270/216269/216260,5/6/2,177.0,0
2025-04-11,IZMIR,3,1,odendi,216267/216262/216271,"2,4/2/2",8.1,1
2025-04-11,IZMIR,6,1,odendi,216264/216267/216262/216271/216275/216274,"2/2,4/2/2/1/2",168.12,1
2025-04-11,IZMIR,6,2,odendi,216262/216271/216275/216274/216272/216263,2/2/1/2/4/2,3602.31,0
2025-04-11,IZMIR,5,1,odendi,216271/216275/216274/216272/216263,2/1/2/4/2,1197.26,0
2025-04-11,IZMIR,4,1,odendi,216275/216274/216272/216263,1/2/4/2,856.06,0
2025-04-11,IZMIR,3,2,odendi,216274/216272/216263,2/4/2,383.55,0
2025-04-12,ADANA,3,1,odendi,216335/216322/216338,2/14/3,203.7,0
2025-04-12,ADANA,6,1,odendi,216320/216339/216335/216322/216338/216334,8/4/2/14/3/1,2182.08,0
2025-04-12,ADANA,5,1,odendi,216339/216335/216322/216338/216334,4/2/14/3/1,491.17,0
2025-04-12,ADANA,6,2,odendi,216322/216338/216334/216340/216336/216321,14/3/1/3/3/2,452.67,0
2025-04-12,ADANA,5,2,odendi,216338/216334/216340/216336/216321,3/1/3/3/2,135.41,0
2025-04-12,ADANA,4,1,odendi,216334/216340/216336/216321,1/3/3/2,15.0,0
2025-04-12,ADANA,3,2,odendi,216340/216336/216321,3/3/2,7.5,0
2025-04-12,ISTANBUL,3,1,odendi,216326/216319/216325,10/5/6,497.02,0
2025-04-12,ISTANBUL,6,1,odendi,216318/216323/216326/216319/216325/216328,"6/4,6/10/5/6/1",9661.26,1
2025-04-12,ISTANBUL,5,1,odendi,216323/216326/216319/216325/216328,"4,6/10/5/6/1",2573.73,1
2025-04-12,ISTANBUL,6,2,odendi,216319/216325/216328/216329/216324/216327,"5/6/1/5/2,3/5",43260.84,1
2025-04-12,ISTANBUL,5,2,odendi,216325/216328/216329/216324/216327,"6/1/5/2,3/5",6310.5,1
2025-04-12,ISTANBUL,4,1,odendi,216328/216329/216324/216327,"1/5/2,3/5",462.87,1
2025-04-12,ISTANBUL,3,2,odendi,216329/216324/216327,"5/2,3/5",166.2,1
2025-04-13,ADANA,3,1,odendi,216365/216354/216363,2/3/2,40.65,0
2025-04-13,ADANA,6,1,odendi,216353/216358/216365/216354/216363/216357,8/4/2/3/2/3,801.45,0
2025-04-13,ADANA,5,1,odendi,216358/216365/216354/216363/216357,4/2/3/2/3,200.17,0
2025-04-13,ADANA,6,2,odendi,216354/216363/216357/216366/216359/216367,3/2/3/9/2/10,6359.07,0
2025-04-13,ADANA,5,2,odendi,216363/216357/216366/216359/216367,2/3/9/2/10,1510.87,0
2025-04-13,ADANA,4,1,odendi,216357/216366/216359/216367,3/9/2/10,979.93,0
2025-04-13,ADANA,3,2,odendi,216366/216359/216367,9/2/10,346.57,0
2025-04-13,IZMIR,3,1,odendi,216360/216361/216356,"2/1,4/2",24.15,1
2025-04-13,IZMIR,6,1,odendi,216364/216355/216360/216361/216356/216362,"2/2/2/1,4/2/1",1854.3,1
2025-04-13,IZMIR,5,1,odendi,216355/216360/216361/216356/216362,"2/2/1,4/2/1",272.85,1
