gun,sehir,seq,temettu,leg1,leg2,leg3,leg4,leg5,leg6
01/01/2021,IZMIR,1,29.54,182153,182164,182165,182161,182154,182166
01/01/2021,KOCAELI,1,198.1,182159,182155,182162,182160,182156,182168
02/01/2021,ADANA,2,12669.99,182194,182172,182200,182193,182173,182198
02/01/2021,ISTANBUL,1,323.59,182195,182182,182192,182197,182196,182189
03/01/2021,ADANA,1,444.55,182181,182179,182191,182185,182187,182183
03/01/2021,IZMIR,1,33.93,182178,182184,182176,182174,182180,182175
04/01/2021,BURSA,1,118.21,182207,182213,182208,182210,182212,182211
04/01/2021,SANLIURFA,1,14228.23,182204,182216,182217,182214,182205,182218
05/01/2021,ADANA,1,2834.31,182229,182222,182228,182230,182219,182225
05/01/2021,KOCAELI,1,265.51,182226,182227,182231,182224,182221,182220
06/01/2021,BURSA,1,49358.92,182245,182247,182233,182244,182239,182248
06/01/2021,ISTANBUL,1,261.65,182234,182240,182238,182237,182246,182243
07/01/2021,IZMIR,1,233.41,182255,182250,182256,182260,182254,182249
07/01/2021,SANLIURFA,1,540.68,182263,182262,182259,182251,182253,182261
08/01/2021,IZMIR,1,356.7,182269,182271,182266,182270,182267,182268
08/01/2021,KOCAELI,1,3253.37,182274,182273,182264,182275,182272,182277
09/01/2021,ADANA,2,9830.26,182305,182304,182306,182301,182284,182307
09/01/2021,ISTANBUL,1,3032.56,182295,182280,182300,182298,182281,182293
10/01/2021,ADANA,1,51.28,182312,182287,182309,182310,182308,182288
10/01/2021,IZMIR,2,264.26,182296,182299,182289,182286,182282,182294
11/01/2021,BURSA,1,1050.64,182324,182321,182314,182323,182322,182320
11/01/2021,SANLIURFA,1,406586.28,182330,182316,182329,182327,182318,182326
12/01/2021,ADANA,1,99401.26,182331,182338,182335,182339,182332,182340
12/01/2021,KOCAELI,1,1255.54,182342,182344,182343,182333,182337,182341
13/01/2021,BURSA,1,497.93,182354,182347,182350,182355,182348,182359
13/01/2021,ISTANBUL,1,384.08,182356,182358,182345,182353,182352,182360
14/01/2021,IZMIR,1,3108.74,182370,182361,182369,182367,182366,182368
14/01/2021,SANLIURFA,1,74155.66,182371,182365,182374,182375,182364,182372
15/01/2021,IZMIR,1,132.55,182386,182377,182389,182388,182378,182381
15/01/2021,KOCAELI,1,493.52,182380,182384,182383,182385,182382,182387
16/01/2021,ADANA,1,4416.92,182415,182417,182413,182411,182390,182416
16/01/2021,ISTANBUL,1,27215.78,182412,182406,182410,182403,182400,182414
17/01/2021,ADANA,1,2624.58,182407,182393,182408,182402,182392,182404
17/01/2021,IZMIR,1,3423.01,182395,182399,182405,182398,182397,182394
18/01/2021,SANLIURFA,1,3933.02,182422,182426,182420,182430,182427,182425
19/01/2021,ADANA,1,513.07,182439,182441,182437,182443,182440,182438
20/01/2021,ISTANBUL,1,187.43,182455,182451,182457,182454,182452,182460
21/01/2021,IZMIR,1,778.87,182472,182470,182469,182471,182467,182468
21/01/2021,SANLIURFA,1,572160.55,182474,182466,182475,182473,182464,182476
22/01/2021,IZMIR,1,850.03,182479,182492,182491,182487,182478,182490
22/01/2021,KOCAELI,1,71.14,182486,182481,182485,182482,182483,182480
23/01/2021,ADANA,1,3479.87,182524,182501,182523,182516,182502,182521
23/01/2021,ISTANBUL,1,122.83,182511,182496,182525,182507,182495,182510
24/01/2021,ADANA,1,126.58,182522,182497,182515,182520,182514,182519
24/01/2021,IZMIR,2,9176.17,182509,182517,182512,182513,182506,182493
25/01/2021,BURSA,1,489.9,182530,182526,182528,182529,182527,182532
25/01/2021,SANLIURFA,1,6385.66,182538,182537,182531,182536,182534,182533
26/01/2021,ADANA,1,13812.84,182544,182540,182547,182545,182539,182546
26/01/2021,KOCAELI,1,4466.5,182550,182549,182541,182542,182543,182551
27/01/2021,BURSA,1,39008.63,182560,182561,182562,182564,182559,182552
27/01/2021,ISTANBUL,2,2534.79,182565,182555,182566,182558,182554,182563
28/01/2021,IZMIR,1,2577.29,182571,182575,182574,182573,182572,182576
28/01/2021,SANLIURFA,1,58923.75,182570,182581,182578,182580,182568,182579
29/01/2021,IZMIR,1,275.87,182589,182586,182583,182590,182584,182582
29/01/2021,KOCAELI,1,154.69,182587,182594,182588,182585,182591,182595
30/01/2021,ADANA,2,553.63,182610,182596,182605,182608,182613,182611
30/01/2021,ISTANBUL,1,4442.84,182603,182619,182618,182604,182616,182607
31/01/2021,ADANA,1,3368.37,182627,182601,182626,182622,182600,182625
31/01/2021,IZMIR,2,5285.71,182624,182620,182623,182602,182598,182614
01/02/2021,BURSA,1,453.44,182661,182663,182649,182654,182650,182659
01/02/2021,SANLIURFA,1,136417.83,182653,182662,182651,182656,182657,182658
02/02/2021,ADANA,1,16375.15,182679,182668,182677,182675,182667,182683
02/02/2021,KOCAELI,1,3670.56,182671,182666,182673,182670,182669,182665
03/02/2021,BURSA,1,269.94,182689,182691,182688,182690,182685,182693
03/02/2021,ISTANBUL,1,853.21,182686,182699,182698,182694,182687,182696
04/02/2021,IZMIR,1,481.08,182707,182706,182710,182708,182711,182709
04/02/2021,SANLIURFA,1,108966.13,182705,182716,182715,182714,182704,182717
05/02/2021,IZMIR,1,7495.35,182720,182719,182718,182723,182729,182726
05/02/2021,KOCAELI,1,16055.04,182725,182727,182722,182721,182728,182724
06/02/2021,ADANA,2,10348.89,182733,182756,182750,182752,182732,182751
06/02/2021,ISTANBUL,1,1529.68,182742,182730,182743,182746,182731,182739
07/02/2021,ADANA,1,750.65,182759,182761,182757,182760,182755,182758
07/02/2021,IZMIR,1,323.19,182740,182744,182737,182735,182736,182748
08/02/2021,BURSA,1,2402.51,182774,182773,182772,182770,182771,182775
08/02/2021,SANLIURFA,1,14862.01,182764,182767,182763,182766,182765,182768
09/02/2021,ADANA,1,989.62,182786,182776,182783,182781,182777,182782
10/02/2021,BURSA,1,610.54,182803,182800,182794,182804,182797,182790
10/02/2021,ISTANBUL,2,2177.84,182799,182793,182795,182796,182791,182802
11/02/2021,IZMIR,1,109.13,182811,182809,182812,182810,182807,182808
11/02/2021,SANLIURFA,1,5470.87,182815,182813,182817,182816,182806,182814
12/02/2021,IZMIR,1,3485.41,182825,182828,182826,182830,182822,182823
12/02/2021,KOCAELI,1,84.26,182820,182831,182832,182824,182829,182821
13/02/2021,ADANA,1,40525.68,182850,182846,182854,182857,182847,182859
13/02/2021,ISTANBUL,1,162.73,182866,182868,182870,182863,182865,182869
14/02/2021,ADANA,1,38632.16,182844,182852,182860,182853,182845,182858
14/02/2021,IZMIR,2,1279.56,182867,182861,182851,182855,182864,182841
15/02/2021,BURSA,1,1784.38,182891,182886,182888,182885,182882,182893
15/02/2021,SANLIURFA,1,8725.53,182880,182890,182881,182889,182884,182887
16/02/2021,ADANA,1,95.25,182902,182904,182895,182899,182900,182906
17/02/2021,BURSA,1,648.37,182922,182909,182921,182917,182919,182908
17/02/2021,ISTANBUL,1,87.8,182915,182913,182911,182916,182910,182912
18/02/2021,IZMIR,1,931.87,182928,182929,182933,182932,182926,182930
18/02/2021,SANLIURFA,1,2689.64,182925,182936,182935,182937,182924,182934
19/02/2021,IZMIR,1,41.54,182944,182945,182943,182942,182941,182940
19/02/2021,KOCAELI,1,150.77,182950,182947,182949,182946,182948,182951
20/02/2021,ADANA,2,112.57,182995,182991,182994,182993,182966,182992
20/02/2021,ISTANBUL,1,2065.11,182985,182969,182980,182976,182984,182968
21/02/2021,ADANA,1,775.83,182982,182988,182978,182986,182977,182981
21/02/2021,IZMIR,1,2027.46,182979,182972,182971,182983,182974,182973
22/02/2021,BURSA,1,1501.73,182996,183004,182997,183005,183003,183002
22/02/2021,SANLIURFA,1,31228.2,183000,183008,183007,183010,182998,183006
23/02/2021,ADANA,1,381.0,183025,183014,183024,183017,183015,183020
23/02/2021,KOCAELI,1,21581.91,183012,183023,183016,183019,183013,183027
24/02/2021,BURSA,1,6928.54,183037,183032,183034,183035,183036,183040
24/02/2021,ISTANBUL,1,9453.06,183030,183033,183039,183042,183041,183028
25/02/2021,IZMIR,1,2933.14,183067,183061,183065,183066,183062,183069
25/02/2021,SANLIURFA,1,143.31,183072,183063,183073,183071,183064,183074
26/02/2021,IZMIR,1,388.99,183097,183095,183103,183096,183100,183105
26/02/2021,KOCAELI,1,95.8,183094,183101,183098,183102,183093,183104
27/02/2021,ADANA,1,11371.04,183155,183142,183153,183158,183157,183144
27/02/2021,ISTANBUL,2,605.85,183159,183152,183147,183156,183162,183145
28/02/2021,ADANA,1,8371.12,183167,183165,183164,183169,183163,183168
28/02/2021,IZMIR,2,955.74,183141,183171,183160,183154,183148,183170
01/03/2021,BURSA,1,65.49,183210,183209,183195,183208,183196,183206
01/03/2021,SANLIURFA,1,10962.03,183198,183203,183197,183204,183200,183202
02/03/2021,ADANA,1,29964.92,183219,183221,183211,183217,183222,183220
02/03/2021,KOCAELI,1,355.94,183216,183224,183223,183215,183213,183225
03/03/2021,BURSA,1,538.66,183239,183228,183236,183238,183237,183229
03/03/2021,ISTANBUL,1,748.63,183226,183233,183231,183232,183234,183240
04/03/2021,IZMIR,1,56.96,183280,183274,183271,183272,183276,183281
04/03/2021,SANLIURFA,1,65898.27,183268,183277,183278,183279,183269,183275
05/03/2021,IZMIR,1,214.57,183332,183333,183322,183321,183334,183329
05/03/2021,KOCAELI,1,126.24,183326,183337,183328,183324,183325,183336
06/03/2021,ADANA,2,1595.66,183391,183393,183399,183361,183398,183400
06/03/2021,ISTANBUL,1,778.07,183377,183376,183383,183375,183379,183382
07/03/2021,ADANA,2,91522.58,183395,183365,183397,183390,183392,183364
07/03/2021,IZMIR,1,1379.57,183387,183385,183362,183378,183381,183384
08/03/2021,BURSA,1,12001.3,183434,183435,183422,183427,183428,183436
08/03/2021,SANLIURFA,1,40428.23,183429,183425,183433,183431,183424,183430
09/03/2021,ADANA,1,688.18,183445,183449,183448,183444,183446,183443
09/03/2021,KOCAELI,1,7884.86,183440,183437,183441,183442,183450,183438
10/03/2021,BURSA,1,133.67,183451,183457,183462,183458,183452,183459
10/03/2021,ISTANBUL,1,209.01,183454,183461,183465,183455,183453,183464
11/03/2021,IZMIR,1,3379.36,183472,183469,183474,183473,183471,183475
11/03/2021,SANLIURFA,1,6758.06,183479,183478,183480,183476,183466,183477
12/03/2021,IZMIR,1,554.94,183496,183506,183493,183504,183503,183509
12/03/2021,KOCAELI,1,7312.73,183500,183489,183502,183497,183498,183488
13/03/2021,ADANA,2,202.72,183540,183570,183566,183564,183541,183567
13/03/2021,ISTANBUL,1,1318.39,183558,183537,183551,183554,183536,183563
14/03/2021,ADANA,1,214.43,183571,183569,183538,183557,183555,183559
14/03/2021,IZMIR,2,10001.12,183565,183545,183546,183550,183553,183544
15/03/2021,BURSA,1,768.16,183608,183610,183609,183606,183605,183611
15/03/2021,SANLIURFA,1,14149.36,183607,183599,183603,183602,183600,183604
16/03/2021,ADANA,2,72140.89,183618,183614,183620,183623,183622,183616
16/03/2021,KOCAELI,1,1276.66,183628,183627,183621,183624,183613,183626
17/03/2021,BURSA,1,370.7,183643,183642,183629,183640,183630,183641
17/03/2021,ISTANBUL,1,2230.79,183632,183639,183634,183638,183633,183637
18/03/2021,IZMIR,2,1287.41,183656,183649,183654,183653,183647,183658
18/03/2021,SANLIURFA,1,14124.86,183661,183650,183662,183663,183652,183660
19/03/2021,IZMIR,1,1342.32,183694,183683,183689,183687,183684,183695
19/03/2021,KOCAELI,1,903.58,183692,183693,183686,183688,183691,183690
20/03/2021,ADANA,1,1931.83,183761,183757,183760,183754,183759,183762
20/03/2021,ISTANBUL,1,2882.01,183740,183741,183744,183737,183738,183739
21/03/2021,ADANA,1,278.21,183752,183751,183747,183748,183729,183749
21/03/2021,IZMIR,2,1700.31,183732,183743,183753,183731,183736,183750
22/03/2021,BURSA,1,1296.48,183801,183800,183810,183802,183798,183809
22/03/2021,SANLIURFA,1,399.35,183805,183803,183807,183808,183797,183806
23/03/2021,ADANA,1,2013.17,183823,183824,183827,183825,183814,183822
23/03/2021,KOCAELI,1,31.79,183819,183811,183821,183820,183812,183817
24/03/2021,BURSA,1,483.5,183834,183828,183832,183839,183833,183837
24/03/2021,ISTANBUL,1,477.26,183831,183841,183840,183842,183830,183835
25/03/2021,IZMIR,1,84149.04,183863,183865,183866,183857,183855,183864
25/03/2021,SANLIURFA,1,115530.59,183852,183858,183856,183860,183853,183862
26/03/2021,IZMIR,1,20.54,183875,183882,183880,183877,183876,183874
26/03/2021,KOCAELI,1,1575.17,183881,183883,183884,183879,183878,183885
27/03/2021,ADANA,2,48835.92,183917,183942,183933,183934,183918,183936
27/03/2021,ISTANBUL,2,601.88,183928,183913,183926,183924,183912,183930
28/03/2021,ADANA,1,281.43,183909,183943,183941,183935,183939,183944
28/03/2021,IZMIR,2,36.44,183920,183931,183921,183929,183914,183922
29/03/2021,BURSA,1,1082.77,183998,183987,183994,183993,183999,183986
29/03/2021,SANLIURFA,1,43126.17,183995,183991,183997,183990,183988,183992
30/03/2021,ADANA,2,8182.32,184013,184009,184010,184001,184014,184011
30/03/2021,KOCAELI,1,6873.14,184002,184004,184006,184007,184005,184003
31/03/2021,BURSA,1,972802.42,184024,184026,184025,184022,184023,184027
31/03/2021,ISTANBUL,1,180178.2,184020,184016,184021,184017,184015,184028
01/04/2021,IZMIR,1,672.95,184040,184043,184045,184044,184039,184049
01/04/2021,SANLIURFA,1,125.26,184048,184038,184046,184050,184036,184051
02/04/2021,IZMIR,2,1126.05,184081,184071,184084,184072,184070,184079
02/04/2021,KOCAELI,1,2241.33,184076,184067,184077,184073,184080,184082
03/04/2021,ADANA,2,435391.77,184112,184115,184094,184113,184095,184111
03/04/2021,ISTANBUL,1,224.93,184101,184098,184099,184097,184100,184096
04/04/2021,ADANA,1,226.6,184105,184106,184103,184104,184108,184109
04/04/2021,IZMIR,2,79.41,184117,184120,184121,184116,184091,184119
05/04/2021,BURSA,2,394.19,184154,184145,184158,184157,184144,184159
05/04/2021,SANLIURFA,1,9038.79,184152,184146,184156,184153,184147,184155
06/04/2021,ADANA,2,29538.72,184163,184166,184170,184164,184172,184160
06/04/2021,KOCAELI,1,1236.11,184165,184169,184171,184173,184167,184174
07/04/2021,BURSA,1,28.27,184187,184176,184188,184185,184186,184189
07/04/2021,ISTANBUL,1,1052.45,184178,184180,184181,184179,184177,184183
08/04/2021,IZMIR,2,23637.09,184215,184219,184221,184210,184223,184220
08/04/2021,SANLIURFA,2,350009.6,184230,184208,184227,184231,184207,184229
09/04/2021,IZMIR,1,1048.99,184254,184261,184251,184256,184259,184262
09/04/2021,KOCAELI,1,271.87,184255,184250,184263,184253,184264,184249
10/04/2021,ADANA,2,80.44,184286,184317,184315,184321,184287,184323
10/04/2021,ISTANBUL,1,1701.31,184299,184283,184307,184300,184302,184284
11/04/2021,ADANA,2,1046.03,184324,184290,184322,184316,184291,184325
11/04/2021,IZMIR,2,1158.61,184289,184306,184309,184295,184312,184288
12/04/2021,BURSA,2,32398.91,184361,184359,184367,184356,184352,184368
12/04/2021,SANLIURFA,2,427092.43,184360,184354,184363,184365,184353,184362
13/04/2021,ADANA,2,1108.8,184371,184389,184388,184382,184372,184387
13/04/2021,ANKARA,1,947.04,184370,184381,184378,184375,184380,184369
14/04/2021,ELAZIG,1,134456.83,184390,184407,184408,184404,184406,184405
14/04/2021,ISTANBUL,2,3439.17,184400,184396,184399,184395,184393,184403
15/04/2021,ANKARA,1,315.87,184419,184421,184422,184423,184428,184426
15/04/2021,IZMIR,1,11612.27,184420,184416,184427,184418,184417,184430
16/04/2021,BURSA,2,19134.97,184458,184459,184465,184450,184468,184463
16/04/2021,ISTANBUL,2,2636.99,184456,184448,184455,184453,184451,184454
17/04/2021,ANKARA,1,91.36,184487,184478,184483,184480,184485,184479
17/04/2021,IZMIR,2,19907.93,184481,184502,184486,184476,184496,184497
18/04/2021,ADANA,1,98840.33,184489,184493,184492,184490,184491,184495
18/04/2021,ISTANBUL,2,2927.06,184475,184504,184498,184500,184473,184505
19/04/2021,BURSA,2,946.0,184515,184507,184514,184511,184510,184512
19/04/2021,SANLIURFA,1,35654.96,184516,184518,184522,184519,184517,184520
20/04/2021,ADANA,2,2772.86,184539,184526,184538,184535,184537,184527
20/04/2021,ANKARA,1,1857.11,184530,184529,184524,184528,184533,184532
21/04/2021,ELAZIG,1,92501.17,184544,184548,184547,184542,184545,184549
21/04/2021,ISTANBUL,2,20691.62,184550,184540,184554,184552,184551,184541
22/04/2021,ANKARA,1,636.17,184577,184576,184578,184575,184573,184572
22/04/2021,IZMIR,2,28708.84,184579,184582,184583,184580,184570,184581
23/04/2021,BURSA,2,628.46,184615,184617,184616,184613,184619,184603
23/04/2021,ISTANBUL,1,59.16,184607,184606,184605,184611,184612,184608
24/04/2021,ANKARA,1,197.0,184635,184633,184631,184637,184634,184632
24/04/2021,IZMIR,2,4739.71,184653,184626,184642,184651,184625,184645
25/04/2021,ADANA,1,1520.42,184623,184649,184646,184650,184644,184652
25/04/2021,ISTANBUL,2,15663.62,184630,184639,184629,184628,184620,184640
26/04/2021,BURSA,2,466.96,184672,184673,184667,184671,184662,184670
26/04/2021,SANLIURFA,2,184578.29,184675,184664,184679,184674,184666,184676
27/04/2021,ADANA,1,7092.35,184694,184692,184695,184693,184691,184681
27/04/2021,ANKARA,1,489.79,184687,184682,184686,184683,184685,184688
28/04/2021,ELAZIG,1,21800.39,184710,184706,184711,184712,184699,184709
28/04/2021,ISTANBUL,2,1699.24,184714,184707,184700,184708,184701,184702
29/04/2021,ANKARA,2,967.35,184741,184738,184733,184740,184742,184732
29/04/2021,IZMIR,2,101610.32,184746,184735,184755,184747,184736,184748
30/04/2021,BURSA,2,762.34,184788,184772,184789,184785,184778,184771
30/04/2021,ISTANBUL,2,19673.18,184776,184769,184775,184782,184786,184770
01/05/2021,ANKARA,1,8078.1,184809,184814,184816,184808,184807,184805
01/05/2021,IZMIR,2,3018.36,184804,184824,184821,184820,184802,184827
02/05/2021,ADANA,2,110.08,184831,184830,184800,184826,184799,184828
02/05/2021,ISTANBUL,2,46659.18,184818,184810,184812,184813,184815,184817
03/05/2021,BURSA,2,4479.34,184846,184850,184848,184857,184843,184858
03/05/2021,SANLIURFA,2,1137.12,184840,184853,184855,184851,184842,184849
04/05/2021,ADANA,1,28890.31,184873,184870,184872,184871,184859,184869
04/05/2021,ANKARA,1,2089.16,184864,184861,184866,184862,184865,184868
05/05/2021,ELAZIG,1,1808.2,184885,184880,184878,184877,184875,184891
05/05/2021,ISTANBUL,2,115.72,184883,184887,184884,184890,184879,184881
06/05/2021,ANKARA,1,202.56,184903,184900,184904,184902,184896,184899
06/05/2021,IZMIR,2,15571.57,184898,184905,184906,184895,184893,184909
07/05/2021,BURSA,2,675.15,184940,184945,184939,184936,184926,184941
07/05/2021,ISTANBUL,1,435.11,184932,184934,184929,184930,184928,184935
08/05/2021,ANKARA,2,2064.04,184958,184963,184961,184957,184959,184951
08/05/2021,IZMIR,1,1061.84,184953,184971,184974,184968,184969,184973
09/05/2021,ADANA,1,1178.77,184997,184984,184992,184994,184998,184983
09/05/2021,ISTANBUL,2,71.67,184990,184986,185000,184987,184989,184985
10/05/2021,BURSA,2,20048.02,185027,185011,185021,185024,185025,185026
10/05/2021,SANLIURFA,2,978857.93,185023,185012,185019,185013,185020,185022
11/05/2021,ADANA,2,34.63,185043,185028,185039,185041,185029,185040
11/05/2021,ANKARA,1,48178.66,185044,185031,185036,185035,185032,185033
12/05/2021,ELAZIG,1,53.29,185050,185051,185060,185058,185048,185059
12/05/2021,ISTANBUL,2,146.28,185049,185052,185054,185053,185045,185056
13/05/2021,ANKARA,2,59.88,185065,185062,185066,185068,185067,185061
14/05/2021,BURSA,2,2552.05,185095,185076,185099,185093,185091,185075
14/05/2021,ISTANBUL,2,102.23,185092,185089,185086,185081,185071,185087
15/05/2021,ANKARA,2,85360.84,185090,185085,185088,185082,185073,185101
15/05/2021,IZMIR,2,1635.29,185078,185105,185103,185104,185077,185108
16/05/2021,ADANA,1,748.66,185112,185120,185118,185124,185117,185122
16/05/2021,ISTANBUL,2,1851.25,185123,185116,185113,185119,185115,185111
17/05/2021,BURSA,2,3644.97,185135,185132,185131,185130,185128,185134
17/05/2021,SANLIURFA,1,19577.68,185138,185142,185141,185137,185125,185136
18/05/2021,ADANA,2,6425.29,185161,185148,185157,185160,185159,185147
18/05/2021,ANKARA,2,1550.73,185150,185151,185155,185149,185144,185153
19/05/2021,ELAZIG,1,310.73,185169,185176,185178,185167,185164,185174
19/05/2021,ISTANBUL,2,211288.37,185163,185175,185166,185173,185177,185162
20/05/2021,ANKARA,1,18528.57,185185,185189,185187,185184,185183,185182
20/05/2021,IZMIR,2,8381.54,185193,185181,185195,185196,185179,185194
21/05/2021,BURSA,2,749488.29,185208,185199,185212,185206,185213,185211
21/05/2021,ISTANBUL,2,2505.19,185197,185210,185204,185201,185209,185215
22/05/2021,ANKARA,2,1320.23,185223,185226,185224,185222,185216,185225
22/05/2021,IZMIR,2,1394.34,185234,185218,185230,185233,185229,185220
23/05/2021,ADANA,1,355.84,185247,185245,185236,185246,185248,185250
23/05/2021,ISTANBUL,1,433.47,185240,185238,185243,185241,185237,185239
24/05/2021,BURSA,2,25.7,185264,185256,185259,185252,185265,185261
24/05/2021,SANLIURFA,2,9782.06,185253,185270,185268,185266,185254,185267
25/05/2021,ADANA,2,260.6,185283,185272,185284,185282,185273,185285
25/05/2021,ANKARA,1,595.98,185280,185277,185276,185279,185275,185288
26/05/2021,ELAZIG,2,15299.28,185307,185308,185296,185309,185295,185305
26/05/2021,ISTANBUL,2,1132.06,185291,185299,185303,185297,185292,185310
27/05/2021,ANKARA,2,2499.42,185319,185311,185314,185313,185312,185324
27/05/2021,IZMIR,1,674305.66,185323,185326,185320,185322,185321,185327
28/05/2021,BURSA,1,1345.35,185344,185360,185359,185355,185356,185358
28/05/2021,ISTANBUL,1,164.36,185349,185348,185352,185346,185345,185350
29/05/2021,ANKARA,2,53.08,185366,185362,185370,185369,185367,185376
29/05/2021,IZMIR,1,32859.31,185373,185363,185371,185372,185375,185378
30/05/2021,ADANA,1,23858.28,185395,185381,185391,185392,185382,185394
30/05/2021,ISTANBUL,2,743.98,185380,185385,185388,185387,185379,185389
31/05/2021,BURSA,1,334.48,185402,185410,185411,185398,185400,185399
31/05/2021,SANLIURFA,1,70365.71,185403,185408,185406,185396,185409,185407
01/06/2021,ADANA,2,156.08,185428,185425,185424,185427,185412,185426
01/06/2021,ANKARA,1,2110.21,185419,185416,185417,185420,185415,185422
02/06/2021,ELAZIG,2,24584.64,185444,185442,185446,185441,185431,185445
02/06/2021,ISTANBUL,2,8054.43,185439,185437,185435,185438,185429,185436
03/06/2021,ANKARA,1,284.15,185473,185467,185469,185468,185470,185471
03/06/2021,IZMIR,2,1726.43,185478,185479,185475,185474,185463,185480
04/06/2021,BURSA,2,863000.05,185492,185484,185495,185489,185483,185499
04/06/2021,ISTANBUL,2,1805.39,185491,185498,185497,185487,185481,185494
05/06/2021,ANKARA,2,28943.56,185508,185513,185511,185512,185515,185507
05/06/2021,IZMIR,1,1875.97,185520,185522,185519,185521,185509,185523
06/06/2021,ADANA,1,407.93,185532,185538,185539,185537,185536,185542
06/06/2021,ISTANBUL,2,387.64,185546,185534,185543,185545,185544,185541
07/06/2021,BURSA,2,1280.7,185549,185555,185558,185556,185550,185559
07/06/2021,SANLIURFA,2,5916.0,185567,185565,185553,185563,185554,185564
08/06/2021,ADANA,1,897.45,185579,185578,185582,185580,185583,185581
08/06/2021,ANKARA,1,13123.79,185570,185577,185574,185571,185575,185576
09/06/2021,ELAZIG,1,95682.53,185589,185593,185590,185586,185585,185587
09/06/2021,ISTANBUL,1,341.12,185595,185592,185596,185598,185599,185594
10/06/2021,ANKARA,2,10390.7,185619,185616,185618,185614,185609,185620
10/06/2021,IZMIR,2,667.98,185622,185625,185621,185623,185613,185624
11/06/2021,BURSA,1,11994.56,185654,185655,185656,185652,185653,185658
11/06/2021,ISTANBUL,2,12697.33,185659,185643,185648,185647,185649,185644
12/06/2021,ADANA,1,6892.82,185689,185680,185687,185682,185684,185686
12/06/2021,ISTANBUL,1,2716.92,185678,185690,185677,185683,185679,185676
13/06/2021,ANKARA,2,2645.57,185698,185692,185697,185701,185699,185702
13/06/2021,IZMIR,2,709.33,185704,185707,185695,185705,185706,185708
14/06/2021,BURSA,2,5470.89,185714,185717,185720,185718,185721,185719
14/06/2021,SANLIURFA,2,70348.47,185725,185724,185727,185711,185726,185712
15/06/2021,ADANA,1,17614.3,185744,185743,185742,185740,185730,185741
15/06/2021,ANKARA,2,165.38,185729,185736,185738,185733,185734,185728
16/06/2021,ELAZIG,1,125095.41,185749,185751,185746,185752,185747,185748
16/06/2021,ISTANBUL,1,5104.34,185754,185756,185755,185757,185759,185760
17/06/2021,ANKARA,1,624.04,185764,185767,185770,185766,185765,185769
17/06/2021,IZMIR,1,6757.14,185774,185762,185773,185775,185768,185761
18/06/2021,BURSA,1,481958.37,185811,185808,185809,185810,185799,185805
18/06/2021,ISTANBUL,1,308.37,185792,185796,185797,185793,185795,185794
19/06/2021,ADANA,2,390.14,185836,185834,185824,185837,185838,185825
19/06/2021,ISTANBUL,2,12292.04,185821,185829,185831,185828,185827,185833
20/06/2021,ANKARA,2,1434.26,185848,185839,185849,185847,185840,185852
20/06/2021,IZMIR,2,4761.92,185855,185853,185857,185856,185844,185858
21/06/2021,BURSA,2,5362.49,185890,185892,185886,185888,185894,185887
21/06/2021,SANLIURFA,2,14820.21,185898,185884,185896,185900,185883,185897
22/06/2021,ADANA,1,4251.98,185916,185915,185914,185910,185902,185913
22/06/2021,ANKARA,1,6736.27,185906,185911,185905,185908,185909,185904
23/06/2021,ELAZIG,2,953.68,185931,185919,185933,185930,185932,185920
23/06/2021,ISTANBUL,2,5166.82,185923,185929,185925,185924,185922,185918
24/06/2021,ANKARA,2,131.96,185935,185948,185945,185941,185938,185946
24/06/2021,IZMIR,1,419.78,185950,185947,185944,185942,185940,185943
25/06/2021,BURSA,2,540394.1,185965,185969,185953,185967,185951,185968
25/06/2021,ISTANBUL,1,2826.61,185956,185955,185957,185960,185962,185959
26/06/2021,ADANA,1,1406.47,186001,185999,186000,185996,185998,185997
26/06/2021,ISTANBUL,2,1336.14,185990,185988,185994,185991,185992,185989
27/06/2021,ANKARA,2,1025.11,186011,186005,186009,186010,186012,186004
27/06/2021,IZMIR,1,17778.92,186018,186015,186007,186014,186017,186006
28/06/2021,BURSA,1,3428.96,186030,186032,186026,186029,186028,186033
28/06/2021,SANLIURFA,1,4840.05,186023,186025,186022,186020,186021,186034
29/06/2021,ADANA,1,3119.98,186038,186036,186041,186043,186045,186049
29/06/2021,ANKARA,1,14506.21,186044,186048,186037,186042,186047,186040
30/06/2021,ELAZIG,1,9724.82,186061,186058,186064,186055,186065,186060
30/06/2021,ISTANBUL,2,32663.44,186068,186051,186056,186067,186052,186057
01/07/2021,ANKARA,2,6252.21,186078,186070,186075,186076,186073,186069
01/07/2021,KOCAELI,1,1981.19,186083,186081,186084,186079,186085,186082
02/07/2021,BURSA,2,407.54,186103,186101,186087,186102,186086,186100
02/07/2021,ISTANBUL,1,459.05,186096,186095,186090,186094,186092,186093
03/07/2021,ANKARA,2,8672.29,186130,186129,186121,186134,186128,186136
03/07/2021,IZMIR,2,11852.6,186127,186126,186124,186133,186131,186137
04/07/2021,ISTANBUL,2,2083.62,186154,186140,186146,186139,186152,186153
04/07/2021,IZMIR,2,733.33,186155,186142,186151,186145,186143,186156
05/07/2021,BURSA,2,18711.56,186165,186166,186164,186157,186167,186168
05/07/2021,ELAZIG,1,192195.77,186161,186173,186170,186160,186171,186169
06/07/2021,ANKARA,2,16931.2,186182,186175,186188,186186,186187,186174
