gun,sehir,seq,temettu,leg1,leg2,leg3,leg4,leg5,leg6
09/03/2022,ISTANBUL,1,11058.4,190743,190746,190731,190741,190744,190745
10/03/2022,IZMIR,1,125.85,190765,190768,190763,190764,190770,190778
10/03/2022,SANLIURFA,1,4883.09,190776,190777,190774,190772,190761,190775
11/03/2022,ANTALYA,1,442.2,190815,190828,190825,190824,190816,190837
11/03/2022,IZMIR,1,3788.98,190833,190832,190830,190827,190819,190835
12/03/2022,ADANA,2,4050.93,190882,190892,190889,190886,190894,190887
13/03/2022,ADANA,1,2194.58,190933,190935,190931,190932,190934,190937
13/03/2022,DIYARBAKIR,1,13531.52,190925,190939,190922,190927,190923,190936
13/03/2022,IZMIR,2,10464.73,190919,190940,190926,190930,190924,190920
14/03/2022,BURSA,1,11203.87,190957,190956,190958,190953,190955,190954
14/03/2022,ISTANBUL,1,287.13,190893,190884,190896,190885,190880,190897
14/03/2022,SANLIURFA,2,1399.81,190950,190945,190943,190947,190944,190948
15/03/2022,ADANA,1,9896.08,190973,190960,190972,190971,190968,190959
15/03/2022,KOCAELI,1,1485.27,190967,190974,190970,190964,190975,190961
16/03/2022,ANTALYA,1,48.43,190981,190978,190980,190979,190976,190982
16/03/2022,ISTANBUL,1,113.62,190987,190986,190984,190988,190985,190989
17/03/2022,IZMIR,2,17804.15,191020,191024,191016,191018,191021,191017
17/03/2022,SANLIURFA,2,480.25,191013,191026,191023,191028,191012,191029
18/03/2022,ANTALYA,1,41.7,191065,191064,191067,191068,191063,191058
18/03/2022,IZMIR,1,11361.4,191071,191059,191062,191070,191060,191061
19/03/2022,ADANA,1,6218.18,191116,191120,191114,191115,191121,191118
19/03/2022,ISTANBUL,1,1503.77,191113,191112,191107,191110,191108,191111
20/03/2022,ADANA,1,1838.02,191191,191194,191188,191186,191189,191192
20/03/2022,DIYARBAKIR,1,495.67,191179,191177,191178,191176,191181,191183
20/03/2022,IZMIR,1,210.39,191185,191184,191182,191193,191190,191195
21/03/2022,BURSA,2,6260.07,191251,191239,191242,191234,191240,191249
21/03/2022,SANLIURFA,1,12762.69,191244,191245,191248,191241,191236,191250
22/03/2022,ADANA,1,373.83,191259,191268,191266,191264,191254,191262
22/03/2022,KOCAELI,2,1229.49,191261,191256,191265,191260,191252,191267
23/03/2022,ANTALYA,1,10571.94,191270,191276,191275,191283,191269,191284
23/03/2022,ISTANBUL,1,124.81,191271,191280,191277,191282,191278,191281
24/03/2022,IZMIR,1,11481.1,191311,191326,191314,191307,191330,191324
24/03/2022,SANLIURFA,1,3179.54,191306,191323,191321,191319,191305,191317
25/03/2022,ANTALYA,1,4543.81,191366,191380,191371,191372,191365,191374
25/03/2022,IZMIR,1,57.48,191376,191381,191379,191373,191370,191378
26/03/2022,ADANA,2,3045.38,191417,191428,191426,191430,191427,191415
26/03/2022,ISTANBUL,1,1151.65,191413,191418,191422,191419,191414,191423
27/03/2022,ADANA,1,109.47,191471,191473,191465,191468,191466,191472
27/03/2022,DIYARBAKIR,1,712.02,191463,191470,191462,191464,191469,191467
27/03/2022,IZMIR,2,159.7,191476,191481,191474,191458,191477,191478
28/03/2022,BURSA,1,935.31,191504,191510,191502,191500,191498,191511
28/03/2022,SANLIURFA,1,1163.85,191506,191509,191505,191499,191501,191503
29/03/2022,ADANA,1,277.13,191525,191527,191523,191528,191520,191526
29/03/2022,KOCAELI,2,51.68,191517,191521,191514,191518,191512,191519
30/03/2022,ANTALYA,1,104.06,191536,191533,191532,191538,191534,191540
30/03/2022,ISTANBUL,1,4765.27,191543,191530,191541,191535,191542,191529
31/03/2022,IZMIR,2,813.17,191551,191554,191549,191550,191547,191560
31/03/2022,SANLIURFA,1,791.58,191555,191556,191557,191544,191553,191558
01/04/2022,ANTALYA,1,659.63,191581,191576,191579,191578,191580,191582
01/04/2022,IZMIR,2,14481.61,191574,191584,191577,191575,191573,191585
02/04/2022,ADANA,2,267976.46,191612,191608,191598,191610,191597,191613
02/04/2022,ISTANBUL,1,482.32,191601,191600,191605,191604,191606,191602
03/04/2022,ADANA,1,6961.87,191627,191623,191621,191622,191628,191630
03/04/2022,DIYARBAKIR,1,200.64,191619,191620,191618,191617,191616,191625
03/04/2022,IZMIR,1,395.55,191634,191624,191631,191626,191633,191635
04/04/2022,BURSA,2,499.9,191643,191649,191647,191646,191639,191645
04/04/2022,SANLIURFA,1,14454.38,191650,191653,191651,191654,191640,191652
05/04/2022,ADANA,2,2818.81,191672,191674,191671,191673,191663,191676
05/04/2022,KOCAELI,2,160.95,191661,191666,191670,191664,191665,191669
07/04/2022,IZMIR,2,412.11,191705,191706,191700,191707,191710,191708
07/04/2022,SANLIURFA,2,70228.08,191704,191715,191716,191712,191702,191717
08/04/2022,ANTALYA,1,422.41,191758,191751,191754,191762,191748,191757
08/04/2022,IZMIR,1,14.85,191750,191756,191753,191755,191752,191759
09/04/2022,ADANA,2,2972.81,191792,191782,191795,191785,191794,191796
09/04/2022,ISTANBUL,2,125.67,191779,191791,191787,191788,191789,191780
11/04/2022,BURSA,2,7054.09,191851,191852,191845,191850,191836,191849
11/04/2022,SANLIURFA,2,586208.48,191838,191842,191846,191843,191840,191839
12/04/2022,ADANA,2,8366.88,191872,191857,191867,191871,191856,191869
12/04/2022,KOCAELI,2,2062.65,191863,191864,191860,191861,191855,191865
13/04/2022,ELAZIG,2,290264.08,191876,191891,191885,191889,191878,191888
13/04/2022,ISTANBUL,2,293.06,191874,191880,191883,191879,191873,191887
14/04/2022,ANKARA,2,192.48,191915,191903,191917,191913,191916,191920
14/04/2022,IZMIR,1,2363.43,191910,191905,191921,191918,191909,191906
15/04/2022,BURSA,2,47787.99,191972,191974,191981,191976,191970,191982
15/04/2022,ISTANBUL,2,284.76,191980,191973,191977,191969,191968,191975
16/04/2022,ANKARA,1,2537.78,192022,192028,192024,192026,192027,192021
16/04/2022,IZMIR,2,12948.85,192019,192034,192033,192031,192017,192020
17/04/2022,ADANA,2,16822.65,192063,192071,192061,192050,192062,192065
17/04/2022,DIYARBAKIR,1,13520.24,192064,192070,192068,192066,192073,192072
17/04/2022,ISTANBUL,2,233.27,192060,192055,192057,192058,192053,192074
18/04/2022,BURSA,2,6863.05,192090,192091,192086,192085,192080,192088
18/04/2022,SANLIURFA,2,749.73,192081,192087,192092,192095,192083,192096
19/04/2022,ADANA,2,493.2,192125,192114,192127,192128,192113,192130
19/04/2022,KOCAELI,1,1216.89,192119,192121,192118,192117,192120,192123
20/04/2022,ELAZIG,1,761.67,192134,192138,192139,192141,192137,192144
20/04/2022,ISTANBUL,2,4757.15,192135,192131,192146,192142,192140,192132
21/04/2022,ANKARA,2,634.22,192175,192165,192174,192181,192179,192164
21/04/2022,IZMIR,2,748.62,192187,192185,192182,192184,192173,192186
22/04/2022,BURSA,2,223555.0,192245,192246,192247,192244,192232,192248
22/04/2022,ISTANBUL,2,274.02,192240,192241,192237,192236,192239,192229
23/04/2022,ANKARA,1,121605.54,192285,192286,192290,192291,192287,192284
23/04/2022,IZMIR,2,7576.09,192283,192295,192294,192296,192281,192297
24/04/2022,ADANA,2,3070.04,192349,192337,192347,192350,192348,192338
24/04/2022,DIYARBAKIR,1,29543.04,192341,192345,192339,192342,192340,192343
24/04/2022,ISTANBUL,2,708.24,192355,192358,192354,192353,192333,192356
25/04/2022,BURSA,2,4373.95,192365,192360,192367,192363,192368,192366
25/04/2022,SANLIURFA,1,1998200.24,192370,192375,192362,192371,192372,192373
26/04/2022,ADANA,2,9748.95,192392,192376,192390,192386,192388,192389
26/04/2022,KOCAELI,1,953.01,192383,192384,192378,192379,192380,192385
27/04/2022,ELAZIG,2,18430.12,192396,192404,192403,192401,192398,192402
27/04/2022,ISTANBUL,2,205.57,192410,192409,192411,192405,192395,192407
28/04/2022,ANKARA,2,9889.81,192452,192434,192447,192446,192450,192433
28/04/2022,IZMIR,2,32010.7,192451,192441,192435,192442,192444,192449
29/04/2022,BURSA,2,1029.11,192489,192478,192491,192488,192492,192477
29/04/2022,ISTANBUL,2,109731.57,192485,192479,192481,192480,192476,192483
30/04/2022,ANKARA,2,20620.76,192518,192516,192510,192515,192519,192517
30/04/2022,IZMIR,2,2459.27,192513,192529,192527,192523,192525,192512
01/05/2022,ADANA,2,4521.16,192567,192550,192569,192568,192551,192572
01/05/2022,DIYARBAKIR,1,18469.81,192553,192559,192555,192554,192557,192565
01/05/2022,ISTANBUL,2,714.33,192561,192564,192556,192560,192548,192562
02/05/2022,BURSA,2,1234.3,192590,192592,192594,192597,192591,192595
03/05/2022,ANKARA,2,203.71,192615,192620,192618,192611,192600,192626
03/05/2022,KOCAELI,2,643.11,192601,192625,192629,192628,192619,192630
04/05/2022,ELAZIG,1,4990.62,192616,192609,192610,192612,192608,192621
04/05/2022,ISTANBUL,2,221.24,192631,192636,192635,192637,192603,192633
05/05/2022,ANKARA,2,372.18,192640,192647,192646,192648,192639,192651
05/05/2022,IZMIR,2,7959.66,192652,192642,192644,192643,192655,192653
06/05/2022,BURSA,1,1281.1,192672,192671,192661,192659,192658,192670
06/05/2022,ISTANBUL,2,1287.21,192669,192667,192662,192668,192660,192666
07/05/2022,ANKARA,2,281.26,192677,192682,192679,192674,192680,192683
07/05/2022,IZMIR,1,6689.46,192684,192688,192687,192685,192689,192691
08/05/2022,ADANA,2,24482.41,192711,192710,192713,192712,192694,192716
08/05/2022,DIYARBAKIR,1,37476.42,192705,192708,192700,192707,192706,192715
08/05/2022,ISTANBUL,2,15411.69,192697,192696,192704,192698,192699,192692
09/05/2022,BURSA,2,433.62,192751,192734,192752,192754,192749,192753
10/05/2022,ANKARA,1,189.27,192758,192769,192761,192765,192770,192757
10/05/2022,KOCAELI,2,11331.98,192762,192763,192767,192755,192760,192771
11/05/2022,ELAZIG,1,8867.54,192780,192782,192777,192779,192773,192778
11/05/2022,ISTANBUL,2,1361.54,192786,192785,192787,192783,192776,192788
12/05/2022,ANKARA,2,316.59,192804,192790,192802,192810,192808,192791
12/05/2022,IZMIR,2,4761.9,192799,192803,192795,192809,192806,192798
13/05/2022,BURSA,2,57.7,192836,192825,192838,192837,192835,192824
13/05/2022,ISTANBUL,2,8037.12,192823,192833,192830,192828,192829,192822
14/05/2022,ANKARA,2,140507.99,192851,192846,192843,192848,192847,192849
14/05/2022,IZMIR,2,14821.82,192854,192859,192857,192856,192844,192860
15/05/2022,ADANA,2,17791.46,192906,192902,192901,192903,192884,192905
15/05/2022,DIYARBAKIR,1,132975.49,192889,192898,192895,192892,192896,192891
15/05/2022,ISTANBUL,2,496.98,192893,192900,192888,192897,192894,192890
16/05/2022,BURSA,2,15284.8,192921,192918,192911,192920,192919,192922
16/05/2022,SANLIURFA,1,56576.42,192915,192917,192916,192912,192908,192913
17/05/2022,ANKARA,2,729.25,192933,192936,192934,192926,192932,192931
17/05/2022,KOCAELI,2,22690.78,192941,192943,192937,192938,192928,192942
18/05/2022,ELAZIG,1,27613.96,192949,192947,192953,192951,192946,192950
18/05/2022,ISTANBUL,2,223.45,192959,192944,192960,192958,192945,192954
19/05/2022,ANKARA,1,889.25,192968,192971,192969,192966,192967,192964
19/05/2022,IZMIR,2,6211.79,192972,192976,192978,192974,192963,192977
20/05/2022,BURSA,2,669.43,192994,192979,192996,192995,192980,192992
20/05/2022,ISTANBUL,2,1123090.23,192982,192993,192987,192984,192990,192988
21/05/2022,ANKARA,2,203321.15,193007,192997,193005,193002,193008,192998
21/05/2022,IZMIR,2,439.89,193000,193014,193011,193012,193013,192999
22/05/2022,ADANA,2,108.31,193039,193033,193036,193038,193035,193037
22/05/2022,DIYARBAKIR,1,347.26,193027,193023,193031,193025,193032,193029
22/05/2022,ISTANBUL,2,546.69,193020,193028,193021,193015,193024,193026
23/05/2022,BURSA,2,5970.75,193049,193047,193050,193046,193043,193051
23/05/2022,SANLIURFA,2,5092.03,193041,193052,193057,193053,193042,193054
24/05/2022,ANKARA,2,293.65,193075,193073,193067,193074,193069,193072
24/05/2022,KOCAELI,2,596.44,193058,193064,193068,193062,193066,193059
25/05/2022,ELAZIG,1,119.1,193091,193076,193089,193086,193077,193092
25/05/2022,ISTANBUL,2,515.94,193090,193082,193088,193085,193093,193078
26/05/2022,ANKARA,2,16069.34,193105,193118,193119,193115,193111,193104
26/05/2022,IZMIR,2,5293.16,193116,193108,193120,193114,193107,193121
27/05/2022,BURSA,1,1403.62,193164,193165,193159,193160,193154,193162
27/05/2022,ISTANBUL,1,165.08,193155,193156,193153,193151,193150,193161
28/05/2022,ANKARA,2,255.15,193197,193185,193189,193195,193193,193186
28/05/2022,IZMIR,1,85784.2,193188,193196,193192,193199,193198,193201
29/05/2022,ADANA,2,18085.7,193243,193230,193240,193238,193242,193229
29/05/2022,DIYARBAKIR,1,15270.8,193241,193245,193237,193239,193247,193248
29/05/2022,ISTANBUL,2,2411.63,193233,193226,193244,193249,193227,193235
30/05/2022,BURSA,1,13239.18,193266,193268,193269,193267,193264,193270
30/05/2022,SANLIURFA,2,6809.48,193277,193261,193273,193272,193263,193275
31/05/2022,ANKARA,2,1300.87,193287,193286,193288,193284,193279,193289
31/05/2022,KOCAELI,2,8221.56,193293,193296,193281,193290,193295,193291
01/06/2022,ELAZIG,1,1053.3,193304,193303,193299,193301,193305,193302
01/06/2022,ISTANBUL,2,37760.13,193298,193313,193310,193311,193308,193297
02/06/2022,ANKARA,2,7189.54,193329,193314,193327,193323,193326,193330
02/06/2022,IZMIR,1,58665.23,193325,193319,193318,193320,193316,193328
03/06/2022,BURSA,2,219.45,193370,193353,193367,193364,193354,193371
03/06/2022,ISTANBUL,2,56.05,193359,193358,193360,193355,193352,193374
04/06/2022,ANKARA,2,36082.39,193405,193412,193413,193417,193418,193419
04/06/2022,IZMIR,2,3064.08,193423,193421,193424,193410,193407,193427
05/06/2022,ADANA,2,103370.08,193482,193480,193475,193458,193476,193477
05/06/2022,DIYARBAKIR,1,6233.1,193487,193488,193485,193484,193483,193486
05/06/2022,ISTANBUL,2,528.02,193469,193461,193466,193472,193467,193465
06/06/2022,BURSA,2,4417.28,193505,193513,193516,193510,193511,193512
06/06/2022,SANLIURFA,2,4095.69,193520,193508,193522,193521,193507,193519
07/06/2022,ANKARA,2,3499.14,193535,193530,193538,193533,193532,193540
07/06/2022,KOCAELI,2,634.34,193528,193534,193527,193526,193523,193539
08/06/2022,ELAZIG,1,864.85,193541,193544,193547,193543,193548,193546
08/06/2022,ISTANBUL,1,823.32,193553,193550,193551,193552,193556,193555
09/06/2022,ANKARA,2,15024.18,193576,193581,193584,193583,193575,193592
09/06/2022,IZMIR,2,7437.9,193593,193590,193580,193586,193578,193589
10/06/2022,BURSA,2,60592.61,193641,193636,193634,193619,193633,193637
10/06/2022,ISTANBUL,2,264.25,193628,193629,193627,193626,193623,193625
11/06/2022,ANKARA,2,97136.22,193666,193677,193674,193672,193665,193675
11/06/2022,IZMIR,2,4629.93,193680,193681,193679,193678,193667,193683
13/06/2022,BURSA,2,541.17,193765,193779,193777,193768,193767,193771
13/06/2022,SANLIURFA,1,276447.29,193772,193763,193773,193770,193778,193780
14/06/2022,ANKARA,2,168.16,193787,193781,193791,193793,193782,193789
14/06/2022,KOCAELI,2,9563.72,193797,193799,193801,193795,193783,193800
15/06/2022,ELAZIG,2,340668.66,193807,193808,193810,193809,193804,193806
15/06/2022,ISTANBUL,1,7446.03,193814,193816,193815,193818,193817,193819
16/06/2022,ANKARA,2,1315.47,193841,193850,193845,193843,193853,193846
16/06/2022,IZMIR,2,907.9,193844,193855,193839,193829,193842,193835
17/06/2022,BURSA,1,11062.03,193884,193890,193889,193885,193880,193888
17/06/2022,ISTANBUL,2,1925.23,193878,193876,193875,193877,193881,193883
18/06/2022,ANKARA,2,1233.76,193930,193951,193948,193944,193943,193928
18/06/2022,IZMIR,2,1509.61,193946,193952,193949,193958,193931,193953
19/06/2022,ADANA,2,695.54,194065,194034,194066,194063,194035,194068
19/06/2022,DIYARBAKIR,1,384543.52,194048,194043,194044,194047,194050,194052
19/06/2022,ISTANBUL,2,604.62,194053,194049,194057,194045,194056,194022
20/06/2022,BURSA,2,58639.28,194075,194091,194082,194079,194073,194083
20/06/2022,SANLIURFA,2,10440.65,194078,194086,194088,194085,194077,194090
21/06/2022,ANKARA,2,37219.69,194097,194108,194101,194105,194095,194096
21/06/2022,KOCAELI,2,13782.55,194099,194102,194106,194107,194092,194109
22/06/2022,ELAZIG,1,211980.42,194116,194112,194119,194118,194113,194115
22/06/2022,ISTANBUL,2,1269.04,194110,194127,194123,194126,194124,194125
23/06/2022,ANKARA,2,4106.47,194142,194146,194150,194145,194144,194156
23/06/2022,IZMIR,1,1100.05,194159,194158,194155,194154,194152,194157
24/06/2022,BURSA,2,3472.25,194192,194193,194190,194191,194179,194194
24/06/2022,ISTANBUL,2,3430.92,194176,194187,194185,194183,194181,194182
25/06/2022,ANKARA,1,8598.82,194223,194215,194216,194218,194219,194221
25/06/2022,IZMIR,1,41324.11,194222,194226,194225,194234,194211,194228
26/06/2022,ADANA,1,1610.13,194249,194256,194254,194251,194253,194248
26/06/2022,ISTANBUL,2,382601.82,194255,194247,194245,194252,194259,194250
27/06/2022,BURSA,1,555.71,194266,194269,194264,194267,194262,194272
27/06/2022,SANLIURFA,1,2295.05,194274,194268,194271,194270,194260,194275
28/06/2022,ANKARA,2,6591.72,194281,194285,194282,194283,194278,194293
28/06/2022,KOCAELI,2,627.01,194287,194291,194290,194288,194289,194292
29/06/2022,ELAZIG,1,353.02,194299,194304,194302,194303,194295,194301
29/06/2022,ISTANBUL,2,85398.54,194296,194306,194310,194307,194297,194309
30/06/2022,ANKARA,2,55554.25,194329,194322,194331,194328,194330,194321
30/06/2022,IZMIR,2,787.19,194323,194340,194339,194337,194324,194338
01/07/2022,BURSA,2,79761.8,194366,194356,194369,194370,194372,194355
01/07/2022,ISTANBUL,1,4380.27,194363,194360,194362,194365,194358,194359
02/07/2022,ANKARA,2,8159.32,194385,194383,194381,194384,194373,194382
02/07/2022,IZMIR,2,4313.58,194379,194396,194378,194392,194387,194377
02/07/2022,SANLIURFA,1,105.35,194393,194394,194389,194388,194391,194397
03/07/2022,DIYARBAKIR,1,3717.49,194441,194443,194442,194445,194439,194444
03/07/2022,ISTANBUL,2,5028.11,194435,194440,194432,194436,194421,194438
03/07/2022,IZMIR,2,170941.91,194422,194419,194427,194431,194425,194423
04/07/2022,BURSA,2,511.85,194475,194470,194474,194458,194473,194469
04/07/2022,ELAZIG,2,176218.49,194466,194460,194464,194468,194467,194461
05/07/2022,ANKARA,2,253623.12,194482,194485,194483,194487,194490,194476
05/07/2022,KOCAELI,2,610.07,194492,194495,194494,194489,194480,194488
06/07/2022,ELAZIG,1,345.96,194498,194504,194499,194500,194497,194501
06/07/2022,ISTANBUL,2,53897.95,194508,194512,194507,194509,194503,194506
07/07/2022,ANKARA,2,1027.33,194529,194519,194524,194521,194522,194528
07/07/2022,KOCAELI,1,21600.66,194523,194527,194513,194518,194530,194520
08/07/2022,BURSA,2,708.63,194560,194575,194573,194576,194559,194574
08/07/2022,ISTANBUL,2,278.14,194565,194564,194567,194569,194561,194568
09/07/2022,ANKARA,2,3721.94,194584,194581,194580,194583,194577,194585
10/07/2022,DIYARBAKIR,1,1682.5,194624,194626,194632,194620,194622,194629
10/07/2022,ISTANBUL,1,7276.21,194627,194623,194625,194633,194628,194630
10/07/2022,IZMIR,1,4785.31,194611,194614,194616,194618,194631,194602
11/07/2022,BURSA,1,311.92,194601,194610,194612,194613,194595,194619
11/07/2022,ELAZIG,1,4444.72,194597,194603,194609,194604,194598,194608
12/07/2022,ANKARA,2,2853.96,194640,194639,194638,194641,194635,194642
12/07/2022,KOCAELI,1,6489.66,194637,194644,194646,194650,194649,194636
13/07/2022,ELAZIG,2,10659.62,194658,194654,194660,194662,194661,194655
13/07/2022,ISTANBUL,2,34759.33,194666,194669,194664,194667,194663,194668
14/07/2022,ANKARA,2,599.37,194676,194683,194673,194678,194674,194680
14/07/2022,KOCAELI,1,10439.43,194672,194684,194679,194675,194682,194685
15/07/2022,BURSA,2,4550.66,194703,194690,194700,194701,194704,194689
15/07/2022,ISTANBUL,2,12298.8,194695,194688,194692,194693,194696,194686
16/07/2022,ANKARA,2,2929.27,194728,194733,194727,194730,194731,194722
16/07/2022,IZMIR,2,19676.05,194745,194735,194746,194725,194739,194747
16/07/2022,SANLIURFA,1,575.68,194742,194740,194737,194741,194738,194744
17/07/2022,DIYARBAKIR,1,9346.14,194787,194781,194784,194783,194786,194785
17/07/2022,ISTANBUL,2,436.0,194766,194778,194777,194775,194774,194788
17/07/2022,IZMIR,1,19691.21,194771,194768,194770,194772,194773,194776
18/07/2022,BURSA,1,3069.61,194801,194805,194798,194803,194804,194800
18/07/2022,ELAZIG,1,42533.29,194792,194789,194794,194791,194790,194796
19/07/2022,ANKARA,2,1902.54,194813,194822,194821,194817,194807,194824
19/07/2022,KOCAELI,1,2468.04,194825,194808,194819,194818,194811,194809
20/07/2022,ELAZIG,1,4405.58,194832,194831,194828,194833,194826,194830
20/07/2022,ISTANBUL,1,277.73,194840,194837,194839,194835,194836,194841
21/07/2022,ANKARA,2,153.0,194862,194871,194872,194868,194859,194866
21/07/2022,KOCAELI,1,1584.22,194875,194874,194863,194867,194857,194869
22/07/2022,BURSA,2,4620.71,194923,194908,194925,194926,194909,194924
22/07/2022,ISTANBUL,2,5121.25,194910,194918,194916,194915,194912,194917
23/07/2022,ANKARA,1,180.74,194940,194942,194939,194943,194946,194941
23/07/2022,IZMIR,2,2092.62,194957,194951,194949,194948,194937,194954
24/07/2022,DIYARBAKIR,1,24283.57,194999,194998,194997,194995,195000,195002
24/07/2022,ISTANBUL,2,35054.47,194987,194979,194989,194993,194990,194994
24/07/2022,IZMIR,2,129.78,194991,195001,194984,194988,194982,194996
25/07/2022,BURSA,2,590.22,195030,195041,195031,195038,195043,195040
25/07/2022,ELAZIG,2,26001.64,195034,195029,195033,195037,195039,195027
26/07/2022,ANKARA,2,27561.63,195051,195052,195057,195055,195046,195059
26/07/2022,KOCAELI,2,1479.0,195060,195062,195058,195061,195047,195063
27/07/2022,ELAZIG,1,2857.45,195066,195067,195069,195068,195065,195072
27/07/2022,ISTANBUL,2,404.94,195079,195075,195071,195073,195074,195078
28/07/2022,ANKARA,2,1099.05,195103,195096,195102,195100,195097,195101
28/07/2022,KOCAELI,1,10256.46,195113,195099,195112,195110,195108,195098
29/07/2022,BURSA,2,14165.62,195177,195165,195175,195179,195166,195182
29/07/2022,ISTANBUL,2,2086.36,195180,195171,195169,195176,195163,195170
30/07/2022,ANKARA,2,220.54,195248,195249,195250,195251,195247,195240
30/07/2022,IZMIR,2,282.1,195257,195258,195256,195255,195254,195242
31/07/2022,DIYARBAKIR,1,61550.81,195341,195342,195335,195339,195337,195343
31/07/2022,ISTANBUL,2,81305.04,195322,195328,195345,195334,195329,195340
31/07/2022,IZMIR,2,1061.88,195326,195324,195327,195330,195333,195344
01/08/2022,BURSA,2,1429.18,195378,195383,195379,195381,195382,195384
01/08/2022,ELAZIG,1,28767.16,195386,195387,195389,195390,195375,195391
02/08/2022,ANKARA,2,19946.43,195408,195405,195407,195401,195394,195404
02/08/2022,KOCAELI,1,4040.01,195398,195399,195397,195400,195393,195402
03/08/2022,ELAZIG,2,396.23,195417,195413,195416,195418,195412,195419
03/08/2022,ISTANBUL,2,12376.96,195410,195421,195424,195420,195423,195422
04/08/2022,ANKARA,2,1827.7,195428,195432,195442,195441,195435,195430
04/08/2022,KOCAELI,1,1360.58,195436,195439,195440,195434,195431,195443
05/08/2022,BURSA,2,14073.82,195451,195471,195464,195466,195468,195472
05/08/2022,ISTANBUL,2,344.99,195462,195447,195459,195455,195457,195448
06/08/2022,ANKARA,1,2195.01,195480,195475,195479,195476,195481,195487
06/08/2022,IZMIR,1,1479.16,195474,195486,195483,195484,195485,195488
07/08/2022,DIYARBAKIR,1,15603.86,195509,195512,195507,195508,195510,195511
07/08/2022,ISTANBUL,1,1561.76,195503,195500,195499,195504,195502,195505
07/08/2022,IZMIR,2,626.5,195492,195497,195495,195506,195501,195493
08/08/2022,BURSA,2,8076.85,195529,195516,195527,195526,195520,195517
08/08/2022,ELAZIG,2,1652.25,195524,195523,195521,195519,195514,195518
09/08/2022,ANKARA,2,5738.5,195539,195532,195538,195537,195531,195544
09/08/2022,KOCAELI,1,258.61,195533,195540,195542,195543,195545,195546
10/08/2022,ELAZIG,1,5250.76,195547,195564,195555,195563,195554,195560
10/08/2022,ISTANBUL,2,106230.12,195559,195549,195557,195553,195551,195550
11/08/2022,ANKARA,2,169622.58,195598,195596,195599,195601,195602,195603
11/08/2022,KOCAELI,2,2749.35,195593,195588,195592,195595,195587,195604
12/08/2022,BURSA,2,7084.22,195628,195623,195630,195626,195632,195621
12/08/2022,ISTANBUL,2,72.54,195627,195634,195625,195633,195637,195620
13/08/2022,ANKARA,1,6922.14,195681,195680,195676,195674,195678,195679
13/08/2022,IZMIR,2,5031.61,195682,195673,195687,195686,195675,195671
14/08/2022,DIYARBAKIR,1,956.7,195737,195736,195734,195735,195739,195738
14/08/2022,ISTANBUL,2,2570.08,195715,195730,195728,195729,195731,195733
14/08/2022,IZMIR,2,1646.71,195732,195719,195720,195723,195717,195726
15/08/2022,BURSA,2,6361.03,195761,195765,195763,195762,195756,195760
15/08/2022,ELAZIG,1,14761.57,195770,195768,195766,195769,195758,195771
16/08/2022,ANKARA,2,572.14,195786,195784,195782,195785,195773,195781
16/08/2022,KOCAELI,1,2035.14,195778,195775,195788,195777,195779,195774
17/08/2022,ELAZIG,1,3548.14,195800,195790,195797,195799,195793,195795
17/08/2022,ISTANBUL,2,32651.96,195803,195792,195801,195796,195794,195804
18/08/2022,ANKARA,2,182.52,195833,195840,195839,195835,195834,195842
18/08/2022,KOCAELI,1,38799.36,195827,195843,195845,195847,195836,195848
19/08/2022,BURSA,2,32789.06,195906,195890,195900,195904,195888,195903
19/08/2022,ISTANBUL,2,1339.53,195897,195896,195894,195898,195892,195899
20/08/2022,ANKARA,1,3087.03,195934,195946,195935,195938,195944,195937
20/08/2022,IZMIR,2,16396.65,195950,195952,195939,195943,195930,195947
21/08/2022,DIYARBAKIR,1,78059.35,196015,196021,196019,196022,196018,196023
21/08/2022,ISTANBUL,2,426.66,196005,196003,196006,196002,196001,195993
21/08/2022,IZMIR,2,111418.9,196012,196014,196016,196013,195991,196020
22/08/2022,BURSA,2,454.15,196041,196040,196034,196038,196025,196033
22/08/2022,ELAZIG,2,6513.39,196029,196028,196037,196031,196026,196035
23/08/2022,ANKARA,2,2096.99,196052,196045,196051,196050,196053,196044
23/08/2022,KOCAELI,1,1509.1,196058,196054,196060,196043,196047,196059
24/08/2022,ELAZIG,1,7733.27,196072,196074,196061,196076,196077,196078
24/08/2022,ISTANBUL,2,60647.88,196067,196064,196068,196071,196075,196063
25/08/2022,ANKARA,2,1486.9,196099,196121,196119,196123,196100,196122
25/08/2022,KOCAELI,2,2796.01,196118,196101,196115,196112,196113,196102
26/08/2022,BURSA,2,3030.25,196158,196160,196156,196159,196154,196161
26/08/2022,ISTANBUL,2,2052.5,196148,196144,196146,196150,196149,196145
27/08/2022,ANKARA,2,1152.94,196208,196201,196206,196203,196197,196204
27/08/2022,IZMIR,2,845.62,196212,196214,196209,196213,196198,196217
28/08/2022,DIYARBAKIR,1,2471.03,196280,196284,196281,196282,196278,196283
28/08/2022,ISTANBUL,2,178.8,196264,196271,196268,196267,196273,196276
28/08/2022,IZMIR,2,1855.81,196277,196265,196272,196275,196279,196285
29/08/2022,BURSA,2,4014.33,196310,196296,196297,196300,196309,196306
29/08/2022,ELAZIG,1,628.36,196303,196301,196302,196304,196305,196307
30/08/2022,ANKARA,1,41027.2,196317,196319,196323,196325,196320,196324
