yaris_id,tarih_dt,sehir,pist,mesafe,ikramiye,kosu_grubu,kosu_cinsi,hipodrom,zemin,yas_kategori,ikramiye_tl,kosu_sira,tarih
349913375,2024-07-01,Bursa,Kum,1200,217000.0,2 Yaşlı İngilizler,Maiden /TR,Bursa,Kum,2 Yaşlı İngilizler,217000.0,0,2024-07-01
931781963,2024-07-01,Bursa,Çim,1500,192000.0,3 Yaşlı İngilizler,ŞARTLI 4 /,Bursa,Çim,3 Yaşlı İngilizler,192000.0,0,2024-07-01
389731122,2024-07-01,Bursa,Çim,2000,192000.0,3 Yaşlı İngilizler,Handikap 15 /H2,Bursa,Çim,3 Yaşlı İngilizler,192000.0,0,2024-07-01
999044248,2024-07-01,Bursa,Çim,1300,240000.0,3 ve Yukarı İngilizler,ŞARTLI 5 /D,Bursa,Çim,3 ve Yukarı İngilizler,240000.0,0,2024-07-01
254278620,2024-07-01,Bursa,Çim,1500,240000.0,3 ve Yukarı İngilizler,Handikap 16 /H2/Y-2,Bursa,Çim,3 ve Yukarı İngilizler,240000.0,0,2024-07-01
859932260,2024-07-01,Bursa,Kum,1300,192000.0,3 Yaşlı Araplar,ŞARTLI 4 /DHÖ,Bursa,Kum,3 Yaşlı Araplar,192000.0,0,2024-07-01
12559287,2024-07-01,Bursa,Çim,1400,192000.0,4 Yaşlı Araplar,ŞARTLI 4 /DHÖW,Bursa,Çim,4 Yaşlı Araplar,192000.0,0,2024-07-01
358465670,2024-07-01,Bursa,Çim,2400,192000.0,4 ve Yukarı Araplar,ŞARTLI 4 /DHÖW,Bursa,Çim,4 ve Yukarı Araplar,192000.0,0,2024-07-01
343459086,2024-07-01,Bursa,Çim,1800,163000.0,4 ve Yukarı Araplar,Handikap 14 /DHÖ/H2/D,Bursa,Çim,4 ve Yukarı Araplar,163000.0,0,2024-07-01
698108080,2024-07-01,Elazığ,Kum,1600,88000.0,3 Yaşlı İngilizler,ŞARTLI 2 /,Elazığ,Kum,3 Yaşlı İngilizler,88000.0,0,2024-07-01
250779347,2024-07-01,Elazığ,Kum,1200,175000.0,3 Yaşlı İngilizler,Handikap 16 /H3,Elazığ,Kum,3 Yaşlı İngilizler,175000.0,0,2024-07-01
609530925,2024-07-01,Elazığ,Kum,2000,114500.0,3 ve Yukarı İngilizler,Handikap 14 /H3,Elazığ,Kum,3 ve Yukarı İngilizler,114500.0,0,2024-07-01
908689510,2024-07-01,Elazığ,Kum,1200,160000.0,3 Yaşlı Araplar,Maiden /DHÖW/D,Elazığ,Kum,3 Yaşlı Araplar,160000.0,0,2024-07-01
646702430,2024-07-01,Elazığ,Kum,1700,114500.0,4 Yaşlı Araplar,Handikap 14 /DHÖW/H3,Elazığ,Kum,4 Yaşlı Araplar,114500.0,0,2024-07-01
774849605,2024-07-01,Elazığ,Kum,2000,140000.0,4 ve Yukarı Araplar,ŞARTLI 4 /DHÖ/D,Elazığ,Kum,4 ve Yukarı Araplar,140000.0,0,2024-07-01
276825788,2024-07-01,Elazığ,Kum,1900,114500.0,4 ve Yukarı Araplar,Handikap 14 /DHÖW/H3,Elazığ,Kum,4 ve Yukarı Araplar,114500.0,0,2024-07-01
984571227,2024-07-02,Ankara,Kum,1200,240000.0,2 Yaşlı İngilizler,Maiden /,Ankara,Kum,2 Yaşlı İngilizler,240000.0,0,2024-07-02
181106328,2024-07-02,Ankara,Kum,2100,236500.0,3 Yaşlı İngilizler,ŞARTLI 4 /D,Ankara,Kum,3 Yaşlı İngilizler,236500.0,0,2024-07-02
471514874,2024-07-02,Ankara,Çim,2200,216000.0,3 Yaşlı İngilizler,SATIŞ 2 /,Ankara,Çim,3 Yaşlı İngilizler,216000.0,0,2024-07-02
725257703,2024-07-02,Ankara,Kum,2000,236500.0,3 ve Yukarı İngilizler,ŞARTLI 4 /,Ankara,Kum,3 ve Yukarı İngilizler,236500.0,0,2024-07-02
880945481,2024-07-02,Ankara,Çim,1900,313000.0,3 ve Yukarı İngilizler,Handikap 17 /H1,Ankara,Çim,3 ve Yukarı İngilizler,313000.0,0,2024-07-02
359250722,2024-07-02,Ankara,Çim,1900,390000.0,4 Yaşlı Araplar,KV-7 /DHÖW,Ankara,Çim,4 Yaşlı Araplar,390000.0,0,2024-07-02
348035767,2024-07-02,Ankara,Çim,1900,236500.0,4 Yaşlı Araplar,Handikap 15 /DHÖ/H1/D,Ankara,Çim,4 Yaşlı Araplar,236500.0,0,2024-07-02
384607476,2024-07-02,Ankara,Kum,2100,236500.0,4 ve Yukarı Araplar,ŞARTLI 4 /DHÖW/Y-1,Ankara,Kum,4 ve Yukarı Araplar,236500.0,0,2024-07-02
738929403,2024-07-02,Ankara,Çim,1200,280000.0,4 ve Yukarı Araplar,Handikap 16 /DHÖW/H1,Ankara,Çim,4 ve Yukarı Araplar,280000.0,0,2024-07-02
356232044,2024-07-02,Kocaeli,Kum,1200,217000.0,2 Yaşlı İngilizler,Maiden /,Kocaeli,Kum,2 Yaşlı İngilizler,217000.0,0,2024-07-02
687787536,2024-07-02,Kocaeli,Kum,1500,192000.0,3 Yaşlı İngilizler,ŞARTLI 4 /D,Kocaeli,Kum,3 Yaşlı İngilizler,192000.0,0,2024-07-02
426188454,2024-07-02,Kocaeli,Kum,1900,192000.0,3 Yaşlı İngilizler,Handikap 15 /H2,Kocaeli,Kum,3 Yaşlı İngilizler,192000.0,0,2024-07-02
439792619,2024-07-02,Kocaeli,Kum,2000,192000.0,3 ve Yukarı İngilizler,ŞARTLI 4 /Y-2,Kocaeli,Kum,3 ve Yukarı İngilizler,192000.0,0,2024-07-02
561853680,2024-07-02,Kocaeli,Kum,1500,240000.0,3 ve Yukarı İngilizler,Handikap 16 /H2,Kocaeli,Kum,3 ve Yukarı İngilizler,240000.0,0,2024-07-02
869528357,2024-07-02,Kocaeli,Kum,1200,129000.0,3 Yaşlı Araplar,ŞARTLI 2 /DHÖW/D,Kocaeli,Kum,3 Yaşlı Araplar,129000.0,0,2024-07-02
962719214,2024-07-02,Kocaeli,Kum,1400,384000.0,4 Yaşlı Araplar,KV-8 /DHÖW,Kocaeli,Kum,4 Yaşlı Araplar,384000.0,0,2024-07-02
78787609,2024-07-02,Kocaeli,Kum,1500,129000.0,4 ve Yukarı Araplar,ŞARTLI 2 /DHÖW,Kocaeli,Kum,4 ve Yukarı Araplar,129000.0,0,2024-07-02
191491837,2024-07-02,Kocaeli,Kum,1700,163000.0,4 ve Yukarı Araplar,Handikap 14 /DHÖW/H2,Kocaeli,Kum,4 ve Yukarı Araplar,163000.0,0,2024-07-02
140403008,2024-07-03,İstanbul,Çim,2100,186500.0,3 Yaşlı İngilizler,ŞARTLI 3 /,İstanbul,Çim,3 Yaşlı İngilizler,186500.0,0,2024-07-03
561713687,2024-07-03,İstanbul,Sentetik,1500,216000.0,3 Yaşlı İngilizler,SATIŞ 2 /,İstanbul,Sentetik,3 Yaşlı İngilizler,216000.0,0,2024-07-03
331373572,2024-07-03,İstanbul,Çim,1900,453000.0,3 ve Yukarı İngilizler,KV-8 /,İstanbul,Çim,3 ve Yukarı İngilizler,453000.0,0,2024-07-03
974316671,2024-07-03,İstanbul,Çim,1600,313000.0,3 ve Yukarı İngilizler,Handikap 17 /H1,İstanbul,Çim,3 ve Yukarı İngilizler,313000.0,0,2024-07-03
812214915,2024-07-03,İstanbul,Çim,1300,320000.0,3 Yaşlı Araplar,ŞARTLI 1 /DHÖW,İstanbul,Çim,3 Yaşlı Araplar,320000.0,0,2024-07-03
50232757,2024-07-03,İstanbul,Sentetik,2000,236500.0,4 Yaşlı Araplar,ŞARTLI 4 /DHÖW/D,İstanbul,Sentetik,4 Yaşlı Araplar,236500.0,0,2024-07-03
878733816,2024-07-03,İstanbul,Sentetik,1400,328000.0,4 ve Yukarı Araplar,KV-6 /DHÖW,İstanbul,Sentetik,4 ve Yukarı Araplar,328000.0,0,2024-07-03
871870921,2024-07-03,İstanbul,Çim,2100,453000.0,4 ve Yukarı Araplar,Kısa Vade Handikap 24 /DHÖW/H1,İstanbul,Çim,4 ve Yukarı Araplar,453000.0,0,2024-07-03
143665527,2024-07-03,Elazığ,Kum,1200,160000.0,2 Yaşlı İngilizler,Maiden /D,Elazığ,Kum,2 Yaşlı İngilizler,160000.0,0,2024-07-03
261839981,2024-07-03,Elazığ,Kum,1200,140000.0,3 Yaşlı İngilizler,ŞARTLI 4 /D,Elazığ,Kum,3 Yaşlı İngilizler,140000.0,0,2024-07-03
78926779,2024-07-03,Elazığ,Kum,1900,140000.0,3 ve Yukarı İngilizler,ŞARTLI 4 /,Elazığ,Kum,3 ve Yukarı İngilizler,140000.0,0,2024-07-03
102163561,2024-07-03,Elazığ,Kum,1600,114500.0,3 ve Yukarı İngilizler,Handikap 14 /H3,Elazığ,Kum,3 ve Yukarı İngilizler,114500.0,0,2024-07-03
427572083,2024-07-03,Elazığ,Kum,1200,88000.0,3 Yaşlı Araplar,ŞARTLI 2 /DHÖ,Elazığ,Kum,3 Yaşlı Araplar,88000.0,0,2024-07-03
144689882,2024-07-03,Elazığ,Kum,1600,175000.0,4 Yaşlı Araplar,ŞARTLI 5 /DHÖW,Elazığ,Kum,4 Yaşlı Araplar,175000.0,0,2024-07-03
511363500,2024-07-03,Elazığ,Kum,2000,114500.0,4 ve Yukarı Araplar,ŞARTLI 3 /DHÖW,Elazığ,Kum,4 ve Yukarı Araplar,114500.0,0,2024-07-03
943159627,2024-07-04,Ankara,Kum,1300,143000.0,2 Yaşlı İngilizler,ŞARTLI 2 /,Ankara,Kum,2 Yaşlı İngilizler,143000.0,0,2024-07-04
912808393,2024-07-04,Ankara,Kum,2200,236500.0,3 Yaşlı İngilizler,ŞARTLI 4 /,Ankara,Kum,3 Yaşlı İngilizler,236500.0,0,2024-07-04
373848632,2024-07-04,Ankara,Çim,1400,236500.0,3 Yaşlı İngilizler,Handikap 15 /H1,Ankara,Çim,3 Yaşlı İngilizler,236500.0,0,2024-07-04
868786106,2024-07-04,Ankara,Kum,2100,253000.0,3 ve Yukarı İngilizler,SATIŞ 3 /,Ankara,Kum,3 ve Yukarı İngilizler,253000.0,0,2024-07-04
549571613,2024-07-04,Ankara,Kum,1500,328000.0,3 ve Yukarı İngilizler,Handikap 21 /H1,Ankara,Kum,3 ve Yukarı İngilizler,328000.0,0,2024-07-04
309732922,2024-07-04,Ankara,Kum,1200,240000.0,3 Yaşlı Araplar,Maiden /DHÖW/D,Ankara,Kum,3 Yaşlı Araplar,240000.0,0,2024-07-04
461010974,2024-07-04,Ankara,Kum,1400,280000.0,4 Yaşlı Araplar,Handikap 16 /DHÖW/H1,Ankara,Kum,4 Yaşlı Araplar,280000.0,0,2024-07-04
246950604,2024-07-04,Ankara,Çim,1900,280000.0,4 ve Yukarı Araplar,ŞARTLI 5 /DHÖW,Ankara,Çim,4 ve Yukarı Araplar,280000.0,0,2024-07-04
26493959,2024-07-04,Kocaeli,Kum,1200,217000.0,2 Yaşlı İngilizler,Maiden /D,Kocaeli,Kum,2 Yaşlı İngilizler,217000.0,0,2024-07-04
448585009,2024-07-04,Kocaeli,Kum,1900,163000.0,3 Yaşlı İngilizler,ŞARTLI 3 /,Kocaeli,Kum,3 Yaşlı İngilizler,163000.0,0,2024-07-04
587663645,2024-07-04,Kocaeli,Kum,1200,192000.0,3 Yaşlı İngilizler,Handikap 15 /H2/D,Kocaeli,Kum,3 Yaşlı İngilizler,192000.0,0,2024-07-04
232512062,2024-07-04,Kocaeli,Kum,1900,163000.0,3 ve Yukarı İngilizler,Handikap 14 /H2,Kocaeli,Kum,3 ve Yukarı İngilizler,163000.0,0,2024-07-04
204251640,2024-07-04,Kocaeli,Kum,1200,192000.0,3 Yaşlı Araplar,ŞARTLI 4 /DHÖW,Kocaeli,Kum,3 Yaşlı Araplar,192000.0,0,2024-07-04
882968702,2024-07-04,Kocaeli,Kum,2000,163000.0,4 Yaşlı Araplar,Handikap 14 /DHÖW/H2,Kocaeli,Kum,4 Yaşlı Araplar,163000.0,0,2024-07-04
981523726,2024-07-04,Kocaeli,Kum,2000,285000.0,4 ve Yukarı Araplar,KV-6 /DHÖ,Kocaeli,Kum,4 ve Yukarı Araplar,285000.0,0,2024-07-04
442832148,2024-07-04,Kocaeli,Kum,1200,163000.0,4 ve Yukarı Araplar,Handikap 14 /DHÖW/H2,Kocaeli,Kum,4 ve Yukarı Araplar,163000.0,0,2024-07-04
994269964,2024-07-05,Bursa,Çim,1200,240000.0,2 Yaşlı İngilizler,ŞARTLI 5 /,Bursa,Çim,2 Yaşlı İngilizler,240000.0,0,2024-07-05
950965191,2024-07-05,Bursa,Çim,2200,192000.0,3 Yaşlı İngilizler,ŞARTLI 4 /,Bursa,Çim,3 Yaşlı İngilizler,192000.0,0,2024-07-05
971209035,2024-07-05,Bursa,Çim,1400,240000.0,3 Yaşlı İngilizler,Handikap 16 /H2,Bursa,Çim,3 Yaşlı İngilizler,240000.0,0,2024-07-05
993972031,2024-07-05,Bursa,Kum,1900,129000.0,3 ve Yukarı İngilizler,ŞARTLI 2 /,Bursa,Kum,3 ve Yukarı İngilizler,129000.0,0,2024-07-05
25870740,2024-07-05,Bursa,Çim,2000,240000.0,3 ve Yukarı İngilizler,Handikap 16 /H2,Bursa,Çim,3 ve Yukarı İngilizler,240000.0,0,2024-07-05
737955858,2024-07-05,Bursa,Çim,1300,217000.0,3 Yaşlı Araplar,Maiden /DHÖW,Bursa,Çim,3 Yaşlı Araplar,217000.0,0,2024-07-05
633484386,2024-07-05,Bursa,Çim,1300,192000.0,4 ve Yukarı Araplar,ŞARTLI 4 /DHÖW/TR,Bursa,Çim,4 ve Yukarı Araplar,192000.0,0,2024-07-05
277277165,2024-07-05,Bursa,Çim,2200,192000.0,4 ve Yukarı Araplar,Handikap 15 /DHÖW/H2,Bursa,Çim,4 ve Yukarı Araplar,192000.0,0,2024-07-05
793891600,2024-07-05,İstanbul,Sentetik,1200,240000.0,2 Yaşlı İngilizler,Maiden /,İstanbul,Sentetik,2 Yaşlı İngilizler,240000.0,0,2024-07-05
14389426,2024-07-05,İstanbul,Çim,1600,236500.0,3 Yaşlı İngilizler,ŞARTLI 4 /,İstanbul,Çim,3 Yaşlı İngilizler,236500.0,0,2024-07-05
584307264,2024-07-05,İstanbul,Çim,1300,186500.0,3 Yaşlı İngilizler,Handikap 14 /H1,İstanbul,Çim,3 Yaşlı İngilizler,186500.0,0,2024-07-05
589046457,2024-07-05,İstanbul,Çim,2100,390000.0,3 ve Yukarı İngilizler,KV-7 /D,İstanbul,Çim,3 ve Yukarı İngilizler,390000.0,0,2024-07-05
464797194,2024-07-05,İstanbul,Çim,2100,236500.0,3 ve Yukarı İngilizler,Handikap 15 /H1,İstanbul,Çim,3 ve Yukarı İngilizler,236500.0,0,2024-07-05
253085133,2024-07-05,İstanbul,Çim,1200,545000.0,3 Yaşlı Araplar,KV-9 /DHÖW,İstanbul,Çim,3 Yaşlı Araplar,545000.0,0,2024-07-05
798870043,2024-07-05,İstanbul,Sentetik,1400,186500.0,4 Yaşlı Araplar,ŞARTLI 3 /DHÖW,İstanbul,Sentetik,4 Yaşlı Araplar,186500.0,0,2024-07-05
917671959,2024-07-05,İstanbul,Çim,2400,236500.0,4 ve Yukarı Araplar,ŞARTLI 4 /DHÖW,İstanbul,Çim,4 ve Yukarı Araplar,236500.0,0,2024-07-05
922493193,2024-07-05,İstanbul,Çim,1600,236500.0,4 ve Yukarı Araplar,Handikap 15 /DHÖW/H1/D,İstanbul,Çim,4 ve Yukarı Araplar,236500.0,0,2024-07-05
14965697,2024-07-06,Ankara,Kum,1200,240000.0,2 Yaşlı İngilizler,Maiden /D,Ankara,Kum,2 Yaşlı İngilizler,240000.0,0,2024-07-06
613355612,2024-07-06,Ankara,Çim,1900,236500.0,3 Yaşlı İngilizler,ŞARTLI 4 /,Ankara,Çim,3 Yaşlı İngilizler,236500.0,0,2024-07-06
314090012,2024-07-06,Ankara,Kum,1300,186500.0,3 Yaşlı İngilizler,Handikap 14 /H1,Ankara,Kum,3 Yaşlı İngilizler,186500.0,0,2024-07-06
835629916,2024-07-06,Ankara,Kum,1600,236500.0,3 ve Yukarı İngilizler,ŞARTLI 4 /,Ankara,Kum,3 ve Yukarı İngilizler,236500.0,0,2024-07-06
148295140,2024-07-06,Ankara,Çim,1600,236500.0,3 ve Yukarı İngilizler,Handikap 15 /H1/D,Ankara,Çim,3 ve Yukarı İngilizler,236500.0,0,2024-07-06
261432471,2024-07-06,Ankara,Çim,1400,186500.0,3 Yaşlı Araplar,ŞARTLI 3 /DHÖ,Ankara,Çim,3 Yaşlı Araplar,186500.0,0,2024-07-06
525059170,2024-07-06,Ankara,Çim,1200,390000.0,4 ve Yukarı Araplar,KV-7 /DHÖW,Ankara,Çim,4 ve Yukarı Araplar,390000.0,0,2024-07-06
86105351,2024-07-06,Ankara,Çim,1300,280000.0,4 ve Yukarı Araplar,Handikap 16 /DHÖ/H1/D,Ankara,Çim,4 ve Yukarı Araplar,280000.0,0,2024-07-06
516062327,2024-07-06,İzmir,Çim,2000,217000.0,3 Yaşlı İngilizler,Maiden /,İzmir,Çim,3 Yaşlı İngilizler,217000.0,0,2024-07-06
529385413,2024-07-06,İzmir,Kum,1400,163000.0,3 Yaşlı İngilizler,ŞARTLI 3 /D,İzmir,Kum,3 Yaşlı İngilizler,163000.0,0,2024-07-06
147775669,2024-07-06,İzmir,Çim,1200,240000.0,3 Yaşlı İngilizler,Handikap 16 /H2,İzmir,Çim,3 Yaşlı İngilizler,240000.0,0,2024-07-06
358207268,2024-07-06,İzmir,Çim,1700,384000.0,3 ve Yukarı İngilizler,KV-8 /,İzmir,Çim,3 ve Yukarı İngilizler,384000.0,0,2024-07-06
560701241,2024-07-06,İzmir,Çim,1300,163000.0,3 ve Yukarı İngilizler,ŞARTLI 3 /,İzmir,Çim,3 ve Yukarı İngilizler,163000.0,0,2024-07-06
640407388,2024-07-06,İzmir,Kum,1400,163000.0,3 Yaşlı Araplar,ŞARTLI 3 /DHÖW,İzmir,Kum,3 Yaşlı Araplar,163000.0,0,2024-07-06
764372663,2024-07-06,İzmir,Çim,1300,163000.0,4 Yaşlı Araplar,Handikap 14 /DHÖW/H2/D,İzmir,Çim,4 Yaşlı Araplar,163000.0,0,2024-07-06
221092609,2024-07-06,İzmir,Çim,2400,163000.0,4 ve Yukarı Araplar,ŞARTLI 3 /DHÖW,İzmir,Çim,4 ve Yukarı Araplar,163000.0,0,2024-07-06
970998330,2024-07-06,Diyarbakır,Kum,1200,114500.0,2 Yaşlı İngilizler,ŞARTLI 3 /,Diyarbakır,Kum,2 Yaşlı İngilizler,114500.0,0,2024-07-06
47337543,2024-07-06,Diyarbakır,Kum,1200,82000.0,3 Yaşlı İngilizler,Handikap 13 /H3,Diyarbakır,Kum,3 Yaşlı İngilizler,82000.0,0,2024-07-06
970998330,2024-07-06,Diyarbakır,Kum,1200,114500.0,3 ve Yukarı İngilizler,ŞARTLI 3 /,Diyarbakır,Kum,3 ve Yukarı İngilizler,114500.0,0,2024-07-06
847655422,2024-07-06,Diyarbakır,Kum,1900,140000.0,3 ve Yukarı İngilizler,Handikap 15 /H3,Diyarbakır,Kum,3 ve Yukarı İngilizler,140000.0,0,2024-07-06
781257449,2024-07-06,Diyarbakır,Kum,1200,160000.0,3 Yaşlı Araplar,ŞARTLI 19 /DHÖW,Diyarbakır,Kum,3 Yaşlı Araplar,160000.0,0,2024-07-06
94995160,2024-07-06,Diyarbakır,Kum,1900,140000.0,4 Yaşlı Araplar,Handikap 15 /DHÖ/H3/D,Diyarbakır,Kum,4 Yaşlı Araplar,140000.0,0,2024-07-06
520402934,2024-07-07,İstanbul,Çim,1200,980000.0,2 Yaşlı İngilizler,G 3 /,İstanbul,Çim,2 Yaşlı İngilizler,980000.0,0,2024-07-07
522911886,2024-07-07,İstanbul,Çim,1200,186500.0,2 Yaşlı İngilizler,ŞARTLI 3 /,İstanbul,Çim,2 Yaşlı İngilizler,186500.0,0,2024-07-07
109078160,2024-07-07,İstanbul,Çim,1900,280000.0,3 Yaşlı İngilizler,Handikap 16 /H1,İstanbul,Çim,3 Yaşlı İngilizler,280000.0,0,2024-07-07
193088902,2024-07-07,İstanbul,Çim,2200,236500.0,3 ve Yukarı İngilizler,ŞARTLI 4 /,İstanbul,Çim,3 ve Yukarı İngilizler,236500.0,0,2024-07-07
324057618,2024-07-07,İstanbul,Sentetik,1400,236500.0,3 ve Yukarı İngilizler,Handikap 15 /H1,İstanbul,Sentetik,3 ve Yukarı İngilizler,236500.0,0,2024-07-07
471683506,2024-07-07,İstanbul,Sentetik,1200,240000.0,3 Yaşlı Araplar,Maiden /DHÖ,İstanbul,Sentetik,3 Yaşlı Araplar,240000.0,0,2024-07-07
315944092,2024-07-07,İstanbul,Çim,2100,186500.0,4 Yaşlı Araplar,Handikap 14 /DHÖW/H1,İstanbul,Çim,4 Yaşlı Araplar,186500.0,0,2024-07-07
465784965,2024-07-07,İstanbul,Çim,1200,328000.0,4 ve Yukarı Araplar,Handikap 21 /DHÖW/H1,İstanbul,Çim,4 ve Yukarı Araplar,328000.0,0,2024-07-07
141733196,2024-07-07,İzmir,Çim,1200,217000.0,2 Yaşlı İngilizler,Maiden /,İzmir,Çim,2 Yaşlı İngilizler,217000.0,0,2024-07-07
676567681,2024-07-07,İzmir,Çim,1800,192000.0,3 Yaşlı İngilizler,ŞARTLI 4 /,İzmir,Çim,3 Yaşlı İngilizler,192000.0,0,2024-07-07
45413074,2024-07-07,İzmir,Çim,1300,240000.0,3 ve Yukarı İngilizler,ŞARTLI 5 /D,İzmir,Çim,3 ve Yukarı İngilizler,240000.0,0,2024-07-07
432500774,2024-07-07,İzmir,Çim,1200,240000.0,3 ve Yukarı İngilizler,Handikap 16 /H2,İzmir,Çim,3 ve Yukarı İngilizler,240000.0,0,2024-07-07
147574089,2024-07-07,İzmir,Çim,1200,192000.0,3 Yaşlı Araplar,ŞARTLI 4 /DHÖW/D,İzmir,Çim,3 Yaşlı Araplar,192000.0,0,2024-07-07
428940114,2024-07-07,İzmir,Kum,1400,240000.0,4 Yaşlı Araplar,ŞARTLI 5 /DHÖW,İzmir,Kum,4 Yaşlı Araplar,240000.0,0,2024-07-07
930108310,2024-07-07,İzmir,Çim,1300,163000.0,4 ve Yukarı Araplar,ŞARTLI 3 /DHÖW/D,İzmir,Çim,4 ve Yukarı Araplar,163000.0,0,2024-07-07
802961366,2024-07-07,İzmir,Çim,1900,285000.0,4 ve Yukarı Araplar,Handikap 21 /DHT/H2,İzmir,Çim,4 ve Yukarı Araplar,285000.0,0,2024-07-07
232287135,2024-07-08,Bursa,Çim,1200,273000.0,2 Yaşlı İngilizler,ŞARTLI 1 /D,Bursa,Çim,2 Yaşlı İngilizler,273000.0,0,2024-07-08
248720667,2024-07-08,Bursa,Kum,1300,192000.0,3 Yaşlı İngilizler,ŞARTLI 4 /,Bursa,Kum,3 Yaşlı İngilizler,192000.0,0,2024-07-08
793213951,2024-07-08,Bursa,Kum,2100,192000.0,3 Yaşlı İngilizler,Handikap 15 /H2,Bursa,Kum,3 Yaşlı İngilizler,192000.0,0,2024-07-08
132897534,2024-07-08,Bursa,Çim,2000,384000.0,3 ve Yukarı İngilizler,KV-8 /,Bursa,Çim,3 ve Yukarı İngilizler,384000.0,0,2024-07-08
150146707,2024-07-08,Bursa,Kum,1800,192000.0,3 ve Yukarı İngilizler,Handikap 15 /H2/Y-2,Bursa,Kum,3 ve Yukarı İngilizler,192000.0,0,2024-07-08
237128463,2024-07-08,Bursa,Çim,1300,192000.0,3 Yaşlı Araplar,ŞARTLI 4 /DHÖW,Bursa,Çim,3 Yaşlı Araplar,192000.0,0,2024-07-08
750942887,2024-07-08,Bursa,Kum,1800,240000.0,4 ve Yukarı Araplar,ŞARTLI 5 /DHÖ,Bursa,Kum,4 ve Yukarı Araplar,240000.0,0,2024-07-08
288993678,2024-07-08,Bursa,Kum,2000,163000.0,4 ve Yukarı Araplar,Handikap 14 /DHÖW/H2/D,Bursa,Kum,4 ve Yukarı Araplar,163000.0,0,2024-07-08
132018938,2024-07-08,Elazığ,Kum,1200,88000.0,2 Yaşlı İngilizler,ŞARTLI 2 /D,Elazığ,Kum,2 Yaşlı İngilizler,88000.0,0,2024-07-08
97598560,2024-07-08,Elazığ,Kum,1900,160000.0,3 Yaşlı İngilizler,Maiden /,Elazığ,Kum,3 Yaşlı İngilizler,160000.0,0,2024-07-08
208380961,2024-07-08,Elazığ,Kum,1700,114500.0,3 Yaşlı İngilizler,Handikap 14 /H3/TR,Elazığ,Kum,3 Yaşlı İngilizler,114500.0,0,2024-07-08
13050068,2024-07-08,Elazığ,Kum,1600,140000.0,3 ve Yukarı İngilizler,Handikap 15 /H3/D,Elazığ,Kum,3 ve Yukarı İngilizler,140000.0,0,2024-07-08
570096033,2024-07-08,Elazığ,Kum,2000,202000.0,4 Yaşlı Araplar,KV-6 /DHÖ,Elazığ,Kum,4 Yaşlı Araplar,202000.0,0,2024-07-08
676260127,2024-07-08,Elazığ,Kum,1700,140000.0,4 ve Yukarı Araplar,ŞARTLI 4 /DHÖW,Elazığ,Kum,4 ve Yukarı Araplar,140000.0,0,2024-07-08
375835692,2024-07-08,Elazığ,Kum,1700,114500.0,4 ve Yukarı Araplar,Handikap 14 /DHÖW/H3/D,Elazığ,Kum,4 ve Yukarı Araplar,114500.0,0,2024-07-08
813781014,2024-07-09,Ankara,Kum,1200,280000.0,2 Yaşlı İngilizler,ŞARTLI 5 /,Ankara,Kum,2 Yaşlı İngilizler,280000.0,0,2024-07-09
867918423,2024-07-09,Ankara,Çim,1400,240000.0,3 Yaşlı İngilizler,Maiden /,Ankara,Çim,3 Yaşlı İngilizler,240000.0,0,2024-07-09
813781014,2024-07-09,Ankara,Kum,1200,280000.0,3 Yaşlı İngilizler,ŞARTLI 5 /,Ankara,Kum,3 Yaşlı İngilizler,280000.0,0,2024-07-09
594302118,2024-07-09,Ankara,Çim,2200,236500.0,3 ve Yukarı İngilizler,ŞARTLI 4 /D,Ankara,Çim,3 ve Yukarı İngilizler,236500.0,0,2024-07-09
787577874,2024-07-09,Ankara,Kum,1400,236500.0,3 ve Yukarı İngilizler,Handikap 15 /H1/Y-2,Ankara,Kum,3 ve Yukarı İngilizler,236500.0,0,2024-07-09
502023842,2024-07-09,Ankara,Kum,1200,328000.0,3 Yaşlı Araplar,KV-6 /DHÖW,Ankara,Kum,3 Yaşlı Araplar,328000.0,0,2024-07-09
500488232,2024-07-09,Ankara,Çim,1400,280000.0,4 Yaşlı Araplar,ŞARTLI 5 /DHÖW,Ankara,Çim,4 Yaşlı Araplar,280000.0,0,2024-07-09
48177654,2024-07-09,Ankara,Kum,2100,280000.0,4 Yaşlı Araplar,Handikap 16 /DHÖW/H1,Ankara,Kum,4 Yaşlı Araplar,280000.0,0,2024-07-09
73295495,2024-07-09,Ankara,Çim,2200,236500.0,4 ve Yukarı Araplar,Handikap 15 /DHÖW/H1/D,Ankara,Çim,4 ve Yukarı Araplar,236500.0,0,2024-07-09
701807900,2024-07-09,Kocaeli,Kum,1200,129000.0,2 Yaşlı İngilizler,ŞARTLI 2 /D,Kocaeli,Kum,2 Yaşlı İngilizler,129000.0,0,2024-07-09
106096718,2024-07-09,Kocaeli,Kum,1400,285000.0,3 Yaşlı İngilizler,KV-6 /,Kocaeli,Kum,3 Yaşlı İngilizler,285000.0,0,2024-07-09
274272,2024-07-09,Kocaeli,Kum,1200,240000.0,3 Yaşlı İngilizler,Handikap 16 /H2,Kocaeli,Kum,3 Yaşlı İngilizler,240000.0,0,2024-07-09
39132577,2024-07-09,Kocaeli,Kum,1900,129000.0,3 ve Yukarı İngilizler,ŞARTLI 2 /,Kocaeli,Kum,3 ve Yukarı İngilizler,129000.0,0,2024-07-09
