kayit_ts,tarih,pist,seq,ilk_saat,config,ayak,kosu_no,race_kod,saat,secim,banker,nat,kazanan,tuttu,sonuclandi
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,dar,4,4,226454,19:00,"1,8",0,2,10.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,dar,5,5,226439,19:30,"2,9",0,2,7.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,dar,6,6,226452,20:00,"8,9",0,2,2.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,orta,1,1,226440,17:15,"3,4",0,2,3.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,orta,2,2,226450,17:45,"8,9",0,2,4.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,orta,3,3,226451,18:30,"1,2",0,2,1.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,orta,4,4,226454,19:00,"1,8",0,2,10.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,orta,5,5,226439,19:30,"2,9",0,2,7.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,orta,6,6,226452,20:00,"5,8,9",0,3,2.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis,1,1,226440,17:15,"3,4",0,2,3.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis,2,2,226450,17:45,"8,9",0,2,4.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis,3,3,226451,18:30,"1,2",0,2,1.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis,4,4,226454,19:00,"1,2,8",0,3,10.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis,5,5,226439,19:30,"2,8,9",0,3,7.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis,6,6,226452,20:00,"5,8,9",0,3,2.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis900,1,1,226440,17:15,"3,4,5",0,3,3.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis900,2,2,226450,17:45,"2,8,9",0,3,4.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis900,3,3,226451,18:30,"1,2,4",0,3,1.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis900,4,4,226454,19:00,"1,2,8",0,3,10.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis900,5,5,226439,19:30,"2,8,9",0,3,7.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,genis900,6,6,226452,20:00,"5,8,9",0,3,2.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,acgozlu900,1,1,226440,17:15,"3,4,5",0,3,3.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,acgozlu900,2,2,226450,17:45,"2,3,5,6,7,8,9",0,7,4.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,acgozlu900,3,3,226451,18:30,"1,2",0,2,1.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,acgozlu900,4,4,226454,19:00,"1,2,8",0,3,10.0,0.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,acgozlu900,5,5,226439,19:30,"1,2,4,6,7,8,9",0,7,7.0,1.0,2026-07-28
2026-07-28 16:45,2026-07-28,KOCAELI,1,17:15,acgozlu900,6,6,226452,20:00,8,0,1,2.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,dar,1,4,226454,19:00,10,0,1,10.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,dar,2,5,226439,19:30,3,0,1,7.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,dar,3,6,226452,20:00,"2,8",0,2,2.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,dar,4,7,226453,20:30,"1,4",0,2,2.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,dar,5,8,226441,21:00,"1,5",0,2,3.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,dar,6,9,226449,21:30,"7,9",0,2,4.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,orta,1,4,226454,19:00,"1,10",0,2,10.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,orta,2,5,226439,19:30,"3,5",0,2,7.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,orta,3,6,226452,20:00,"2,8",0,2,2.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,orta,4,7,226453,20:30,"1,4",0,2,2.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,orta,5,8,226441,21:00,"1,5",0,2,3.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,orta,6,9,226449,21:30,"4,7,9",0,3,4.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis,1,4,226454,19:00,"1,10",0,2,10.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis,2,5,226439,19:30,"3,5",0,2,7.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis,3,6,226452,20:00,"2,8",0,2,2.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis,4,7,226453,20:30,"1,4,7",0,3,2.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis,5,8,226441,21:00,"1,4,5",0,3,3.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis,6,9,226449,21:30,"4,7,9",0,3,4.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis900,1,4,226454,19:00,"1,3,10",0,3,10.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis900,2,5,226439,19:30,"2,3,5",0,3,7.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis900,3,6,226452,20:00,"2,8,9",0,3,2.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis900,4,7,226453,20:30,"1,4,7",0,3,2.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis900,5,8,226441,21:00,"1,4,5",0,3,3.0,0.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,genis900,6,9,226449,21:30,"4,7,9",0,3,4.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,acgozlu900,1,4,226454,19:00,"1,10",0,2,10.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,acgozlu900,2,5,226439,19:30,"1,2,3,4,5,6,7,8,9",0,9,7.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,acgozlu900,3,6,226452,20:00,"2,8",0,2,2.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,acgozlu900,4,7,226453,20:30,"1,2,4,7,8",0,5,2.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,acgozlu900,5,8,226441,21:00,"1,3,4,5,7",0,5,3.0,1.0,2026-07-28
2026-07-28 18:30,2026-07-28,KOCAELI,2,19:00,acgozlu900,6,9,226449,21:30,9,0,1,4.0,0.0,2026-07-28
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,dar,1,1,226464,14:30,7,0,1,2.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,dar,2,2,226465,15:00,6,0,1,6.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,dar,3,3,226470,15:30,"6,7",0,2,3.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,dar,4,4,226468,16:00,"3,4",0,2,3.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,dar,5,5,226467,16:30,"1,8",0,2,6.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,dar,6,6,226466,17:00,"1,5",0,2,1.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,orta,1,1,226464,14:30,"6,7",0,2,2.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,orta,2,2,226465,15:00,"4,6",0,2,6.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,orta,3,3,226470,15:30,"6,7",0,2,3.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,orta,4,4,226468,16:00,"3,4",0,2,3.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,orta,5,5,226467,16:30,"1,8",0,2,6.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,orta,6,6,226466,17:00,"1,4,5",0,3,1.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis,1,1,226464,14:30,"6,7",0,2,2.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis,2,2,226465,15:00,"4,6",0,2,6.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis,3,3,226470,15:30,"6,7",0,2,3.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis,4,4,226468,16:00,"3,4,7",0,3,3.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis,5,5,226467,16:30,"1,5,8",0,3,6.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis,6,6,226466,17:00,"1,4,5",0,3,1.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis900,1,1,226464,14:30,"2,6,7",0,3,2.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis900,2,2,226465,15:00,"2,4,6",0,3,6.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis900,3,3,226470,15:30,"6,7,10",0,3,3.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis900,4,4,226468,16:00,"3,4,7",0,3,3.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis900,5,5,226467,16:30,"1,5,8",0,3,6.0,0.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,genis900,6,6,226466,17:00,"1,4,5",0,3,1.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,acgozlu900,1,1,226464,14:30,"2,6,7",0,3,2.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,acgozlu900,2,2,226465,15:00,"1,2,4,5,6",0,5,6.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,acgozlu900,3,3,226470,15:30,"3,4,6,7,10",0,5,3.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,acgozlu900,4,4,226468,16:00,"3,4",0,2,3.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,acgozlu900,5,5,226467,16:30,"1,5,6,7,8,9",0,6,6.0,1.0,2026-07-29
2026-07-29 14:00,2026-07-29,ISTANBUL,1,14:30,acgozlu900,6,6,226466,17:00,1,0,1,1.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,dar,1,3,226470,15:30,6,0,1,3.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,dar,2,4,226468,16:00,3,0,1,3.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,dar,3,5,226467,16:30,"1,8",0,2,6.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,dar,4,6,226466,17:00,"1,4",0,2,1.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,dar,5,7,226469,17:30,"4,9",0,2,6.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,dar,6,8,226471,18:00,"1,3",0,2,6.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,orta,1,3,226470,15:30,"6,7",0,2,3.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,orta,2,4,226468,16:00,"3,4",0,2,3.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,orta,3,5,226467,16:30,"1,8",0,2,6.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,orta,4,6,226466,17:00,"1,4",0,2,1.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,orta,5,7,226469,17:30,"4,9",0,2,6.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,orta,6,8,226471,18:00,"1,3,4",0,3,6.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis,1,3,226470,15:30,"6,7",0,2,3.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis,2,4,226468,16:00,"3,4",0,2,3.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis,3,5,226467,16:30,"1,6,8",0,3,6.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis,4,6,226466,17:00,"1,4",0,2,1.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis,5,7,226469,17:30,"4,6,9",0,3,6.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis,6,8,226471,18:00,"1,3,4",0,3,6.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis900,1,3,226470,15:30,"2,6,7",0,3,3.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis900,2,4,226468,16:00,"2,3,4",0,3,3.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis900,3,5,226467,16:30,"1,6,8",0,3,6.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis900,4,6,226466,17:00,"1,4,6",0,3,1.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis900,5,7,226469,17:30,"4,6,9",0,3,6.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,genis900,6,8,226471,18:00,"1,3,4",0,3,6.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,acgozlu900,1,3,226470,15:30,"1,2,6,7",0,4,3.0,0.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,acgozlu900,2,4,226468,16:00,"2,3,4",0,3,3.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,acgozlu900,3,5,226467,16:30,"1,3,4,5,6,7,8,9,10,11",0,10,6.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,acgozlu900,4,6,226466,17:00,1,0,1,1.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,acgozlu900,5,7,226469,17:30,"1,2,4,5,6,9,10",0,7,6.0,1.0,2026-07-29
2026-07-29 15:00,2026-07-29,ISTANBUL,2,15:30,acgozlu900,6,8,226471,18:00,3,0,1,6.0,0.0,2026-07-29
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,dar,1,1,226482,14:00,4,0,1,8.0,0.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,dar,2,2,226484,14:30,6,0,1,6.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,dar,3,3,226473,15:00,"1,3",0,2,6.0,0.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,dar,4,4,226483,15:30,"4,7",0,2,3.0,0.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,dar,5,5,226480,16:00,"1,4",0,2,1.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,dar,6,6,226477,16:30,"3,8",0,2,8.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,orta,1,1,226482,14:00,"4,8",0,2,8.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,orta,2,2,226484,14:30,"5,6",0,2,6.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,orta,3,3,226473,15:00,"1,3",0,2,6.0,0.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,orta,4,4,226483,15:30,"4,7",0,2,3.0,0.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,orta,5,5,226480,16:00,"1,4",0,2,1.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,orta,6,6,226477,16:30,"3,5,8",0,3,8.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis,1,1,226482,14:00,"4,8",0,2,8.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis,2,2,226484,14:30,"5,6",0,2,6.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis,3,3,226473,15:00,"1,3",0,2,6.0,0.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis,4,4,226483,15:30,"3,4,7",0,3,3.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis,5,5,226480,16:00,"1,3,4",0,3,1.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis,6,6,226477,16:30,"3,5,8",0,3,8.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis900,1,1,226482,14:00,"1,4,8",0,3,8.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis900,2,2,226484,14:30,"4,5,6",0,3,6.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis900,3,3,226473,15:00,"1,3,6",0,3,6.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis900,4,4,226483,15:30,"3,4,7",0,3,3.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis900,5,5,226480,16:00,"1,3,4",0,3,1.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,genis900,6,6,226477,16:30,"3,5,8",0,3,8.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,acgozlu900,1,1,226482,14:00,"1,2,3,4,5,6,7,8",0,8,8.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,acgozlu900,2,2,226484,14:30,"3,4,5,6,9",0,5,6.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,acgozlu900,3,3,226473,15:00,"1,3,6",0,3,6.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,acgozlu900,4,4,226483,15:30,"3,4,6,7,8,9,11",0,7,3.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,acgozlu900,5,5,226480,16:00,1,0,1,1.0,1.0,2026-07-30
2026-07-30 13:30,2026-07-30,ANKARA,1,14:00,acgozlu900,6,6,226477,16:30,8,0,1,8.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,dar,1,4,226483,15:30,3,0,1,3.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,dar,2,5,226480,16:00,"1,4",0,2,1.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,dar,3,6,226477,16:30,"3,8",0,2,8.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,dar,4,7,226479,17:00,"1,2",0,2,6.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,dar,5,8,226472,17:30,"2,5",0,2,6.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,dar,6,9,226478,18:00,9,1,1,8.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,orta,1,4,226483,15:30,"3,7",0,2,3.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,orta,2,5,226480,16:00,"1,4",0,2,1.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,orta,3,6,226477,16:30,"3,8",0,2,8.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,orta,4,7,226479,17:00,"1,2,5",0,3,6.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,orta,5,8,226472,17:30,"2,3,5",0,3,6.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,orta,6,9,226478,18:00,9,1,1,8.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis,1,4,226483,15:30,"3,7,8",0,3,3.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis,2,5,226480,16:00,"1,4,7",0,3,1.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis,3,6,226477,16:30,"3,6,8",0,3,8.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis,4,7,226479,17:00,"1,2,5",0,3,6.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis,5,8,226472,17:30,"2,3,5",0,3,6.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis,6,9,226478,18:00,9,1,1,8.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis900,1,4,226483,15:30,"3,7,8",0,3,3.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis900,2,5,226480,16:00,"1,4,5,7",0,4,1.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis900,3,6,226477,16:30,"3,4,6,8",0,4,8.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis900,4,7,226479,17:00,"1,2,5,6",0,4,6.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis900,5,8,226472,17:30,"2,3,4,5",0,4,6.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,genis900,6,9,226478,18:00,9,1,1,8.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,acgozlu900,1,4,226483,15:30,"1,3,4,6,7,8,9,11",0,8,3.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,acgozlu900,2,5,226480,16:00,"1,2,3,4,5,6,7,8",0,8,1.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,acgozlu900,3,6,226477,16:30,8,0,1,8.0,1.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,acgozlu900,4,7,226479,17:00,"1,2",0,2,6.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,acgozlu900,5,8,226472,17:30,"1,2,3,4,5,7,9",0,7,6.0,0.0,2026-07-30
2026-07-30 15:00,2026-07-30,ANKARA,2,15:30,acgozlu900,6,9,226478,18:00,9,1,1,8.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,dar,1,1,226486,16:45,8,0,1,6.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,dar,2,2,226474,17:15,3,0,1,11.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,dar,3,3,226488,17:45,"1,2",0,2,1.0,1.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,dar,4,4,226485,18:30,"1,2",0,2,4.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,dar,5,5,226489,19:00,"3,7",0,2,3.0,1.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,dar,6,6,226475,19:30,"8,9",0,2,6.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,orta,1,1,226486,16:45,"1,8",0,2,6.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,orta,2,2,226474,17:15,"2,3",0,2,11.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,orta,3,3,226488,17:45,"1,2",0,2,1.0,1.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,orta,4,4,226485,18:30,"1,2",0,2,4.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,orta,5,5,226489,19:00,"3,7",0,2,3.0,1.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,orta,6,6,226475,19:30,"5,8,9",0,3,6.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,genis,1,1,226486,16:45,"1,8",0,2,6.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,genis,2,2,226474,17:15,"2,3",0,2,11.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,genis,3,3,226488,17:45,"1,2,8",0,3,1.0,1.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,genis,4,4,226485,18:30,"1,2",0,2,4.0,0.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,genis,5,5,226489,19:00,"3,7,12",0,3,3.0,1.0,2026-07-30
2026-07-30 16:15,2026-07-30,KOCAELI,1,16:45,genis,6,6,226475,19:30,"5,8,9",0,3,6.0,0.0,2026-07-30
