tarih,sehir,sehir_id,kosu_no,kosu_sira,kazanan_mi,at_id,at_yas,kilo,jokey_id,sahip_id,antrenor_id,derece,ganyan_orani,ganyan,bitis,kazandi,at_isim,start_no,kilo_baz,kilo_fazla,kilo_top,yas,renk,cins,zaman_sn,tarih_dt,tarih_iso,race_id,izinli,isim_norm,irk
07/12/2024,İstanbul,1,1,2,0,NEURO ARY(5) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a e,57,M.KAYA,YENER GİRİŞKEN,A.A.EKAL,1.18.74,1.6,1.6,2.0,0,NEURO ARY,5,57.0,0.0,57.0,2,a,e,78.74,2024-12-07,2024-12-07,2024-12-07|İstanbul|1,True,NEURO ARY,
07/12/2024,İstanbul,1,1,3,0,SWORD OF HONOUR(7) KG Kapalı gözlük takılacağını ifade eder.,2y d e,57,MER.ÇELİK,KEMAL AYDIN ONUR,K.GÜNEŞ,1.19.31,13.95,13.95,3.0,0,SWORD OF HONOUR,7,57.0,0.0,57.0,2,d,e,79.31,2024-12-07,2024-12-07,2024-12-07|İstanbul|1,True,SWORD OF HONOUR,
07/12/2024,İstanbul,1,1,4,0,HERA DE ROSA(8) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y k d,55,A.YILDIZ,METİN COKTAV,OL.AKTÜRK,1.19.79,2.45,2.45,4.0,0,HERA DE ROSA,8,55.0,0.0,55.0,2,k,d,79.79,2024-12-07,2024-12-07,2024-12-07|İstanbul|1,True,HERA DE ROSA,
07/12/2024,İstanbul,1,1,5,0,BIÇKIDERELİ EGE(1) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,54,İ.S.SÖĞÜT AP Apranti,EROL ÇOKLAR,E.KOCA,1.19.99,9.4,9.4,5.0,0,BIÇKIDERELİ EGE,1,54.0,0.0,54.0,2,d,e,79.99,2024-12-07,2024-12-07,2024-12-07|İstanbul|1,True,BIÇKIDERELİ EGE,
07/12/2024,İstanbul,1,1,6,0,RİYAD(6) KG Kapalı gözlük takılacağını ifade eder.,2y d e,57,G.ÖZÇELİK,FAHRİ BAYER,G.SUBAŞI,1.20.43,6.95,6.95,6.0,0,RİYAD,6,57.0,0.0,57.0,2,d,e,80.43,2024-12-07,2024-12-07,2024-12-07|İstanbul|1,True,RİYAD,
07/12/2024,İstanbul,1,1,7,0,MONUMENTAL(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,M.M.BİLGİN,RECEP AVŞAR,İ.KARADAĞ,1.22.60,5.55,5.55,7.0,0,MONUMENTAL,4,57.0,0.0,57.0,2,d,e,82.6,2024-12-07,2024-12-07,2024-12-07|İstanbul|1,True,MONUMENTAL,
07/12/2024,İstanbul,1,1,,0,GIVE ME BREATH(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. (Koşmaz),2y d e,57,A.SÖZEN,AYŞEGÜL KURTEL,H.YÜZBAŞI,Koşmaz,,,,0,GIVE ME BREATH,3,57.0,0.0,57.0,2,d,e,,2024-12-07,2024-12-07,2024-12-07|İstanbul|1,True,GIVE ME BREATH,
07/12/2024,İstanbul,1,2,1,1,THİSİSTHEWAY(7) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,54 +0.80 Fazla Kilo,A.YILDIZ,CEM ÖZBELGE,H.BOYRAZ,2.14.08,1.8,1.8,1.0,1,THİSİSTHEWAY,7,54.0,0.8,54.8,3,d,e,134.08,2024-12-07,2024-12-07,2024-12-07|İstanbul|2,True,THİSİSTHEWAY,
07/12/2024,İstanbul,1,2,2,0,KROS(4) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,55 +0.50 Fazla Kilo,MER.ÇELİK,CEMİL AKGÜL,O.GÜNDOĞDİ,2.14.24,5.9,5.9,2.0,0,KROS,4,55.0,0.5,55.5,3,d,e,134.24,2024-12-07,2024-12-07,2024-12-07|İstanbul|2,True,KROS,
07/12/2024,İstanbul,1,2,2,0,ASHRAM(5) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,55 +2.00 Fazla Kilo,M.KAYA,MEHMET ERDİNÇ CANLI,N.KÖÇKEN,2.14.24,2.75,2.75,2.0,0,ASHRAM,5,55.0,2.0,57.0,3,d,e,134.24,2024-12-07,2024-12-07,2024-12-07|İstanbul|2,True,ASHRAM,
07/12/2024,İstanbul,1,2,4,0,DEA FORTUNA(2) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,56 +0.60 Fazla Kilo,M.ÇİÇEK,TOLGA ÇELİK,S.ALTINDAĞ,2.15.03,5.8,5.8,4.0,0,DEA FORTUNA,2,56.0,0.6,56.6,3,d,d,135.03,2024-12-07,2024-12-07,2024-12-07|İstanbul|2,True,DEA FORTUNA,
07/12/2024,İstanbul,1,2,5,0,KING ZAGOR(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y a e,54,GÖK.BEKTAŞ,K.İLHAN KÖSEOĞLU,K.İ.KÖSEOĞLU,2.15.29,14.3,14.3,5.0,0,KING ZAGOR,6,54.0,0.0,54.0,3,a,e,135.29,2024-12-07,2024-12-07,2024-12-07|İstanbul|2,True,KING ZAGOR,
07/12/2024,İstanbul,1,2,6,0,LENKA(3) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. (Satılık),3y d d,56,M.M.BİLGİN,YASİN MIZRAK,M.SANDIKCI,2.19.50,17.1,17.1,6.0,0,LENKA,3,56.0,0.0,56.0,3,d,d,139.5,2024-12-07,2024-12-07,2024-12-07|İstanbul|2,True,LENKA,
07/12/2024,İstanbul,1,2,7,0,YAĞIZ BEYİM(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d e,58,E.AKTUĞ,ÇİĞDEM TOPAL,C.TURAN,Derecesiz,3.55,3.55,7.0,0,YAĞIZ BEYİM,1,58.0,0.0,58.0,3,d,e,,2024-12-07,2024-12-07,2024-12-07|İstanbul|2,True,YAĞIZ BEYİM,
07/12/2024,İstanbul,1,3,1,1,"GÜZEL GÜNLER(3) t 360.000,00 TL K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",4y d k,56,A.KAÇMAZ,Z.AHSEN KURUM,ŞÜK.ÇELİK,2.27.42,1.35,1.35,1.0,1,GÜZEL GÜNLER,3,56.0,0.0,56.0,4,d,k,147.42,2024-12-07,2024-12-07,2024-12-07|İstanbul|3,True,GÜZEL GÜNLER,
07/12/2024,İstanbul,1,3,2,0,"ÇALHAN(4) t 330.000,00 TL KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.",4y d a,55 +1.00 Fazla Kilo,BERK.GÖKÇE AP Apranti,NURİ YILDIZ,H.HARMANBAŞI,2.28.58,2.8,2.8,2.0,0,ÇALHAN,4,55.0,1.0,56.0,4,d,a,148.58,2024-12-07,2024-12-07,2024-12-07|İstanbul|3,True,ÇALHAN,
07/12/2024,İstanbul,1,3,3,0,"BİTİRİM PRENSES(6) t 310.000,00 TL K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",4y k k,51 +1.50 Fazla Kilo,GÖK.BEKTAŞ,TARKAN ÇITAKOĞLU,A.KURT,2.32.41,7.3,7.3,3.0,0,BİTİRİM PRENSES,6,51.0,1.5,52.5,4,k,k,152.41,2024-12-07,2024-12-07,2024-12-07|İstanbul|3,True,BİTİRİM PRENSES,
07/12/2024,İstanbul,1,3,4,0,"DOĞANASİL(5) t 320.000,00 TL KG Kapalı gözlük takılacağını ifade eder.",4y k a,54 +0.80 Fazla Kilo,M.KEÇECİ AP Apranti,HAKAN KANDİL,T.BİRİCİK,2.32.91,21.15,21.15,4.0,0,DOĞANASİL,5,54.0,0.8,54.8,4,k,a,152.91,2024-12-07,2024-12-07,2024-12-07|İstanbul|3,True,DOĞANASİL,
07/12/2024,İstanbul,1,3,5,0,"ÇELİKMERT(1) t 360.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",4y a a,58,O.GÖKÇE,FAİK AKSOY,Ö.GÜNELİ,2.33.54,3.6,3.6,5.0,0,ÇELİKMERT,1,58.0,0.0,58.0,4,a,a,153.54,2024-12-07,2024-12-07,2024-12-07|İstanbul|3,True,ÇELİKMERT,
07/12/2024,İstanbul,1,3,6,0,"TEKİN ŞAH(2) t 360.000,00 TL KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",4y a a,58 +0.20 Fazla Kilo,M.KAYA,SİNAN YANMAZ,E.USLU,2.41.94,8.25,8.25,6.0,0,TEKİN ŞAH,2,58.0,0.2,58.2,4,a,a,161.94,2024-12-07,2024-12-07,2024-12-07|İstanbul|3,True,TEKİN ŞAH,
07/12/2024,İstanbul,1,4,1,1,DELİ TURBO(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k a,56 +2.00 Fazla Kilo,MAHS.TURAN,NURİ TURAN,M.A.TURAN,2.19.93,3.4,3.4,1.0,1,DELİ TURBO,7,56.0,2.0,58.0,4,k,a,139.93,2024-12-07,2024-12-07,2024-12-07|İstanbul|4,True,DELİ TURBO,
07/12/2024,İstanbul,1,4,2,0,MANDAR ABBAS(3) DB Dilinin bağlanacağını ifade eder.,4y k a,"58,5",İ.S.SÖĞÜT AP Apranti,A.ENGİN GICIR,MAH.BAYKARA,2.20.11,6.7,6.7,2.0,0,MANDAR ABBAS,3,58.0,0.0,58.0,4,k,a,140.11,2024-12-07,2024-12-07,2024-12-07|İstanbul|4,True,MANDAR ABBAS,
07/12/2024,İstanbul,1,4,3,0,HALİD BEY(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k a,50 +2.00 Fazla Kilo,GÖK.BEKTAŞ,CEMİL TANER,Ş.Ş.DEMİR,2.20.23,2.7,2.7,3.0,0,HALİD BEY,8,50.0,2.0,52.0,4,k,a,140.23,2024-12-07,2024-12-07,2024-12-07|İstanbul|4,True,HALİD BEY,
07/12/2024,İstanbul,1,4,4,0,ASAF BABA(1) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,"62,5",M.ÇİÇEK,BİROL SÖKMEN,G.ŞİMŞEK,2.20.36,11.8,11.8,4.0,0,ASAF BABA,1,62.0,0.0,62.0,4,d,a,140.36,2024-12-07,2024-12-07,2024-12-07|İstanbul|4,True,ASAF BABA,
07/12/2024,İstanbul,1,4,5,0,TUNÇYILMAZ(6) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,"56,5",G.ÖZÇELİK,MURAT KARABULUT,S.ÇİFTÇİ,2.20.38,3.8,3.8,5.0,0,TUNÇYILMAZ,6,56.0,0.0,56.0,4,a,a,140.38,2024-12-07,2024-12-07,2024-12-07|İstanbul|4,True,TUNÇYILMAZ,
07/12/2024,İstanbul,1,4,6,0,KUTHAN(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,"59,5",GÖKH.GÖKÇE,SALİH KUT,A.OLCAR,2.21.60,17.3,17.3,6.0,0,KUTHAN,4,59.0,0.0,59.0,4,a,a,141.6,2024-12-07,2024-12-07,2024-12-07|İstanbul|4,True,KUTHAN,
07/12/2024,İstanbul,1,4,7,0,AKTER TAY(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y d a,57,E.AKTUĞ,AYHAN KARAYAKA,Ş.GÖKÇE,2.24.21,9.95,9.95,7.0,0,AKTER TAY,5,57.0,0.0,57.0,4,d,a,144.21,2024-12-07,2024-12-07,2024-12-07|İstanbul|4,True,AKTER TAY,
07/12/2024,İstanbul,1,4,8,0,HATIR SAYAN(2) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,"60,5",BERK.GÖKÇE AP Apranti,MUSTAFA ŞİŞMAN,GÖK.GÖKÇE,2.24.62,3.85,3.85,8.0,0,HATIR SAYAN,2,60.0,0.0,60.0,4,a,a,144.62,2024-12-07,2024-12-07,2024-12-07|İstanbul|4,True,HATIR SAYAN,
07/12/2024,İstanbul,1,4,9,0,CEVDETBEY(9) KG Kapalı gözlük takılacağını ifade eder.,4y a a,50 +2.00 Fazla Kilo,A.ASLAN,MEHMET TANSU ODACIOĞLU,Y.DEMİRKIRAN,2.27.17,10.45,10.45,9.0,0,CEVDETBEY,9,50.0,2.0,52.0,4,a,a,147.17,2024-12-07,2024-12-07,2024-12-07|İstanbul|4,True,CEVDETBEY,
07/12/2024,İstanbul,1,5,1,1,YELBEĞEN(3) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. GKR Göz koruyucu takılacağını ifade eder.,4y k a,61,A.YILDIZ,BAHADIR YEŞİL,T.ATEŞ,1.34.03,4.9,4.9,1.0,1,YELBEĞEN,3,61.0,0.0,61.0,4,k,a,94.03,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,YELBEĞEN,
07/12/2024,İstanbul,1,5,2,0,ŞEHNAZ LONGA(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k k,56 +0.50 Fazla Kilo,M.ÇİÇEK,MURAT AKÇA,K.KAYALIK,1.34.36,5.25,5.25,2.0,0,ŞEHNAZ LONGA,6,56.0,0.5,56.5,4,k,k,94.36,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,ŞEHNAZ LONGA,
07/12/2024,İstanbul,1,5,3,0,SAHA RÜZGARI(10) KG Kapalı gözlük takılacağını ifade eder.,4y k a,50 +2.00 Fazla Kilo,A.KAÇMAZ,TAŞKIN AVCI,R.GÜNELİ,1.34.48,5.9,5.9,3.0,0,SAHA RÜZGARI,10,50.0,2.0,52.0,4,k,a,94.48,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,SAHA RÜZGARI,
07/12/2024,İstanbul,1,5,4,0,KESKİNŞAH(2),7y k a,62,E.AKTUĞ,OĞUZ YILMAZ,S.ÇİFTÇİ,1.34.95,8.7,8.7,4.0,0,KESKİNŞAH,2,62.0,0.0,62.0,7,k,a,94.95,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,KESKİNŞAH,
07/12/2024,İstanbul,1,5,5,0,BAŞKASAP(1) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y d a,60,E.BOZDAĞ AP Apranti,EREN KURU,MAH.BAYKARA,1.35.27,6.7,6.7,5.0,0,BAŞKASAP,1,60.0,0.0,60.0,6,d,a,95.27,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,BAŞKASAP,
07/12/2024,İstanbul,1,5,6,0,NANDO(8) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. GKR Göz koruyucu takılacağını ifade eder.,4y a a,50 +2.00 Fazla Kilo,A.ASLAN,RAMAZAN KAN,A.KURT,1.35.79,3.95,3.95,6.0,0,NANDO,8,50.0,2.0,52.0,4,a,a,95.79,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,NANDO,
07/12/2024,İstanbul,1,5,7,0,ANEMON ÇİÇEĞİ(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y k k,"54,5 +1.00 Fazla Kilo",G.ÖZÇELİK,SADIK ORUÇ,T.KIYAS,1.36.83,13.05,13.05,7.0,0,ANEMON ÇİÇEĞİ,7,54.0,1.0,55.0,5,k,k,96.83,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,ANEMON ÇİÇEĞİ,
07/12/2024,İstanbul,1,5,8,0,SEDEN KIZ(9) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y a k,50 +2.00 Fazla Kilo,Ç.TAŞCI AP Apranti,HAKAN NAYMAN,E.USLU,1.37.57,24.05,24.05,8.0,0,SEDEN KIZ,9,50.0,2.0,52.0,4,a,k,97.57,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,SEDEN KIZ,
07/12/2024,İstanbul,1,5,9,0,ABONE(4) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. GKR Göz koruyucu takılacağını ifade eder.,7y a a,"61,5",M.M.BİLGİN,FERHAT KARA,M.SANDIKCI,1.37.69,12.45,12.45,9.0,0,ABONE,4,61.0,0.0,61.0,7,a,a,97.69,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,ABONE,Arap
07/12/2024,İstanbul,1,5,10,0,BELGABAD(11) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. GKR Göz koruyucu takılacağını ifade eder.,5y a a,50 +2.00 Fazla Kilo,GÖK.BEKTAŞ,EREN AKBULUT,M.ACAR,Derecesiz,12.85,12.85,10.0,0,BELGABAD,11,50.0,2.0,52.0,5,a,a,,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,BELGABAD,
07/12/2024,İstanbul,1,5,,0,SADEKAR(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. BB Atın burnuna bant takılacağını ifade eder.,6y a a,54,Y.GÖKÇE AP Apranti,MERT ÇELİK,E.KOCA,1.34.15,3.15,3.15,,0,SADEKAR,5,54.0,0.0,54.0,6,a,a,94.15,2024-12-07,2024-12-07,2024-12-07|İstanbul|5,True,SADEKAR,
07/12/2024,İstanbul,1,6,1,1,ALATTİN(1) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,60,M.KAYA,FERİDUN GÜNDÜZ,N.GÜNDÜZ,1.25.72,4.75,4.75,1.0,1,ALATTİN,1,60.0,0.0,60.0,3,a,e,85.72,2024-12-07,2024-12-07,2024-12-07|İstanbul|6,True,ALATTİN,
07/12/2024,İstanbul,1,6,2,0,TURNADAĞ(5) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,57,E.AKTUĞ,ARZU GÜNEŞ,MİR.İPEK,1.25.76,3.7,3.7,2.0,0,TURNADAĞ,5,57.0,0.0,57.0,3,a,e,85.76,2024-12-07,2024-12-07,2024-12-07|İstanbul|6,True,TURNADAĞ,
07/12/2024,İstanbul,1,6,3,0,EFE METE BEY(2) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,60,A.YILDIZ,YÜCEL YAĞIZ,Y.DEMİRKIRAN,1.26.21,7.05,7.05,3.0,0,EFE METE BEY,2,60.0,0.0,60.0,3,k,e,86.21,2024-12-07,2024-12-07,2024-12-07|İstanbul|6,True,EFE METE BEY,
07/12/2024,İstanbul,1,6,4,0,BAYAN ALTIN(3) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y d d,58,A.SÖZEN,ERSEN BÜYÜKTÜRKLER,G.SUBAŞI,1.26.45,2.5,2.5,4.0,0,BAYAN ALTIN,3,58.0,0.0,58.0,3,d,d,86.45,2024-12-07,2024-12-07,2024-12-07|İstanbul|6,True,BAYAN ALTIN,
07/12/2024,İstanbul,1,6,5,0,NAMSAL(4) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,57,M.ÇİÇEK,ŞABAN KARAMAN,A.KURT,1.26.57,1.65,1.65,5.0,0,NAMSAL,4,57.0,0.0,57.0,3,a,e,86.57,2024-12-07,2024-12-07,2024-12-07|İstanbul|6,True,NAMSAL,
07/12/2024,İstanbul,1,6,6,0,ZEMBEREK(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y a e,57,MER.ÇELİK,FATİH HAYIRLIOĞLU,S.KOÇAK,1.26.66,18.4,18.4,6.0,0,ZEMBEREK,6,57.0,0.0,57.0,3,a,e,86.66,2024-12-07,2024-12-07,2024-12-07|İstanbul|6,True,ZEMBEREK,
07/12/2024,İstanbul,1,7,1,1,NIGHTFLYERS(4) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a e,56,E.AKTUĞ,ARZU GÜNEŞ,MİR.İPEK,1.24.66,1.5,1.5,1.0,1,NIGHTFLYERS,4,56.0,0.0,56.0,2,a,e,84.66,2024-12-07,2024-12-07,2024-12-07|İstanbul|7,True,NIGHTFLYERS,
07/12/2024,İstanbul,1,7,2,0,PLAYMAKER(1) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,"59,5",A.SÖZEN,MEHMET AKİF AKTAŞ,BAY.AKTAŞ,1.25.04,2.05,2.05,2.0,0,PLAYMAKER,1,59.0,0.0,59.0,2,d,e,85.04,2024-12-07,2024-12-07,2024-12-07|İstanbul|7,True,PLAYMAKER,
07/12/2024,İstanbul,1,7,3,0,STAR MY BEST(2) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d e,"57,5",A.YILDIZ,MERT BAYIR,T.ŞİT,1.25.82,5.2,5.2,3.0,0,STAR MY BEST,2,57.0,0.0,57.0,2,d,e,85.82,2024-12-07,2024-12-07,2024-12-07|İstanbul|7,True,STAR MY BEST,
07/12/2024,İstanbul,1,7,4,0,IN THE SOLID SKY(6) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,55 +0.50 Fazla Kilo,G.ÖZÇELİK,TANER ALTIN,At Sahibi TURGAY ÇEKİCİ,1.25.89,8.2,8.2,4.0,0,IN THE SOLID SKY,6,55.0,0.5,55.5,2,d,e,85.89,2024-12-07,2024-12-07,2024-12-07|İstanbul|7,True,IN THE SOLID SKY,
07/12/2024,İstanbul,1,7,5,0,MISS CANOSH(3) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d d,56 +1.20 Fazla Kilo,M.KAYA,NEDİM AKAGÜNDÜZ,D.ERGİN,1.27.48,12.85,12.85,5.0,0,MISS CANOSH,3,56.0,1.2,57.2,2,d,d,87.48,2024-12-07,2024-12-07,2024-12-07|İstanbul|7,True,MISS CANOSH,
07/12/2024,İstanbul,1,7,6,0,MERCANLI HAKANCAN(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,"55,5 +1.10 Fazla Kilo",M.ÇİÇEK,MERTCAN KARAGÜL,V.KARAKAYA,1.40.60,7.8,7.8,6.0,0,MERCANLI HAKANCAN,5,55.0,1.1,56.1,2,d,e,100.6,2024-12-07,2024-12-07,2024-12-07|İstanbul|7,True,MERCANLI HAKANCAN,
07/12/2024,İstanbul,1,8,1,1,HARVEY WALLBANGER(4) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d e,57,A.YILDIZ,NİRGÜL TURGU,C.TURAN,1.18.86,1.95,1.95,1.0,1,HARVEY WALLBANGER,4,57.0,0.0,57.0,2,d,e,78.86,2024-12-07,2024-12-07,2024-12-07|İstanbul|8,True,HARVEY WALLBANGER,
07/12/2024,İstanbul,1,8,2,0,CAPTAIN BOSS(2) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,A.SÖZEN,NİMET ARİF KURTEL,H.YÜZBAŞI,1.18.87,1.7,1.7,2.0,0,CAPTAIN BOSS,2,57.0,0.0,57.0,2,d,e,78.87,2024-12-07,2024-12-07,2024-12-07|İstanbul|8,True,CAPTAIN BOSS,
07/12/2024,İstanbul,1,8,3,0,KEÇİKHAN(5) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d e,57,M.M.BİLGİN,CEM H. KEÇİK,M.SANDIKCI,1.19.15,5.8,5.8,3.0,0,KEÇİKHAN,5,57.0,0.0,57.0,2,d,e,79.15,2024-12-07,2024-12-07,2024-12-07|İstanbul|8,True,KEÇİKHAN,
07/12/2024,İstanbul,1,8,4,0,HARPUT ASLANI(3) K Kulaklık takılacağını ifade eder.,2y d e,53,Ç.TAŞCI AP Apranti,TAHİR ÇELİK,A.TEKDEMİR,1.19.22,10.75,10.75,4.0,0,HARPUT ASLANI,3,53.0,0.0,53.0,2,d,e,79.22,2024-12-07,2024-12-07,2024-12-07|İstanbul|8,True,HARPUT ASLANI,
07/12/2024,İstanbul,1,8,5,0,MÜNÜRTOR(7) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,E.AKTUĞ,ÖZCAN KURTULMUŞ,Ö.U.ÇİL,1.19.36,7.05,7.05,5.0,0,MÜNÜRTOR,7,57.0,0.0,57.0,2,d,e,79.36,2024-12-07,2024-12-07,2024-12-07|İstanbul|8,True,MÜNÜRTOR,
07/12/2024,İstanbul,1,8,6,0,LUCKY BREATH(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d e,57,B.M.MIRIK,BAHRİ ÇABUK,HAK.EL,1.21.22,25.15,25.15,6.0,0,LUCKY BREATH,6,57.0,0.0,57.0,2,d,e,81.22,2024-12-07,2024-12-07,2024-12-07|İstanbul|8,True,LUCKY BREATH,
07/12/2024,İstanbul,1,8,7,0,ŞEF ÇELİK(8) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d e,57,GÖK.BEKTAŞ,MUNİR GÖKÇE,E.KOCA,1.22.67,23.5,23.5,7.0,0,ŞEF ÇELİK,8,57.0,0.0,57.0,2,d,e,82.67,2024-12-07,2024-12-07,2024-12-07|İstanbul|8,True,ŞEF ÇELİK,
07/12/2024,İstanbul,1,8,8,0,ÇİKOK ÖZKANBEY(1) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,58,İ.S.SÖĞÜT AP Apranti,GÜLCAN AKAT,T.ATEŞ,1.22.68,11.35,11.35,8.0,0,ÇİKOK ÖZKANBEY,1,58.0,0.0,58.0,2,d,e,82.68,2024-12-07,2024-12-07,2024-12-07|İstanbul|8,True,ÇİKOK ÖZKANBEY,
