tarih,sehir,sehir_id,kosu_no,kosu_sira,kazanan_mi,at_id,at_yas,kilo,jokey_id,sahip_id,antrenor_id,derece,ganyan_orani,ganyan,bitis,kazandi,at_isim,start_no,kilo_baz,kilo_fazla,kilo_top,yas,renk,cins,zaman_sn,tarih_dt,tarih_iso,race_id,izinli,isim_norm,irk
04/10/2024,Bursa,4,1,1,1,MİR BABA(5) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y k e,54 +0.40 Fazla Kilo,C.PASO AP Apranti,MEHMET ALTIN,E.TURAN,1.32.97,3.75,3.75,1.0,1,MİR BABA,5,54.0,0.4,54.4,2,k,e,92.97,2024-10-04,2024-10-04,2024-10-04|Bursa|1,True,MİR BABA,
04/10/2024,Bursa,4,1,2,0,LOST IN PARADISE(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d d,55,O.ATMACA,ENDER COŞGUNSU,M.TEKPETEK,1.33.34,2.9,2.9,2.0,0,LOST IN PARADISE,7,55.0,0.0,55.0,2,d,d,93.34,2024-10-04,2024-10-04,2024-10-04|Bursa|1,True,LOST IN PARADISE,
04/10/2024,Bursa,4,1,3,0,MİHRİAY(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,55 +0.90 Fazla Kilo,MER.ÇELİK,REŞAT ÖZ,M.E.AVCI,1.33.79,10.3,10.3,3.0,0,MİHRİAY,8,55.0,0.9,55.9,2,d,d,93.79,2024-10-04,2024-10-04,2024-10-04|Bursa|1,True,MİHRİAY,
04/10/2024,Bursa,4,1,4,0,BIÇKIDERELİ EGE(2) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57 +0.50 Fazla Kilo,MAH.TURAN,EROL ÇOKLAR,HÜS.KARABULUT,1.33.80,3.5,3.5,4.0,0,BIÇKIDERELİ EGE,2,57.0,0.5,57.5,2,d,e,93.8,2024-10-04,2024-10-04,2024-10-04|Bursa|1,True,BIÇKIDERELİ EGE,
04/10/2024,Bursa,4,1,5,0,KRAL SERHAT(1) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,59,C.ALTUN AP Apranti,YALÇIN TÜRE,MEH.KAYA,1.33.95,4.4,4.4,5.0,0,KRAL SERHAT,1,59.0,0.0,59.0,2,d,e,93.95,2024-10-04,2024-10-04,2024-10-04|Bursa|1,True,KRAL SERHAT,
04/10/2024,Bursa,4,1,6,0,LUCKY VICTORY(4) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. SGKR Ring mahalinden starta Kadar göz koruyucu ile gideceğini ifade eder.,2y d e,57,A.İNCİ,M.ÖNDER ÜLGENALP,V.AKBAŞ,1.34.65,24.9,24.9,6.0,0,LUCKY VICTORY,4,57.0,0.0,57.0,2,d,e,94.65,2024-10-04,2024-10-04,2024-10-04|Bursa|1,True,LUCKY VICTORY,
04/10/2024,Bursa,4,1,7,0,DEDE HASAN(3) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57 +0.10 Fazla Kilo,G.YILDIZ,SEDEF VARDAR,R.COŞKUN,1.36.74,20.3,20.3,7.0,0,DEDE HASAN,3,57.0,0.1,57.1,2,d,e,96.74,2024-10-04,2024-10-04,2024-10-04|Bursa|1,True,DEDE HASAN,
04/10/2024,Bursa,4,1,8,0,MURFAT IMPOSTER(6) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. SGKR Ring mahalinden starta Kadar göz koruyucu ile gideceğini ifade eder.,2y d e,53,E.KADİRLER AP Apranti,M.SAİT TOKDEMİR,S.AKCI,1.36.82,36.35,36.35,8.0,0,MURFAT IMPOSTER,6,53.0,0.0,53.0,2,d,e,96.82,2024-10-04,2024-10-04,2024-10-04|Bursa|1,True,MURFAT IMPOSTER,
04/10/2024,Bursa,4,2,1,1,"HİNDİKUŞ(2) t 360.000,00 TL KG Kapalı gözlük takılacağını ifade eder.",4y k a,58 +0.10 Fazla Kilo,K.TOKAÇOĞLU,GAMZE YILDIZHAN,V.AKBULUT,2.08.32,1.25,1.25,1.0,1,HİNDİKUŞ,2,58.0,0.1,58.1,4,k,a,128.32,2024-10-04,2024-10-04,2024-10-04|Bursa|2,True,HİNDİKUŞ,
04/10/2024,Bursa,4,2,2,0,"BİTİRİM PRENSES(10) t 260.000,00 TL K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",4y k k,50 +1.30 Fazla Kilo,S.TIRPAN,TARKAN ÇITAKOĞLU,B.AY,2.08.74,61.75,61.75,2.0,0,BİTİRİM PRENSES,10,50.0,1.3,51.3,4,k,k,128.74,2024-10-04,2024-10-04,2024-10-04|Bursa|2,True,BİTİRİM PRENSES,
04/10/2024,Bursa,4,2,3,0,"PONÇİKTAY(4) t 360.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",4y a k,56,C.PASO AP Apranti,EKREM BİRDEN,T.KIYAS,2.08.83,31.0,31.0,3.0,0,PONÇİKTAY,4,56.0,0.0,56.0,4,a,k,128.83,2024-10-04,2024-10-04,2024-10-04|Bursa|2,True,PONÇİKTAY,
04/10/2024,Bursa,4,2,4,0,"VEZİRKÖPRÜ(8) t 320.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",4y k a,54 +1.80 Fazla Kilo,T.ALICI,FERİDUN GÜNDÜZ,N.GÜNDÜZ,2.09.04,7.3,7.3,4.0,0,VEZİRKÖPRÜ,8,54.0,1.8,55.8,4,k,a,129.04,2024-10-04,2024-10-04,2024-10-04|Bursa|2,True,VEZİRKÖPRÜ,
04/10/2024,Bursa,4,2,5,0,"TUĞKANBEY(3) t 360.000,00 TL K Kulaklık takılacağını ifade eder.",4y a a,58,Ç.OK,ANIL KÖSEOĞLU,D.KAYA,2.09.16,15.8,15.8,5.0,0,TUĞKANBEY,3,58.0,0.0,58.0,4,a,a,129.16,2024-10-04,2024-10-04,2024-10-04|Bursa|2,True,TUĞKANBEY,
04/10/2024,Bursa,4,2,6,0,"ERMERHAN(1) t 360.000,00 TL KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",4y k a,58,T.YILDIZ,İ.SUAT KUTLU,M.M.İNAL,2.10.20,6.95,6.95,6.0,0,ERMERHAN,1,58.0,0.0,58.0,4,k,a,130.2,2024-10-04,2024-10-04,2024-10-04|Bursa|2,True,ERMERHAN,
04/10/2024,Bursa,4,2,7,0,"SAADIN HIZI(9) t 300.000,00 TL DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",4y d a,52 +1.50 Fazla Kilo,O.ATMACA,MURAT YILMAZ,Z.TEMUÇİN,2.10.21,18.65,18.65,7.0,0,SAADIN HIZI,9,52.0,1.5,53.5,4,d,a,130.21,2024-10-04,2024-10-04,2024-10-04|Bursa|2,True,SAADIN HIZI,
04/10/2024,Bursa,4,2,8,0,"ŞEHRİTUNCAL(7) t 330.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",4y k a,55 +1.90 Fazla Kilo,N.ŞEN,H.TARIK DİKENCİK,M.ÖZGÜL,2.12.52,39.0,39.0,8.0,0,ŞEHRİTUNCAL,7,55.0,1.9,56.9,4,k,a,132.52,2024-10-04,2024-10-04,2024-10-04|Bursa|2,True,ŞEHRİTUNCAL,
04/10/2024,Bursa,4,2,9,0,"YELDA TAY(6) t 360.000,00 TL",4y a k,56,İ.S.SÖĞÜT AP Apranti,İSMET TURAN,Y.KARAKÜÇÜK,2.13.15,14.55,14.55,9.0,0,YELDA TAY,6,56.0,0.0,56.0,4,a,k,133.15,2024-10-04,2024-10-04,2024-10-04|Bursa|2,True,YELDA TAY,
04/10/2024,Bursa,4,2,10,0,"PUSLU DAĞ(5) t 340.000,00 TL KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. GKR Göz koruyucu takılacağını ifade eder.",4y d a,56 +0.20 Fazla Kilo,G.YILDIZ,GÜLBAHAR KIZILDAĞ,İ.KIZILDAĞ,2.14.22,48.45,48.45,10.0,0,PUSLU DAĞ,5,56.0,0.2,56.2,4,d,a,134.22,2024-10-04,2024-10-04,2024-10-04|Bursa|2,True,PUSLU DAĞ,
04/10/2024,Bursa,4,3,1,1,UYGAR BEY(6) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,57,Ç.OK,ERMAN ERDEM,K.ŞENGEL,1.17.23,7.9,7.9,1.0,1,UYGAR BEY,6,57.0,0.0,57.0,4,d,a,77.23,2024-10-04,2024-10-04,2024-10-04|Bursa|3,True,UYGAR BEY,
04/10/2024,Bursa,4,3,2,0,DILO(7),4y d a,53 +0.40 Fazla Kilo,C.PASO AP Apranti,RAMAZAN YILMAZ,EM.KAYA,1.17.50,22.7,22.7,2.0,0,DILO,7,53.0,0.4,53.4,4,d,a,77.5,2024-10-04,2024-10-04,2024-10-04|Bursa|3,True,DILO,
04/10/2024,Bursa,4,3,3,0,CHUMLEE(1) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,59,İ.S.SÖĞÜT AP Apranti,GAMZE YAZICI,S.YARDIMCI,1.17.83,12.25,12.25,3.0,0,CHUMLEE,1,59.0,0.0,59.0,4,d,a,77.83,2024-10-04,2024-10-04,2024-10-04|Bursa|3,True,CHUMLEE,
04/10/2024,Bursa,4,3,4,0,CAFER BEY(3) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y k a,60,MAH.TURAN,İSA ÖZKAN,HÜS.KARABULUT,1.17.87,1.45,1.45,4.0,0,CAFER BEY,3,60.0,0.0,60.0,5,k,a,77.87,2024-10-04,2024-10-04,2024-10-04|Bursa|3,True,CAFER BEY,
04/10/2024,Bursa,4,3,5,0,ALWAYS LUCKY(2) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,7y d k,60,N.AVCİ,AYTUĞ ATALAY,MEH.DEMİR,1.18.39,4.1,4.1,5.0,0,ALWAYS LUCKY,2,60.0,0.0,60.0,7,d,k,78.39,2024-10-04,2024-10-04,2024-10-04|Bursa|3,True,ALWAYS LUCKY,
04/10/2024,Bursa,4,3,6,0,HARD FLOOD(4) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,7y d a,56,E.KADİRLER AP Apranti,SIDDIK KAYA,K.ŞENGEL,1.20.23,7.6,7.6,6.0,0,HARD FLOOD,4,56.0,0.0,56.0,7,d,a,80.23,2024-10-04,2024-10-04,2024-10-04|Bursa|3,True,HARD FLOOD,
04/10/2024,Bursa,4,3,7,0,PAMUKKALE(5) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y a a,54 +0.10 Fazla Kilo,C.ALTUN AP Apranti,AHMET GÖKHAN ERKOÇ,R.COŞKUN,1.20.70,32.85,32.85,7.0,0,PAMUKKALE,5,54.0,0.1,54.1,5,a,a,80.7,2024-10-04,2024-10-04,2024-10-04|Bursa|3,True,PAMUKKALE,
04/10/2024,Bursa,4,4,1,1,RÜZGARKANAT(10) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,50 +2.00 Fazla Kilo,A.İNCİ,GÖKHAN AKSU,K.ŞENGEL,2.30.83,10.1,10.1,1.0,1,RÜZGARKANAT,10,50.0,2.0,52.0,4,a,a,150.83,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,RÜZGARKANAT,
04/10/2024,Bursa,4,4,2,0,ÖZKURUŞBEYİ(12) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k a,50 +0.80 Fazla Kilo,S.TIRPAN,MÜHİTTİN ALAK,KEM.ALTIN,2.30.90,2.75,2.75,2.0,0,ÖZKURUŞBEYİ,12,50.0,0.8,50.8,4,k,a,150.9,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,ÖZKURUŞBEYİ,
04/10/2024,Bursa,4,4,3,0,KIZIL GEZEGEN(2) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y k a,60,S.ALTAY AP Apranti,MUHANNAD DARAVSHA,D.ALTIN,2.31.36,9.0,9.0,3.0,0,KIZIL GEZEGEN,2,60.0,0.0,60.0,4,k,a,151.36,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,KIZIL GEZEGEN,
04/10/2024,Bursa,4,4,4,0,PRENS CORA(4) KG Kapalı gözlük takılacağını ifade eder.,7y a a,"59,5",H.ÇİZİK,İSMET TURAN,Y.KARAKÜÇÜK,2.31.45,8.55,8.55,4.0,0,PRENS CORA,4,59.0,0.0,59.0,7,a,a,151.45,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,PRENS CORA,
04/10/2024,Bursa,4,4,5,0,HAZBALIK(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y k k,61,İ.S.SÖĞÜT AP Apranti,FATMA NİLGÜN KUTLU,M.M.İNAL,2.31.68,7.15,7.15,5.0,0,HAZBALIK,1,61.0,0.0,61.0,4,k,k,151.68,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,HAZBALIK,
04/10/2024,Bursa,4,4,6,0,KURT ENGİN(8) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y k a,"53,5 +2.00 Fazla Kilo",O.YILDIZ,RECEP GÜLDOĞDU,E.USLU,2.32.02,14.1,14.1,6.0,0,KURT ENGİN,8,53.0,2.0,55.0,6,k,a,152.02,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,KURT ENGİN,
04/10/2024,Bursa,4,4,7,0,YELBEĞEN(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. GKR Göz koruyucu takılacağını ifade eder.,4y k a,55 +0.80 Fazla Kilo,MER.ÇELİK,BAHADIR YEŞİL,T.ATEŞ,2.32.16,6.85,6.85,7.0,0,YELBEĞEN,6,55.0,0.8,55.8,4,k,a,152.16,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,YELBEĞEN,
04/10/2024,Bursa,4,4,8,0,DELİ YILDIRIM(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y a a,58,N.ŞEN,FERİT SARAK,U.YOĞURTCU,2.32.19,35.2,35.2,8.0,0,DELİ YILDIRIM,5,58.0,0.0,58.0,5,a,a,152.19,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,DELİ YILDIRIM,
04/10/2024,Bursa,4,4,9,0,ULUTEKİN(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y d a,"51,5 +1.50 Fazla Kilo",C.PASO AP Apranti,MÜCAHİT TEMEL,T.KIYAS,2.32.97,8.05,8.05,9.0,0,ULUTEKİN,7,51.0,1.5,52.5,4,d,a,152.97,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,ULUTEKİN,
04/10/2024,Bursa,4,4,10,0,EDİTÖR(11) YP Yanak peluşu takılacağını ifade eder.,7y d a,50 +2.00 Fazla Kilo,Z.KARABULUT AP Apranti,KASIM TUMBUL,R.KILIÇ,2.34.51,20.8,20.8,10.0,0,EDİTÖR,11,50.0,2.0,52.0,7,d,a,154.51,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,EDİTÖR,
04/10/2024,Bursa,4,4,11,0,DOBAR(9) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y a a,"52,5 +0.70 Fazla Kilo",O.ATMACA,İLKER YILMAZ,D.KAYA,2.35.11,26.65,26.65,11.0,0,DOBAR,9,52.0,0.7,52.7,6,a,a,155.11,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,DOBAR,
04/10/2024,Bursa,4,4,12,0,MAHİNURUM(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y a k,"57,5",C.ALTUN AP Apranti,FERİT MENGİ,MEH.KAYA,2.35.36,19.25,19.25,12.0,0,MAHİNURUM,3,57.0,0.0,57.0,5,a,k,155.36,2024-10-04,2024-10-04,2024-10-04|Bursa|4,True,MAHİNURUM,
04/10/2024,Bursa,4,5,1,1,MAYA REÇELİ(6) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,57,O.YILDIZ,SANEM KAHRAMAN,H.ÇALIŞKAN,1.30.62,1.95,1.95,1.0,1,MAYA REÇELİ,6,57.0,0.0,57.0,2,d,e,90.62,2024-10-04,2024-10-04,2024-10-04|Bursa|5,True,MAYA REÇELİ,
04/10/2024,Bursa,4,5,2,0,DİDİ LAZİ(1) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,54,C.PASO AP Apranti,M.TAŞKIN KÖROĞLU,A.R.AYDIN,1.31.00,19.55,19.55,2.0,0,DİDİ LAZİ,1,54.0,0.0,54.0,2,d,e,91.0,2024-10-04,2024-10-04,2024-10-04|Bursa|5,True,DİDİ LAZİ,
04/10/2024,Bursa,4,5,3,0,EFFECT(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a e,57 +0.30 Fazla Kilo,H.ÇİZİK,ALİ KAYA,T.KIYAS,1.31.88,3.3,3.3,3.0,0,EFFECT,3,57.0,0.3,57.3,2,a,e,91.88,2024-10-04,2024-10-04,2024-10-04|Bursa|5,True,EFFECT,
04/10/2024,Bursa,4,5,4,0,FIFTY FIFTY(4) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d e,54,C.ALTUN AP Apranti,EMİR KAVÇİN,E.ÇİLEK,1.32.12,4.1,4.1,4.0,0,FIFTY FIFTY,4,54.0,0.0,54.0,2,d,e,92.12,2024-10-04,2024-10-04,2024-10-04|Bursa|5,True,FIFTY FIFTY,
04/10/2024,Bursa,4,5,5,0,ROCKET FIRE(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d g,57,T.YILDIZ,İ.SUAT KUTLU,M.M.İNAL,1.32.23,8.6,8.6,5.0,0,ROCKET FIRE,7,57.0,0.0,57.0,2,d,g,92.23,2024-10-04,2024-10-04,2024-10-04|Bursa|5,True,ROCKET FIRE,
04/10/2024,Bursa,4,5,6,0,BLACK SEA BEAUTY(8) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d d,51 +1.80 Fazla Kilo,E.KADİRLER AP Apranti,M.ALİ BALAK,K.ŞENGEL,1.32.76,45.05,45.05,6.0,0,BLACK SEA BEAUTY,8,51.0,1.8,52.8,2,d,d,92.76,2024-10-04,2024-10-04,2024-10-04|Bursa|5,True,BLACK SEA BEAUTY,
04/10/2024,Bursa,4,5,7,0,GREEN GÖLE(5) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d e,57,MER.ÇELİK,BİROL BULUT,M.E.AVCI,1.33.64,14.4,14.4,7.0,0,GREEN GÖLE,5,57.0,0.0,57.0,2,d,e,93.64,2024-10-04,2024-10-04,2024-10-04|Bursa|5,True,GREEN GÖLE,
04/10/2024,Bursa,4,5,8,0,DOĞU ASLANI(2) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y k e,55 +2.00 Fazla Kilo,S.ÇELİK AP Apranti,RECEP KETME,D.KAYA,1.36.99,46.45,46.45,8.0,0,DOĞU ASLANI,2,55.0,2.0,57.0,2,k,e,96.99,2024-10-04,2024-10-04,2024-10-04|Bursa|5,True,DOĞU ASLANI,
04/10/2024,Bursa,4,6,1,1,HÜRDENİZ(5) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,57,B.M.MIRIK,RECEP DİKKULE,Y.AKKILIÇ,1.31.53,4.95,4.95,1.0,1,HÜRDENİZ,5,57.0,0.0,57.0,3,a,e,91.53,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,HÜRDENİZ,
04/10/2024,Bursa,4,6,2,0,SURERTAY(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,59 +0.20 Fazla Kilo,O.YILDIZ,ERHAN KAVÇİN,E.GÜN GÜNEŞ,1.32.40,1.9,1.9,2.0,0,SURERTAY,1,59.0,0.2,59.2,3,a,e,92.4,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,SURERTAY,
04/10/2024,Bursa,4,6,3,0,İKİGAİ(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,57 +0.20 Fazla Kilo,N.ŞEN,FATMA GÜL ALTIN,M.ÖZGÜL,1.33.05,23.35,23.35,3.0,0,İKİGAİ,6,57.0,0.2,57.2,3,k,e,93.05,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,İKİGAİ,
04/10/2024,Bursa,4,6,4,0,HAYALİNOĞLU(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y k e,57 +0.50 Fazla Kilo,M.BAYDAN,AYSEL BAYDAN,İ.H.BAYDAN,1.33.20,30.55,30.55,4.0,0,HAYALİNOĞLU,4,57.0,0.5,57.5,3,k,e,93.2,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,HAYALİNOĞLU,
04/10/2024,Bursa,4,6,5,0,UÇAN BALON(11) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,55 +2.00 Fazla Kilo,K.TOKAÇOĞLU,H.TARIK DİKENCİK,M.ÖZGÜL,1.33.23,7.75,7.75,5.0,0,UÇAN BALON,11,55.0,2.0,57.0,3,a,d,93.23,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,UÇAN BALON,
04/10/2024,Bursa,4,6,6,0,BAKA BABA(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,57,N.AVCİ,SABRİ AVCI,M.E.AVCI,1.34.25,14.25,14.25,6.0,0,BAKA BABA,2,57.0,0.0,57.0,3,k,e,94.25,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,BAKA BABA,
04/10/2024,Bursa,4,6,7,0,GEMLİKLİ SERKAN(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,57,İ.S.SÖĞÜT AP Apranti,HALİT KEKİK,F.KIRAN,1.34.49,6.8,6.8,7.0,0,GEMLİKLİ SERKAN,3,57.0,0.0,57.0,3,k,e,94.49,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,GEMLİKLİ SERKAN,
04/10/2024,Bursa,4,6,8,0,SAMİAĞA(9) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,57,H.ÇİZİK,ALİ PAMUKCİ,A.PAMUKCİ,1.35.81,10.5,10.5,8.0,0,SAMİAĞA,9,57.0,0.0,57.0,3,k,e,95.81,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,SAMİAĞA,
04/10/2024,Bursa,4,6,9,0,KARYAĞDIRAN(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,57,A.İNCİ,HALİT KEKİK,F.KIRAN,1.36.46,6.8,6.8,9.0,0,KARYAĞDIRAN,8,57.0,0.0,57.0,3,a,e,96.46,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,KARYAĞDIRAN,
04/10/2024,Bursa,4,6,10,0,İLBERK HAN(7) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y a e,57,MER.ÇELİK,MUSTAFA İLKADIM,Y.AKKILIÇ,1.40.57,19.05,19.05,10.0,0,İLBERK HAN,7,57.0,0.0,57.0,3,a,e,100.57,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,İLBERK HAN,
04/10/2024,Bursa,4,6,11,0,GERÇEK MAVİ(10) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y a d,55 +1.50 Fazla Kilo,T.YILDIZ,MAHMUT PANDIR,F.SEZER,1.42.00,24.6,24.6,11.0,0,GERÇEK MAVİ,10,55.0,1.5,56.5,3,a,d,102.0,2024-10-04,2024-10-04,2024-10-04|Bursa|6,True,GERÇEK MAVİ,
04/10/2024,Bursa,4,7,1,1,KURŞUNİLİ(7) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,5y k k,56,N.AVCİ,DENİZ KURTEL,H.YÜZBAŞI,2.01.39,4.15,4.15,1.0,1,KURŞUNİLİ,7,56.0,0.0,56.0,5,k,k,121.39,2024-10-04,2024-10-04,2024-10-04|Bursa|7,True,KURŞUNİLİ,
