race_kod,no,at_kod,bot2,kamu,kazandi,irk
183428,7,77719,0.4281047215929562,0.3950182129320027,1,Ingiliz
183804,1,51742,0.05905071233471435,0.06320822104334169,0,Ingiliz
183804,2,72418,0.16315817217025402,0.16677831817460032,0,Ingiliz
183804,3,69170,0.3718585166902452,0.3376244002071178,0,Ingiliz
183804,4,78262,0.08338050126434977,0.08389454793025351,0,Ingiliz
183804,5,77011,0.012433091823368964,0.020003757815739636,0,Ingiliz
183804,6,77661,0.27243056897107565,0.28250204915289445,1,Ingiliz
183804,7,78446,0.03768843674599208,0.04598870567605258,0,Ingiliz
183999,1,67784,0.1953880844547509,0.15983736286425518,0,Ingiliz
183999,2,51742,0.07429885389639307,0.06108967271775198,1,Ingiliz
183999,4,68259,0.2715062393754832,0.28458847534367393,0,Ingiliz
183999,5,71279,0.15439881818323994,0.15983736286425518,0,Ingiliz
183999,6,73505,0.042764182312863566,0.040234922376174584,0,Ingiliz
183999,7,74021,0.027994946876850557,0.03214360189832129,0,Ingiliz
183999,8,84550,0.016703551300039796,0.020835941944804693,0,Ingiliz
183999,9,71978,0.07798530372859476,0.08159529712650788,0,Ingiliz
183999,10,73989,0.13896001987178416,0.15983736286425518,0,Ingiliz
184154,1,51742,0.04419694761929357,0.045346372400505,0,Ingiliz
184154,2,72418,0.13435299046002736,0.13648368947995135,0,Ingiliz
184154,3,83895,0.34946295352962875,0.2841089046317354,1,Ingiliz
184154,4,78948,0.04668791056209128,0.051560504914648274,0,Ingiliz
184154,5,73905,0.16695999006187845,0.1564195092916296,0,Ingiliz
184154,6,78262,0.052742300394362,0.0521398364305432,0,Ingiliz
184154,7,76540,0.04919570582423127,0.05682178092634708,0,Ingiliz
184154,8,76716,0.11558678701706594,0.16187600380180273,0,Ingiliz
184154,9,77827,0.040814414531421324,0.055243398122837434,0,Ingiliz
184615,1,51742,0.01185488989674364,0.011571556204111306,0,Ingiliz
184615,2,72973,0.05700898527996394,0.05809037511511154,0,Ingiliz
184615,3,73111,0.1704032445193969,0.16999977423392937,1,Ingiliz
184615,4,68333,0.04100542308364822,0.042814757955211835,0,Ingiliz
184615,5,68658,0.15153281446823608,0.16999977423392937,0,Ingiliz
184615,6,77164,0.048594898528384625,0.04737698626191474,0,Ingiliz
184615,7,74640,0.1338100447827063,0.11115369853756918,0,Ingiliz
184615,8,73446,0.03988801421372204,0.04041952674093425,0,Ingiliz
184615,9,60750,0.009530648051593427,0.013568057098482623,0,Ingiliz
184615,10,68458,0.21069951259883957,0.19593194318486773,0,Ingiliz
184615,11,76190,0.013888140460537038,0.015190518591205251,0,Ingiliz
184615,12,60407,0.046625144042482136,0.04898298579621693,0,Ingiliz
184615,13,79156,0.06063731573385429,0.06880943242801901,0,Ingiliz
184615,14,72153,0.004520924339891658,0.006090613618496942,0,Ingiliz
