kayit_ts,tarih,pist,race_kod,kosu_no,saat,irk,at_kod,no,at_ad,bot1,bot2,kamu,oran,agf1,canli,model_rank,secim,sonuc,kazandi,ganyan_kapanis,sonuclandi
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,111576,1,BLUEBACK,0.0215,0.0164,0.0234,31.85,0.87,0,10,0,10.0,0.0,40.05,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,111132,2,DESESPERADOS,0.0407,0.0259,0.0324,23.0,3.55,0,5,0,9.0,0.0,17.15,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,109967,3,PRINCE VINCE,0.0333,0.0171,0.022,33.9,2.82,0,9,0,11.0,0.0,25.75,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,111033,4,SENSEİ BAHA,0.0307,0.0172,0.0225,33.15,0.8,0,8,0,6.0,0.0,34.5,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,109645,5,STEEL FATHER,0.1097,0.0776,0.0814,9.15,14.27,0,3,0,2.0,0.0,6.2,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,109597,6,ÇEPNİ,0.3,0.4004,0.3635,2.05,42.64,0,1,0,5.0,0.0,1.9,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,110755,7,DREAM ASIYA,0.0702,0.0287,0.0315,23.65,3.06,0,4,0,8.0,0.0,21.75,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,108685,8,VEN CONMİGO,0.0509,0.0136,0.0154,48.4,1.21,0,11,0,7.0,0.0,39.6,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,108995,9,HAMMERWICH,0.071,0.0253,0.0276,27.05,2.09,0,6,0,1.0,1.0,22.6,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,110138,10,ŞEKERKIZ,0.0528,0.018,0.0206,36.2,1.11,0,7,0,4.0,0.0,33.15,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,111052,12,ŞIBLE ŞAVKO,0.0073,0.0073,0.0131,57.05,0.34,0,12,0,12.0,0.0,60.35,2026-07-07
2026-07-07 19:25,2026-07-07,KOCAELI,226036,5,19:30,Ingiliz,110488,13,WARRIOR MAN,0.2118,0.3526,0.3466,2.15,27.21,0,2,0,3.0,0.0,2.95,2026-07-07
2026-07-07 19:55,2026-07-07,KOCAELI,226038,6,20:00,Ingiliz,103326,1,ANGEL OF GOLD,0.1117,0.07,0.0747,10.0,11.42,0,5,0,5.0,0.0,7.3,2026-07-07
2026-07-07 19:55,2026-07-07,KOCAELI,226038,6,20:00,Ingiliz,109892,2,FIRE AT WILL,0.4262,0.4799,0.415,1.8,35.9,0,1,0,2.0,0.0,1.8,2026-07-07
2026-07-07 19:55,2026-07-07,KOCAELI,226038,6,20:00,Ingiliz,105474,3,RICO PASHA,0.074,0.1033,0.1255,5.95,13.17,0,3,0,3.0,0.0,10.6,2026-07-07
2026-07-07 19:55,2026-07-07,KOCAELI,226038,6,20:00,Ingiliz,109625,4,TAM TIME,0.2027,0.1705,0.166,4.5,18.0,0,2,0,1.0,1.0,5.5,2026-07-07
2026-07-07 19:55,2026-07-07,KOCAELI,226038,6,20:00,Ingiliz,100453,5,CROWNED,0.0674,0.0958,0.1186,6.3,8.17,0,4,0,4.0,0.0,7.1,2026-07-07
2026-07-07 19:55,2026-07-07,KOCAELI,226038,6,20:00,Ingiliz,104718,6,TIZONA,0.0846,0.0418,0.0463,16.15,6.53,0,6,0,7.0,0.0,10.65,2026-07-07
2026-07-07 19:55,2026-07-07,KOCAELI,226038,6,20:00,Ingiliz,105295,7,RİYAD,0.0334,0.0388,0.0539,13.85,6.82,0,7,0,6.0,0.0,7.05,2026-07-07
2026-07-08 13:55,2026-07-08,ISTANBUL,226044,1,14:00,Ingiliz,100491,1,STASERA,0.1114,0.0601,0.062,12.05,4.15,1,6,0,6.0,0.0,14.95,2026-07-08
2026-07-08 13:55,2026-07-08,ISTANBUL,226044,1,14:00,Ingiliz,104869,2,JIMDEMA,0.0898,0.0571,0.062,12.05,4.88,0,7,0,7.0,0.0,16.85,2026-07-08
2026-07-08 13:55,2026-07-08,ISTANBUL,226044,1,14:00,Ingiliz,102944,3,START UP,0.1797,0.2368,0.2372,3.15,32.2,0,2,0,2.0,0.0,2.1,2026-07-08
2026-07-08 13:55,2026-07-08,ISTANBUL,226044,1,14:00,Ingiliz,89510,4,MANDACAN,0.0724,0.0721,0.0839,8.9,5.61,0,5,0,5.0,0.0,9.9,2026-07-08
2026-07-08 13:55,2026-07-08,ISTANBUL,226044,1,14:00,Ingiliz,104126,5,RACING RAPTURE,0.0613,0.0744,0.0906,8.25,10.3,0,4,0,4.0,0.0,8.6,2026-07-08
2026-07-08 13:55,2026-07-08,ISTANBUL,226044,1,14:00,Ingiliz,104782,6,UNREAL ENGINE,0.4419,0.4018,0.3321,2.25,35.01,0,1,0,3.0,0.0,2.4,2026-07-08
2026-07-08 13:55,2026-07-08,ISTANBUL,226044,1,14:00,Ingiliz,102761,7,WAITING A SUNNYDAY,0.0436,0.0978,0.1322,5.65,7.83,0,3,0,1.0,1.0,8.85,2026-07-08
2026-07-08 14:25,2026-07-08,ISTANBUL,226043,2,14:30,Ingiliz,104545,1,BOLD LION,0.2628,0.3217,0.2914,2.55,31.23,0,1,0,2.0,0.0,2.75,2026-07-08
2026-07-08 14:25,2026-07-08,ISTANBUL,226043,2,14:30,Ingiliz,94679,2,PRINCE OF DARKNESS,0.1896,0.1448,0.1351,5.5,21.52,0,3,0,3.0,0.0,3.2,2026-07-08
2026-07-08 14:25,2026-07-08,ISTANBUL,226043,2,14:30,Ingiliz,98820,3,YARGIÇ,0.0721,0.069,0.0782,9.5,9.27,0,4,0,6.0,0.0,8.35,2026-07-08
2026-07-08 14:25,2026-07-08,ISTANBUL,226043,2,14:30,Ingiliz,95820,4,İSEN BUGA,0.1592,0.2573,0.2608,2.85,21.11,0,2,0,1.0,1.0,3.5,2026-07-08
2026-07-08 14:25,2026-07-08,ISTANBUL,226043,2,14:30,Ingiliz,80419,5,MAMBA FOREVER,0.0416,0.0319,0.0395,18.8,2.26,0,8,0,8.0,0.0,23.95,2026-07-08
2026-07-08 14:25,2026-07-08,ISTANBUL,226043,2,14:30,Ingiliz,98880,6,HARDOLD,0.0935,0.0418,0.043,17.3,3.1,0,6,0,4.0,0.0,24.1,2026-07-08
2026-07-08 14:25,2026-07-08,ISTANBUL,226043,2,14:30,Ingiliz,100735,7,JESKO,0.0285,0.0241,0.0322,23.1,1.49,0,9,0,7.0,0.0,34.25,2026-07-08
2026-07-08 14:25,2026-07-08,ISTANBUL,226043,2,14:30,Ingiliz,102710,8,VICTORY MATRA,0.0961,0.0685,0.0722,10.3,6.71,0,5,0,5.0,0.0,9.3,2026-07-08
2026-07-08 14:25,2026-07-08,ISTANBUL,226043,2,14:30,Ingiliz,81429,9,WINNER GETS IT ALL,0.0567,0.0409,0.0476,15.6,3.32,0,7,0,9.0,0.0,25.8,2026-07-08
2026-07-08 17:26,2026-07-08,ISTANBUL,226041,8,17:30,Ingiliz,113729,1,YONAGUNI,0.1057,0.1754,0.1843,3.3,,0,2,0,2.0,0.0,2.2,2026-07-08
2026-07-08 17:26,2026-07-08,ISTANBUL,226041,8,17:30,Ingiliz,113970,2,GANADORES,0.107,0.0721,0.0711,8.55,,1,7,0,7.0,0.0,12.6,2026-07-08
2026-07-08 17:26,2026-07-08,ISTANBUL,226041,8,17:30,Ingiliz,115822,3,KRAL ALİÇO,0.1584,0.0735,0.0658,9.25,,1,6,0,4.0,0.0,18.15,2026-07-08
2026-07-08 17:26,2026-07-08,ISTANBUL,226041,8,17:30,Ingiliz,112855,4,SANDOKAN,0.1963,0.2496,0.2295,2.65,,0,1,0,1.0,1.0,2.3,2026-07-08
2026-07-08 17:26,2026-07-08,ISTANBUL,226041,8,17:30,Ingiliz,114765,6,BANDIDITA,0.0693,0.1587,0.1843,3.3,,0,3,0,8.0,0.0,2.2,2026-07-08
2026-07-08 17:26,2026-07-08,ISTANBUL,226041,8,17:30,Ingiliz,116260,7,BELIEVER,0.1052,0.0743,0.0737,8.25,,0,5,0,6.0,0.0,9.65,2026-07-08
2026-07-08 17:26,2026-07-08,ISTANBUL,226041,8,17:30,Ingiliz,114883,8,MAGIC MEMORY,0.1705,0.155,0.1431,4.25,,0,4,0,3.0,0.0,6.05,2026-07-08
2026-07-08 17:26,2026-07-08,ISTANBUL,226041,8,17:30,Ingiliz,116754,9,QOUNTM CAT,0.0324,0.0228,0.0282,21.6,,0,8,0,9.0,0.0,29.6,2026-07-08
2026-07-08 17:26,2026-07-08,ISTANBUL,226041,8,17:30,Ingiliz,112562,11,SILVER RISING,0.0552,0.0186,0.0199,30.6,,0,9,0,5.0,0.0,47.1,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,110532,1,ANGEL OF DEFNE,0.0483,0.0456,0.0513,12.05,,0,7,0,10.0,0.0,20.35,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,108941,2,HAMA DESTINATION,0.0596,0.0419,0.0445,13.9,,0,8,0,13.0,0.0,17.2,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,107535,3,NAZUŞUM,0.0956,0.0594,0.0572,10.8,,0,5,0,7.0,0.0,25.1,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,108887,4,LAGUNA SUNSET,0.021,0.0319,0.0432,14.3,,0,10,0,5.0,0.0,18.5,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,108059,5,DEJAME,0.0489,0.1043,0.1236,5.0,,0,3,0,4.0,0.0,4.5,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,107840,6,INCOME,0.1677,0.3739,0.3531,1.75,,0,1,0,1.0,1.0,1.45,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,110774,7,LADYBIRD,0.0165,0.0112,0.015,41.25,,0,13,0,12.0,0.0,64.85,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,111051,8,RECUERDAME,0.1943,0.1447,0.1236,5.0,,1,2,0,3.0,0.0,4.5,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,109562,9,SERAHİRA,0.1741,0.0747,0.0627,9.85,,1,4,0,2.0,0.0,7.6,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,107779,10,AGE OF SKY,0.0211,0.014,0.0179,34.5,,0,11,0,9.0,0.0,63.6,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,108892,11,BOLD STEPS,0.0148,0.013,0.0181,34.05,,0,12,0,6.0,0.0,46.95,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,110476,12,HOLD FAST,0.0373,0.0391,0.0465,13.3,,0,9,0,8.0,0.0,23.2,2026-07-08
2026-07-08 17:55,2026-07-08,ISTANBUL,226042,9,18:00,Ingiliz,107958,13,VICTORY GIRL,0.1008,0.0463,0.0432,14.3,,1,6,0,11.0,0.0,18.5,2026-07-08
2026-07-09 14:25,2026-07-09,ANKARA,226060,1,14:30,Ingiliz,108294,1,KEMALS OMA,0.2098,0.1557,0.1437,5.2,16.41,0,2,0,,,,
2026-07-09 14:25,2026-07-09,ANKARA,226060,1,14:30,Ingiliz,110402,2,MAFDET,0.2667,0.4834,0.4529,1.65,47.79,0,1,0,,,,
2026-07-09 14:25,2026-07-09,ANKARA,226060,1,14:30,Ingiliz,109056,3,ROSAS DEL ROSEDAL,0.0635,0.1173,0.1437,5.2,3.56,0,3,0,,,,
2026-07-09 14:25,2026-07-09,ANKARA,226060,1,14:30,Ingiliz,109628,4,EİKO,0.083,0.065,0.0715,10.45,13.01,0,5,0,,,,
2026-07-09 14:25,2026-07-09,ANKARA,226060,1,14:30,Ingiliz,110837,5,KARDAHA,0.1985,0.0493,0.0427,17.5,3.06,1,6,0,,,,
2026-07-09 14:25,2026-07-09,ANKARA,226060,1,14:30,Ingiliz,109009,6,PRINCESS HAZAL,0.11,0.0877,0.0917,8.15,11.97,0,4,0,,,,
2026-07-09 14:25,2026-07-09,ANKARA,226060,1,14:30,Ingiliz,109294,7,LACCARETHA,0.0515,0.026,0.0303,24.65,2.55,0,7,0,,,,
2026-07-09 14:25,2026-07-09,ANKARA,226060,1,14:30,Ingiliz,109588,8,RUN LOLA RUN,0.017,0.0156,0.0234,31.95,1.66,0,8,0,,,,
2026-07-09 14:55,2026-07-09,ANKARA,226059,2,15:00,Ingiliz,113296,1,BALTAZARR,0.0534,0.1422,0.1822,4.1,14.52,0,4,0,,,,
2026-07-09 14:55,2026-07-09,ANKARA,226059,2,15:00,Ingiliz,113136,2,EN PASSANT,0.2191,0.2706,0.2533,2.95,41.4,0,1,0,,,,
2026-07-09 14:55,2026-07-09,ANKARA,226059,2,15:00,Ingiliz,115027,3,MİRANHAN,0.0991,0.0584,0.0603,12.4,1.38,0,7,0,,,,
2026-07-09 14:55,2026-07-09,ANKARA,226059,2,15:00,Ingiliz,113593,4,POURING,0.1084,0.071,0.0725,10.3,1.92,0,5,0,,,,
2026-07-09 14:55,2026-07-09,ANKARA,226059,2,15:00,Ingiliz,113624,5,SON OF DRAGON,0.2111,0.1734,0.159,4.7,19.19,0,3,0,,,,
2026-07-09 14:55,2026-07-09,ANKARA,226059,2,15:00,Ingiliz,113532,6,DELICIAS TURCAS,0.2029,0.2205,0.2075,3.6,16.99,0,2,0,,,,
2026-07-09 14:55,2026-07-09,ANKARA,226059,2,15:00,Ingiliz,113768,7,LA PERLE RARE,0.106,0.0639,0.0652,11.45,4.6,1,6,0,,,,
2026-07-09 16:25,2026-07-09,ANKARA,226064,5,16:30,Ingiliz,104213,1,POWER OF HAKEEM,0.4381,0.5364,0.4619,1.6,41.42,0,1,0,,,,
2026-07-09 16:25,2026-07-09,ANKARA,226064,5,16:30,Ingiliz,84817,2,SER VEYRON,0.0668,0.0979,0.1211,6.1,14.92,0,3,0,,,,
2026-07-09 16:25,2026-07-09,ANKARA,226064,5,16:30,Ingiliz,102892,3,CAZATOR DE OSOS,0.1634,0.0587,0.056,13.2,5.49,1,5,0,,,,
2026-07-09 16:25,2026-07-09,ANKARA,226064,5,16:30,Ingiliz,93445,4,RAYMOND REDDINGTON,0.0612,0.0806,0.1005,7.35,16.61,0,4,0,,,,
2026-07-09 16:25,2026-07-09,ANKARA,226064,5,16:30,Ingiliz,104361,5,MR NALÇAKAN,0.0729,0.0571,0.0666,11.1,5.4,0,6,0,,,,
2026-07-09 16:25,2026-07-09,ANKARA,226064,5,16:30,Ingiliz,98309,6,WARRIOR LION,0.1204,0.0556,0.0571,12.95,6.23,1,7,0,,,,
2026-07-09 16:25,2026-07-09,ANKARA,226064,5,16:30,Ingiliz,109211,7,DARK VEYRON,0.0772,0.1136,0.1368,5.4,9.92,0,2,0,,,,
2026-07-09 17:25,2026-07-09,ANKARA,226062,7,17:30,Ingiliz,107034,1,İSPANOZ,0.2052,0.2089,0.2066,3.6,,0,3,0,,,,
2026-07-09 17:25,2026-07-09,ANKARA,226062,7,17:30,Ingiliz,103494,2,GOLDEN RACER,0.1217,0.123,0.134,5.55,,0,4,0,,,,
2026-07-09 17:25,2026-07-09,ANKARA,226062,7,17:30,Ingiliz,106028,3,SMART CHILDREN,0.3178,0.2983,0.2704,2.75,,0,1,0,,,,
2026-07-09 17:25,2026-07-09,ANKARA,226062,7,17:30,Ingiliz,106078,4,GENERAL SHERMAN,0.027,0.0286,0.0414,17.95,,0,6,0,,,,
2026-07-09 17:25,2026-07-09,ANKARA,226062,7,17:30,Ingiliz,98150,5,KING DAVUT,0.0982,0.1015,0.1153,6.45,,0,5,0,,,,
2026-07-09 17:25,2026-07-09,ANKARA,226062,7,17:30,Ingiliz,97501,6,OPERASYON,0.2301,0.2397,0.2324,3.2,,0,2,0,,,,
2026-07-09 18:26,2026-07-09,KOCAELI,226067,3,18:30,Ingiliz,108297,1,SAVE YOUR TEARS,0.0874,0.0837,0.0988,7.55,7.55,0,3,0,,,,
2026-07-09 18:26,2026-07-09,KOCAELI,226067,3,18:30,Ingiliz,108642,2,SİHİRLİ JOVANKA,0.0358,0.0464,0.066,11.3,3.74,0,6,0,,,,
2026-07-09 18:26,2026-07-09,KOCAELI,226067,3,18:30,Ingiliz,108723,3,RUZYM,0.6312,0.5902,0.4814,1.55,68.55,0,1,0,,,,
2026-07-09 18:26,2026-07-09,KOCAELI,226067,3,18:30,Ingiliz,108677,4,VICTORY STAR,0.0672,0.0637,0.079,9.45,3.55,0,4,0,,,,
2026-07-09 18:26,2026-07-09,KOCAELI,226067,3,18:30,Ingiliz,109466,5,GIPSY THUNDER,0.0251,0.0305,0.0462,16.15,0.95,0,7,0,,,,
2026-07-09 18:26,2026-07-09,KOCAELI,226067,3,18:30,Ingiliz,110348,6,KAYLA MARLA,0.034,0.0599,0.0878,8.5,1.04,0,5,0,,,,
2026-07-09 18:26,2026-07-09,KOCAELI,226067,3,18:30,Ingiliz,110630,7,VAYNAKH,0.1193,0.1256,0.1408,5.3,14.62,0,2,0,,,,
2026-07-09 19:25,2026-07-09,KOCAELI,226057,5,19:30,Ingiliz,113917,1,HARD DRINK,0.1398,0.1556,0.156,4.75,13.12,0,2,0,,,,
2026-07-09 19:25,2026-07-09,KOCAELI,226057,5,19:30,Ingiliz,117326,2,HO HOO,0.0712,0.0567,0.0631,11.75,3.61,0,7,0,,,,
2026-07-09 19:25,2026-07-09,KOCAELI,226057,5,19:30,Ingiliz,112681,3,KUMKADI ASLANI,0.0788,0.0646,0.0706,10.5,3.73,0,6,0,,,,
2026-07-09 19:25,2026-07-09,KOCAELI,226057,5,19:30,Ingiliz,114912,4,TALLIN,0.0813,0.0694,0.0756,9.8,15.5,0,5,0,,,,
2026-07-09 19:25,2026-07-09,KOCAELI,226057,5,19:30,Ingiliz,113204,5,TIME CALL,0.2393,0.4072,0.38,1.95,44.73,0,1,0,,,,
2026-07-09 19:25,2026-07-09,KOCAELI,226057,5,19:30,Ingiliz,114458,6,ZEALANDIA,0.0665,0.0234,0.025,29.65,1.53,0,9,0,,,,
2026-07-09 19:25,2026-07-09,KOCAELI,226057,5,19:30,Ingiliz,112763,7,MY DREAM SERAP,0.12,0.072,0.0713,10.4,6.59,1,4,0,,,,
2026-07-09 19:25,2026-07-09,KOCAELI,226057,5,19:30,Ingiliz,113193,8,PERİ KIZIM,0.1049,0.0404,0.0398,18.6,2.63,1,8,0,,,,
2026-07-09 19:25,2026-07-09,KOCAELI,226057,5,19:30,Ingiliz,114581,9,TALVERA,0.0982,0.1106,0.1186,6.25,8.57,0,3,0,,,,
2026-07-09 19:55,2026-07-09,KOCAELI,226065,6,20:00,Ingiliz,107833,1,EUROFIGHTER,0.0142,0.0183,0.0277,26.95,2.15,0,8,0,,,,
2026-07-09 19:55,2026-07-09,KOCAELI,226065,6,20:00,Ingiliz,109829,2,FIRE OF TYGAR,0.0759,0.1372,0.1555,4.8,17.96,0,3,0,,,,
2026-07-09 19:55,2026-07-09,KOCAELI,226065,6,20:00,Ingiliz,109399,3,KING FERİT,0.1077,0.1106,0.1131,6.6,10.27,0,4,0,,,,
2026-07-09 19:55,2026-07-09,KOCAELI,226065,6,20:00,Ingiliz,114764,4,KUBAT KASIRGASI,0.0821,0.0357,0.0362,20.6,3.61,0,7,0,,,,
2026-07-09 19:55,2026-07-09,KOCAELI,226065,6,20:00,Ingiliz,108549,5,LION TOMO,0.057,0.1073,0.1287,5.8,9.43,0,5,0,,,,
2026-07-09 19:55,2026-07-09,KOCAELI,226065,6,20:00,Ingiliz,108979,6,PERS JOYS,0.1784,0.1664,0.1539,4.85,15.52,0,2,0,,,,
2026-07-09 19:55,2026-07-09,KOCAELI,226065,6,20:00,Ingiliz,108423,7,SECRET FLIGHT,0.2863,0.1011,0.0803,9.3,19.38,1,6,0,,,,
2026-07-09 19:55,2026-07-09,KOCAELI,226065,6,20:00,Ingiliz,109972,8,TENACIOUS KHAN,0.1984,0.3236,0.3046,2.45,21.69,0,1,0,,,,
